,NOR,VER,LEC,PIA,SAI,PER,RUS,HAM,GAS,ALO,HUL,RIC,STR,ALB,OCO,SAR,TSU,MAG,BOT,ZHO
24.0,0.0,4.067000000000007,14.927999999999884,11.507000000000517,17.368000000000393,15.125,10.427999999999884,48.36400000000049,26.527000000000044,31.121000000000095,45.87800000000061,38.70600000000013,34.21600000000035,51.931000000000495,44.91899999999987,70.57300000000032,48.34100000000035,42.69300000000021,56.63500000000022,72.60800000000017
25.0,0.0,5.010000000000218,32.45800000000054,12.206000000000131,18.149000000000342,15.847999999999956,13.897000000000844,48.38000000000011,27.8700000000008,32.56800000000021,46.556000000000495,40.2450000000008,36.08900000000085,52.712000000000444,46.62700000000041,70.72000000000025,50.51000000000022,43.733000000000175,57.81800000000021,73.67600000000039
26.0,0.0,5.653999999999542,32.34100000000035,12.394999999999527,18.59599999999955,16.479999999999563,33.835000000000036,48.9399999999996,28.96900000000005,34.707000000000335,47.41699999999946,41.55400000000009,37.84400000000005,53.19599999999991,48.92000000000007,70.38599999999951,51.45299999999952,44.74200000000019,58.74399999999969,74.20299999999952
27.0,0.0,9.800000000000182,31.61999999999989,12.588000000000648,19.445999999999913,17.097000000000662,32.6230000000005,48.94599999999991,29.98199999999997,36.137000000000626,47.84600000000046,42.91899999999987,39.514000000000124,53.96799999999985,51.275000000000546,70.52800000000025,52.88200000000052,45.735999999999876,59.8130000000001,76.64900000000034
28.0,0.0,25.13299999999981,28.231000000000677,9.279000000000451,16.59100000000035,14.426000000000386,29.13000000000011,45.663000000000466,28.257000000000517,34.113000000000284,45.45400000000063,41.57800000000043,38.27599999999984,51.3690000000006,49.85500000000047,67.16200000000026,50.9940000000006,43.577000000000226,57.793000000000575,73.96399999999994
29.0,9.804000000000087,14.82799999999952,18.447000000000116,0.0,7.810999999999694,9.26299999999992,21.235999999999876,35.77399999999943,22.05499999999938,26.22400000000016,37.65399999999954,37.853000000000065,30.889000000000124,43.35099999999966,42.1899999999996,57.85499999999956,42.503999999999905,35.766999999999825,49.69999999999982,65.76599999999962
30.0,8.286000000000058,13.490999999999985,17.605999999999767,0.0,11.394999999999527,29.71100000000024,20.80999999999949,35.11999999999989,23.717999999999847,27.385999999999513,38.30400000000009,57.6880000000001,35.375,44.430999999999585,47.20499999999993,58.697000000000116,43.82899999999972,37.340000000000146,50.64499999999953,66.53999999999996
31.0,6.095000000000255,12.059000000000196,16.301000000000386,0.0,29.731000000000677,28.425000000000182,20.061000000000604,33.81600000000071,24.489000000000487,32.780000000000655,38.03700000000026,57.39400000000023,53.91900000000078,44.639000000000124,66.28400000000056,59.082000000000335,44.233000000000175,37.949000000000524,51.22700000000077,67.92600000000039
32.0,4.356999999999971,10.732999999999265,15.628999999999905,0.0,29.359999999999673,27.24199999999928,19.471999999999753,32.86399999999958,28.536999999999352,52.37299999999959,38.370999999999185,57.16399999999976,53.024999999999636,45.22599999999966,66.32999999999993,59.28899999999976,47.74799999999959,39.607999999999265,52.85399999999936,68.80299999999988
33.0,0.0,6.823999999999614,11.815999999999804,0.6459999999997308,25.74200000000019,23.069000000000415,16.192000000000007,29.070999999999913,47.396999999999935,49.047999999999774,36.11800000000039,54.4970000000003,50.08399999999983,42.76599999999962,63.58799999999974,56.99300000000039,64.92399999999998,38.4380000000001,52.39800000000014,67.04799999999977
34.0,0.0,7.431999999999789,12.457000000000335,20.728000000000065,26.122999999999593,23.54399999999987,16.73999999999978,29.690999999999804,48.483000000000175,49.3149999999996,38.24300000000039,55.83799999999974,51.069000000000415,44.53899999999976,65.13100000000031,58.86499999999978,66.32399999999961,41.228000000000065,55.16700000000037,69.96799999999985
35.0,0.0,7.867000000000189,12.90899999999965,21.190999999999804,26.45600000000013,24.175999999999476,17.17199999999957,30.021999999999935,49.27300000000014,50.581999999999425,40.081999999999425,57.62299999999959,52.314000000000306,46.32499999999982,66.27899999999954,60.922999999999774,67.41100000000006,43.70299999999952,57.48999999999978,72.71500000000015
36.0,0.0,8.685999999999694,13.864999999999782,21.115999999999985,26.88299999999981,24.710000000000036,17.984999999999673,30.807999999999993,51.47699999999986,53.03200000000015,42.40800000000036,58.85400000000027,53.96900000000005,48.547999999999774,67.57600000000002,62.98099999999977,68.6890000000003,46.47599999999966,60.98499999999967,76.69300000000021
37.0,0.0,9.027000000000044,15.199999999999818,20.699999999999818,26.859999999999673,25.10699999999997,18.519000000000233,30.97699999999986,52.80799999999999,54.43299999999999,43.7559999999994,59.69799999999941,54.751000000000204,50.23499999999967,68.41799999999967,64.74099999999999,69.63900000000012,48.91199999999935,63.42099999999937,79.54199999999946
38.0,0.0,9.515000000000327,15.439000000000306,20.634000000000015,27.021999999999935,25.652000000000044,19.51000000000022,31.3149999999996,54.17699999999968,56.014000000000124,45.92900000000009,61.30500000000029,56.51599999999962,52.1279999999997,69.76299999999992,67.16300000000047,71.11499999999978,51.78899999999976,66.35599999999977,82.76900000000023
39.0,0.0,9.945999999999913,15.969000000000051,20.35699999999997,27.25799999999981,25.893999999999323,20.096999999999753,31.703999999999724,57.6309999999994,57.66399999999976,47.5059999999994,62.58399999999983,58.05400000000009,57.498999999999796,70.83599999999933,69.4389999999994,72.40599999999995,57.685999999999694,68.90499999999975,87.02999999999975
40.0,0.0,10.401999999999134,16.708999999999833,20.33099999999922,26.735999999999876,26.04699999999957,21.829999999999927,32.06700000000001,59.38599999999951,60.36999999999989,49.18799999999919,63.86799999999948,60.925999999999476,60.3119999999999,72.22399999999925,71.70699999999943,73.875,67.01699999999983,71.41399999999976,90.16499999999996
41.0,0.0,10.408000000000357,16.789999999999964,19.85699999999997,26.494000000000597,25.916000000000167,22.35699999999997,31.824000000000524,60.23400000000038,62.030000000000655,50.64000000000033,65.02199999999993,62.91700000000037,62.63200000000052,74.33500000000004,76.1190000000006,76.85699999999997,87.16300000000047,73.91100000000006,94.27000000000044
42.0,0.0,10.298000000000684,16.798000000000684,19.092000000000553,26.274000000000342,25.53900000000067,22.606000000000677,31.32800000000043,61.05000000000018,63.17399999999998,51.88300000000072,66.125,64.42799999999988,64.27600000000075,77.5010000000002,78.13100000000031,78.5640000000003,86.91200000000026,77.40300000000025,97.1820000000007
43.0,0.0,10.806000000000495,17.38299999999981,18.978000000000065,26.15400000000045,25.677999999999884,23.418000000000575,31.26000000000022,62.23700000000008,64.2480000000005,52.988000000000284,67.67799999999988,66.11599999999999,67.26000000000022,78.86099999999988,80.85199999999986,81.32700000000023,87.52400000000034,83.58100000000013,103.58600000000024
44.0,0.0,11.561999999999898,17.64300000000003,18.965000000000146,26.52899999999954,26.243999999999687,24.14599999999973,31.586999999999534,63.332000000000335,65.49399999999969,54.59299999999985,69.40300000000025,67.53300000000036,69.13900000000012,80.13400000000001,82.82600000000002,83.13100000000031,88.45100000000002,104.85800000000017,107.17599999999948
45.0,0.0,11.829999999999927,17.92199999999957,18.70799999999963,26.84099999999944,26.550999999999476,24.224999999999454,32.77800000000025,64.12199999999939,66.64800000000014,55.74499999999989,70.86499999999978,68.48300000000017,70.76499999999942,81.17000000000007,84.60599999999977,84.86999999999989,88.85099999999966,105.84900000000016,111.31800000000021
46.0,0.0,12.381999999999607,18.1899999999996,18.701999999999316,27.297999999999774,27.050999999999476,24.467999999999847,33.685999999999694,65.13000000000011,67.8759999999993,56.987999999999374,72.08699999999953,69.66299999999956,73.40599999999995,82.70799999999963,88.61399999999958,88.65799999999945,89.69999999999982,107.39800000000014,114.57099999999991
47.0,0.0,12.80999999999949,18.59400000000005,19.067000000000007,27.510999999999513,28.644999999999527,24.640000000000327,34.5619999999999,66.23999999999978,68.73300000000017,57.925999999999476,73.06700000000001,70.51199999999972,76.16699999999946,83.52700000000004,90.5649999999996,91.01800000000003,91.22999999999956,110.81999999999971,117.21600000000035
48.0,0.0,13.015000000000327,18.89800000000014,19.44499999999971,28.166000000000167,29.470000000000255,25.225000000000364,38.03600000000006,66.82999999999993,69.4380000000001,59.08799999999974,75.88900000000012,71.47199999999975,77.9989999999998,84.82999999999993,91.91899999999987,92.3140000000003,92.70600000000013,112.1880000000001,119.67799999999988
49.0,0.0,13.233000000000175,19.274000000000342,19.94800000000032,28.278000000000247,30.051000000000386,25.409999999999854,56.73700000000008,67.52499999999964,70.17399999999998,60.22999999999956,76.89099999999962,72.20499999999993,79.46100000000024,86.17600000000039,93.17100000000028,93.53300000000036,96.19700000000012,113.90300000000025,121.83200000000033
50.0,0.0,13.681000000000495,20.110000000000582,20.69800000000032,28.664999999999964,30.789999999999964,25.996000000000095,56.04500000000007,68.59299999999985,70.86700000000019,61.460000000000036,78.02500000000055,73.30400000000009,81.20400000000063,86.99099999999999,96.8159999999998,97.25,97.5659999999998,115.67600000000039,124.60800000000017
51.0,0.0,13.988000000000284,20.295000000000073,21.03099999999995,28.80500000000029,31.07799999999952,26.42699999999968,55.26000000000022,69.24399999999969,71.04899999999998,62.33299999999963,78.5019999999995,73.72699999999986,82.27499999999964,89.91499999999996,98.24200000000019,98.60099999999966,99.0640000000003,117.29699999999957,130.58500000000004
52.0,0.0,14.533000000000357,20.253999999999905,21.460000000000036,28.948999999999614,31.436999999999898,27.083999999999833,54.61999999999989,69.7529999999997,71.51299999999992,63.50200000000041,79.03700000000026,76.51199999999972,83.6319999999996,91.13500000000022,99.95399999999972,100.27199999999993,100.79600000000028,119.03999999999996,155.30199999999968
53.0,0.0,14.61699999999928,20.48999999999978,22.061999999999898,29.058999999999287,31.964999999999236,27.786999999999352,54.14499999999953,70.0019999999995,71.82299999999941,64.49699999999939,79.93199999999979,77.21399999999994,85.38499999999931,92.34499999999935,101.49499999999989,102.01299999999992,102.35799999999927,120.65899999999965,156.47699999999986
54.0,0.0,15.166999999999462,21.096999999999753,22.59599999999955,29.73999999999978,32.66600000000017,32.40099999999984,54.029999999999745,70.38900000000012,72.39400000000023,66.20799999999963,80.83799999999974,78.21599999999944,90.07200000000012,93.73899999999958,103.64400000000023,104.04600000000028,105.81800000000021,122.2569999999996,157.76900000000023
55.0,0.0,15.326000000000022,22.112999999999374,23.30199999999968,30.48399999999947,33.516999999999825,51.029999999999745,53.875,71.04599999999937,73.03699999999935,68.05799999999999,81.65799999999945,78.98799999999937,110.22599999999966,94.97099999999955,106.64499999999953,107.24299999999948,107.60499999999956,123.96199999999953,158.97299999999996
56.0,0.0,15.574999999999818,22.373999999999796,23.5649999999996,30.800000000000182,34.22199999999975,50.185999999999694,53.53899999999976,71.44899999999961,73.41399999999976,69.70600000000013,82.19599999999991,79.56800000000021,110.74399999999969,96.10699999999997,108.14300000000003,108.67000000000007,110.54299999999967,126.9970000000003,160.19700000000012
57.0,0.0,15.720999999999549,22.480999999999767,23.786000000000058,30.585000000000036,35.068999999999505,49.246000000000095,53.021999999999935,71.72899999999936,74.78499999999985,71.09999999999945,83.02099999999973,80.6319999999996,111.77399999999943,100.72699999999986,109.76199999999972,111.64300000000003,112.57799999999952,130.59299999999985,161.75
58.0,0.0,15.978000000000065,22.862999999999374,23.75999999999931,29.993999999999687,36.16899999999987,48.277000000000044,52.40099999999984,72.42499999999927,76.78399999999965,72.10899999999947,83.40999999999985,81.28299999999945,112.71599999999944,101.5649999999996,113.33599999999933,113.45799999999963,114.04199999999946,131.5639999999994,163.0649999999996
59.0,0.0,16.131000000000313,22.774000000000342,23.83300000000054,29.50300000000061,36.47700000000077,47.3700000000008,51.39000000000033,73.02900000000045,77.15700000000015,72.78700000000026,84.10600000000068,81.8130000000001,112.52400000000034,102.3720000000003,115.19700000000012,115.46800000000076,115.94300000000021,132.8100000000004,164.44500000000062
60.0,0.0,16.613000000000284,23.171000000000276,24.306000000000495,29.850000000000364,37.15599999999995,46.94200000000001,50.84900000000016,75.09400000000005,78.26000000000022,76.85400000000027,85.1180000000004,82.91900000000078,112.60900000000038,103.48300000000017,117.27300000000014,117.75500000000011,118.03000000000065,134.9310000000005,167.5680000000002
61.0,0.0,16.96100000000024,23.1279999999997,24.271999999999935,30.047999999999774,37.172999999999774,46.18199999999979,49.84100000000035,76.41899999999987,78.72000000000025,78.2489999999998,85.61599999999999,83.32099999999991,112.82000000000062,105.95200000000023,119.01700000000073,119.31900000000041,119.98399999999947,136.21900000000005,168.92099999999937
62.0,0.0,16.894000000000233,22.704999999999927,24.09600000000046,30.118000000000393,37.198999999999614,45.89100000000053,48.71100000000024,76.65100000000075,79.69600000000082,79.53600000000097,86.05200000000059,83.79599999999937,112.65900000000056,106.94200000000001,121.22900000000027,122.08399999999983,123.73900000000049,137.80599999999959,170.16900000000078
63.0,0.0,17.67200000000048,23.548000000000684,24.751000000000204,30.625,37.969999999999345,47.012000000000626,48.82300000000032,77.6919999999991,81.03900000000067,82.53299999999945,87.15500000000065,85.17799999999988,113.6319999999996,108.25,124.74599999999919,125.34900000000016,125.82799999999952,139.8690000000006,171.72999999999956
64.0,0.0,18.101000000000568,23.66399999999885,24.82499999999891,30.37199999999939,37.810999999999694,46.922999999998865,48.79700000000048,78.21500000000015,81.47799999999916,83.99499999999898,87.85000000000036,86.14500000000044,113.46799999999894,109.14500000000044,126.32200000000012,126.79500000000007,127.33499999999913,141.3719999999994,176.21199999999953
65.0,0.0,18.30699999999888,23.759000000000015,25.09100000000035,30.25799999999981,37.957000000000335,46.48400000000038,48.02099999999882,78.92299999999886,81.88999999999942,85.46299999999974,88.60000000000036,87.06999999999971,113.78399999999965,110.10000000000036,127.95399999999972,128.42799999999988,129.21600000000035,142.8199999999997,177.46199999999953
66.0,0.0,18.735000000000582,24.016999999999825,25.105999999999767,30.384000000000015,37.9429999999993,46.26100000000042,47.63999999999942,79.62800000000061,82.55099999999948,86.95299999999952,89.45700000000033,88.26900000000023,114.2549999999992,111.24699999999939,129.79800000000068,130.21600000000035,130.85299999999916,144.67499999999927,178.5749999999989
67.0,0.0,19.297999999998865,24.100000000000364,25.39300000000003,30.79399999999987,38.10399999999936,45.86000000000058,47.358000000000175,80.0069999999996,83.51299999999901,88.18299999999908,90.21799999999894,89.51499999999942,114.5659999999989,113.96500000000015,131.27199999999903,131.86399999999958,132.48799999999937,146.3760000000002,179.61099999999897
68.0,0.0,19.69000000000051,24.27299999999923,25.51000000000022,31.18499999999949,38.57599999999911,45.40300000000025,47.050999999999476,80.67799999999988,84.8799999999992,89.55299999999988,91.23799999999937,90.84100000000035,114.91599999999926,114.71500000000015,132.98300000000017,133.39600000000064,133.8780000000006,148.11000000000058,182.70800000000054
69.0,0.0,20.00500000000102,24.629000000000815,25.936000000001513,31.658000000001266,38.50600000000122,44.824000000000524,46.81000000000131,81.3020000000015,86.4340000000011,90.77700000000004,92.63600000000042,92.12900000000081,115.13600000000042,117.27599999999984,135.32800000000134,135.54800000000068,135.8110000000015,150.737000000001,183.91600000000108
70.0,0.0,20.287000000000262,24.52299999999923,26.078999999999724,31.88799999999901,38.48599999999897,44.159999999999854,47.836999999999534,81.875,87.38500000000022,91.8159999999989,93.67499999999927,93.41599999999926,115.10099999999875,119.7559999999994,137.16300000000047,137.57999999999993,138.23799999999937,152.07200000000012,184.84299999999894
71.0,0.0,20.824000000000524,24.490999999999985,26.061999999999898,31.32300000000032,38.40300000000025,43.975000000000364,47.727999999999156,82.42100000000028,87.35000000000036,93.03100000000086,94.88400000000001,94.52900000000045,114.52800000000025,120.69499999999971,138.35599999999977,138.96299999999974,139.52399999999943,,
72.0,0.0,22.89600000000064,25.439000000000306,27.337000000001353,32.137000000000626,39.54200000000128,44.61700000000019,49.59900000000016,,,,,,,,,,,,
