,VER,NOR,LEC,PIA,SAI,HAM,RUS,PER,STR,TSU,HUL,MAG,RIC,OCO,ZHO,GAS,SAR,BOT,ALO,ALB
33.0,0.0,6.436999999999898,9.242999999999483,10.518000000000029,16.480999999999767,27.166000000000167,20.688000000000102,24.925000000000182,31.881000000000313,47.48499999999967,49.67399999999998,43.72400000000016,53.20299999999952,62.939000000000306,53.896999999999935,78.40300000000025,82.76299999999992,55.724999999999454,62.35400000000027,203.80000000000018
34.0,0.0,6.45299999999952,9.208999999999833,10.717999999999847,16.568999999999505,27.36999999999989,21.067000000000007,26.63000000000011,33.922999999999774,49.29599999999937,51.711999999999534,46.185999999999694,54.24299999999948,65.39599999999973,78.30699999999979,79.34899999999925,83.60999999999967,57.72599999999966,64.72399999999925,204.8130000000001
35.0,0.0,6.3400000000001455,9.221000000000458,10.831000000000131,16.47400000000016,28.735000000000582,21.476000000000568,28.2450000000008,35.65900000000056,50.82900000000063,53.021999999999935,48.33100000000013,55.686000000000604,67.50500000000011,78.82400000000052,81.9350000000004,84.3710000000001,59.60900000000038,66.70700000000033,205.6200000000008
36.0,0.0,6.291999999999462,9.078999999999724,10.810999999999694,16.618999999999687,31.088999999999942,21.673999999999978,30.652000000000044,37.50500000000011,52.79399999999987,54.89300000000003,50.80199999999968,57.22999999999956,69.16499999999996,81.19700000000012,82.71599999999944,85.29599999999937,61.66100000000006,68.71099999999933,206.67500000000018
37.0,0.0,6.5219999999999345,8.954999999999927,10.91400000000067,16.601000000000568,31.353000000000065,22.046000000000276,38.22400000000016,43.9980000000005,55.00200000000041,56.84200000000055,58.0,59.00700000000052,69.98500000000058,81.72900000000027,83.89000000000033,87.77599999999984,63.89500000000044,72.06500000000051,207.86099999999988
38.0,0.0,6.6140000000004875,8.783000000000357,11.04700000000048,16.731000000000677,31.533000000000357,22.36999999999989,61.17200000000048,67.38200000000052,56.71100000000024,58.95600000000013,83.6220000000003,60.86000000000058,71.6810000000005,82.91200000000026,85.19100000000071,90.4990000000007,66.14900000000034,74.60400000000027,209.20700000000033
39.0,0.0,6.657999999999447,8.742999999999483,11.300999999999476,16.715000000000146,31.662999999999556,22.74699999999939,61.35599999999977,68.80799999999999,58.59099999999944,61.02899999999954,84.55999999999949,63.98099999999977,73.27300000000014,83.94499999999971,86.26599999999962,93.03700000000026,68.42500000000018,76.96000000000004,210.35400000000027
40.0,0.0,7.038000000000466,8.680000000000291,11.657000000000153,16.588999999999942,31.855000000000473,23.25800000000072,61.025000000000546,68.7510000000002,60.284999999999854,63.49499999999989,86.32200000000012,65.6180000000004,74.66800000000057,85.21399999999994,89.07999999999993,93.72699999999986,71.58500000000004,83.81500000000051,211.5630000000001
41.0,0.0,7.4650000000001455,8.932999999999993,11.94800000000032,16.52900000000045,31.819000000000415,23.692000000000007,62.32499999999982,69.19800000000032,61.89800000000014,65.32400000000052,86.8090000000002,67.31999999999971,76.13799999999992,85.92200000000048,91.4350000000004,94.5560000000005,73.70800000000054,109.0,212.60999999999967
42.0,0.0,7.460999999999331,8.34099999999944,12.237999999999374,16.363999999999578,31.420999999999367,23.936999999999898,61.41199999999935,69.17299999999977,63.94499999999971,66.7569999999996,90.25,68.65399999999954,77.52999999999975,87.09699999999975,94.32399999999961,95.21999999999935,75.58500000000004,108.01899999999932,213.58599999999933
43.0,0.0,7.542000000000371,8.52599999999984,12.814000000000306,16.307999999999993,30.99499999999989,23.980999999999767,60.875,69.01400000000012,65.1860000000006,68.4350000000004,90.9390000000003,71.55000000000018,78.85400000000027,90.19999999999982,95.19999999999982,96.32000000000062,77.51400000000012,108.29100000000017,214.5079999999998
44.0,0.0,7.416000000000167,8.394000000000233,12.82300000000032,16.539999999999964,31.003999999999905,24.311000000000604,60.54500000000007,70.28300000000036,66.4310000000005,69.79300000000057,91.34300000000076,73.2460000000001,81.83800000000065,90.59600000000046,96.27400000000034,99.40900000000056,79.36100000000079,108.4360000000006,215.19500000000062
45.0,0.0,6.390999999999622,7.46100000000024,12.346999999999753,16.43199999999979,30.22099999999955,23.875,59.675999999999476,71.35199999999986,67.30799999999999,70.90999999999985,91.67399999999998,73.95799999999963,83.04600000000028,90.88299999999981,98.37299999999959,100.47999999999956,82.41600000000017,108.125,215.42799999999988
46.0,0.0,6.23700000000008,7.356999999999971,12.6850000000004,16.796000000000276,30.465000000000146,24.402000000000044,59.847999999999956,71.63000000000011,68.83100000000013,73.69300000000021,92.64599999999973,75.55599999999959,86.2510000000002,91.85800000000017,100.54700000000048,102.11300000000028,85.57300000000032,108.45700000000033,216.0590000000002
47.0,0.0,6.144000000000233,7.761000000000422,13.261000000000422,17.951000000000022,30.625,24.916000000000167,59.45300000000043,72.01100000000042,70.05500000000029,75.54700000000048,93.31700000000001,76.95700000000033,91.01700000000073,92.76600000000053,101.88000000000011,103.51200000000063,90.40300000000025,108.59300000000076,216.4970000000003
48.0,0.0,6.0239999999994325,8.350999999999658,13.753999999999905,18.027000000000044,30.622999999999593,25.384000000000015,58.73499999999967,72.05199999999968,71.0649999999996,76.88799999999992,93.46199999999953,78.19799999999941,92.64399999999932,96.18499999999949,102.80699999999979,104.77499999999964,91.8759999999993,108.59499999999935,216.84799999999996
49.0,0.0,5.686000000000604,8.326000000000022,14.240000000000691,17.941000000000713,30.98199999999997,25.71900000000005,57.858000000000175,72.58399999999983,72.1220000000003,78.06800000000021,96.34900000000016,79.60400000000027,96.20499999999993,97.29600000000028,103.96500000000015,107.75800000000072,93.6890000000003,108.81700000000001,219.84400000000005
50.0,0.0,4.9080000000003565,7.923000000000684,14.402000000000044,18.11200000000008,30.863000000000284,26.39300000000003,57.02599999999984,72.4980000000005,74.66100000000006,79.17200000000048,97.02800000000025,82.8680000000004,98.46100000000024,98.96700000000055,105.05299999999988,109.02000000000044,96.76100000000042,109.53600000000006,221.4390000000003
51.0,0.0,4.539000000000669,7.551000000000386,14.869000000000597,19.124000000000706,30.903000000000247,26.80200000000059,57.322000000000116,72.83600000000024,76.10800000000017,82.44400000000041,97.66600000000017,84.30200000000059,101.83900000000085,102.44500000000062,106.4930000000004,110.44100000000071,99.73400000000038,110.82700000000023,230.48700000000008
52.0,0.0,4.5649999999996,7.3530000000000655,15.090000000000146,20.16899999999987,31.52300000000014,32.488000000000284,56.452000000000226,72.96199999999953,77.66600000000017,85.90499999999975,98.72000000000025,89.35499999999956,104.04500000000007,104.52899999999954,108.1239999999998,114.00799999999981,103.2519999999995,111.44700000000012,
53.0,0.0,4.068000000000211,7.604000000000269,15.15099999999984,20.769000000000233,32.30000000000018,54.69499999999971,56.95799999999963,73.10699999999997,79.38400000000001,88.9340000000002,99.1840000000002,91.01699999999983,106.16299999999956,106.69300000000021,109.43099999999959,114.8720000000003,105.5609999999997,111.28300000000036,
54.0,0.0,3.144000000000233,7.084000000000742,14.64600000000064,20.677999999999884,32.222999999999956,52.365999999999985,56.374000000000706,73.08500000000004,84.39800000000014,90.27100000000064,99.39800000000014,92.08400000000074,109.10000000000036,109.85900000000038,110.76200000000063,115.36400000000049,108.25900000000001,111.35300000000007,
55.0,0.0,2.363999999999578,6.757999999999811,14.07799999999952,20.519000000000233,32.287999999999556,51.18199999999979,55.93199999999979,72.84099999999944,85.48700000000008,91.40300000000025,99.6859999999997,93.02199999999993,111.1289999999999,111.59099999999944,112.32999999999993,115.63100000000031,110.30699999999979,112.89899999999943,
56.0,0.0,2.042000000000371,6.682999999999993,14.028000000000247,20.988000000000284,33.095000000000255,50.26299999999992,55.73199999999997,72.96799999999985,88.86700000000019,93.13000000000011,100.37700000000041,96.42799999999988,113.65599999999995,114.04299999999967,115.64000000000033,117.02400000000034,112.73400000000038,116.08600000000024,
57.0,0.0,1.6359999999995125,6.923999999999978,14.118999999999687,21.235999999999876,34.24799999999959,49.20899999999983,55.448999999999614,73.1880000000001,90.3109999999997,96.52099999999973,103.16499999999996,98.22699999999986,117.10599999999977,117.4380000000001,118.08799999999974,119.18399999999929,116.6889999999994,118.42699999999968,
58.0,0.0,1.6779999999998836,6.963999999999942,14.304000000000087,21.514999999999418,35.29599999999937,48.3119999999999,55.22099999999955,73.24499999999989,91.80299999999988,98.13400000000001,103.66100000000006,99.77399999999943,119.41699999999946,119.89999999999964,120.57899999999972,121.58599999999933,118.70399999999972,121.08699999999953,
59.0,0.0,1.7999999999992724,7.102999999999156,14.224999999999454,21.88799999999992,35.57799999999952,47.82599999999911,54.947000000000116,73.48999999999978,93.26399999999921,99.99200000000019,104.58599999999933,101.3809999999994,121.1180000000004,123.23400000000038,123.66100000000006,124.74099999999999,122.86700000000019,129.10499999999956,
60.0,0.0,1.4020000000000437,7.15900000000147,14.23700000000099,22.243000000000393,35.57000000000153,47.28200000000106,54.71800000000076,73.8119999999999,96.46300000000156,101.76400000000103,105.36100000000079,104.77100000000064,122.63500000000022,124.36700000000019,127.03400000000147,127.871000000001,126.67900000000009,154.21700000000055,
61.0,0.0,1.206000000000131,7.244000000000597,14.52100000000064,22.923000000000684,35.597999999999956,47.28700000000026,54.853000000000975,74.76100000000042,97.65600000000086,104.85499999999956,106.41300000000047,106.01400000000103,123.6820000000007,125.23199999999997,129.6910000000007,131.56700000000092,132.14600000000064,157.90800000000127,
62.0,0.0,1.0169999999998254,7.798000000000684,14.36700000000019,23.139999999999418,35.48999999999978,48.09699999999975,54.86700000000019,76.75900000000001,98.89099999999962,106.3119999999999,107.46899999999914,108.69599999999991,124.9419999999991,125.96799999999894,130.75,132.08599999999933,137.3780000000006,156.15899999999965,
63.0,0.0,0.7250000000003638,7.915999999999258,14.131999999999607,22.325000000000728,35.10399999999936,47.15400000000045,54.77599999999984,79.5560000000005,,,,,,,,,,,
