,SAI,NOR,LEC,HAM,RUS,VER,MAG,PIA,HUL,GAS,STR,COL,OCO,BOT,ZHO,LAW,PER,ALO,ALB,TSU
23.0,0.0,10.000999999999294,4.097999999999956,19.587999999999738,17.061999999999898,8.74499999999989,22.94499999999971,37.53699999999935,26.461999999999534,29.01800000000003,36.787999999999556,39.17099999999937,43.95599999999922,41.02799999999934,43.08399999999983,30.97399999999925,60.64799999999923,,,
24.0,0.0,10.634999999999309,4.573999999999614,20.88299999999981,17.824999999999818,9.771999999999935,24.831999999999425,38.71399999999994,28.425000000000182,31.27099999999973,40.09099999999944,41.17099999999937,45.9340000000002,42.84099999999944,45.027000000000044,33.02300000000014,61.32899999999972,,,
25.0,0.0,11.511000000000422,4.9909999999999854,22.109999999999673,18.528000000000247,10.734000000000378,26.623000000000502,39.28600000000006,30.264000000000124,33.36999999999989,42.44300000000021,43.28099999999995,48.06500000000051,44.76600000000053,47.15099999999984,34.85699999999997,61.788000000000466,,,
26.0,0.0,12.545000000000073,5.753999999999905,23.80699999999979,19.388999999999214,14.699999999999818,28.927999999999884,40.35399999999936,32.65099999999984,35.74299999999948,48.17999999999938,45.5679999999993,50.40799999999945,47.02899999999954,49.612999999999374,36.94999999999982,62.59099999999944,,,
27.0,0.0,12.903000000000247,6.670000000000073,25.182999999999993,20.1820000000007,54.77100000000064,30.94800000000032,41.4320000000007,34.543000000000575,38.02400000000034,67.94200000000001,46.499000000000706,52.384000000000015,48.75500000000011,51.621000000000095,38.9350000000004,63.53600000000006,,,
28.0,0.0,13.570999999999913,7.250999999999294,30.286999999999352,20.771999999999935,55.08799999999974,32.98899999999958,42.50799999999981,36.41599999999926,43.33399999999983,68.53599999999915,47.615999999999985,53.490999999999985,50.19699999999921,54.79699999999957,40.925999999999476,64.34599999999955,,,
29.0,0.0,14.436999999999898,7.711999999999534,50.0619999999999,21.452000000000226,55.498999999999796,34.92500000000018,43.42100000000028,41.29699999999957,63.740999999999985,69.53399999999965,48.746000000000095,55.1899999999996,52.09400000000005,57.42500000000018,41.935999999999694,65.44200000000001,,,
30.0,0.0,18.65100000000075,8.197000000000116,50.097999999999956,22.313000000000102,54.91400000000067,40.210000000000036,44.26100000000042,60.952000000000226,64.48700000000008,70.53400000000056,49.694000000000415,57.32800000000043,53.6820000000007,59.298000000000684,43.11400000000049,66.35900000000038,,,
31.0,0.0,36.49299999999948,12.13299999999981,48.41199999999935,26.009000000000015,55.123999999999796,60.357999999999265,45.000999999999294,62.32600000000002,64.82099999999991,71.13900000000012,50.72699999999986,58.44200000000001,54.61899999999969,63.662999999999556,44.14499999999953,67.11599999999999,,,
32.0,0.0,32.43700000000081,27.64300000000003,44.840000000000146,43.28300000000036,51.17200000000048,57.082000000000335,42.9940000000006,59.46300000000065,62.89800000000014,68.88100000000031,48.272000000000844,56.59700000000066,53.285000000000764,62.40900000000056,42.19200000000001,65.21000000000004,,,
33.0,0.0,13.483000000000175,8.805000000000291,27.374000000000706,25.177999999999884,33.163000000000466,39.21600000000035,27.115999999999985,41.5619999999999,45.11400000000049,52.251000000000204,31.4350000000004,41.11400000000049,36.56500000000051,46.91899999999987,26.480000000000473,48.485999999999876,,,
34.0,0.0,13.327000000000226,8.614999999999782,29.66899999999987,25.9350000000004,34.279999999999745,40.125,29.09400000000005,42.12700000000041,46.27800000000025,54.251000000000204,33.498999999999796,43.5630000000001,38.789999999999964,49.40099999999984,31.34600000000046,50.54500000000007,,,
35.0,0.0,12.834000000000742,8.100000000000364,29.723000000000866,26.35400000000027,35.8100000000004,41.18700000000081,31.26800000000003,43.11000000000058,47.51100000000042,56.048000000000684,35.44300000000021,45.582000000000335,40.79100000000017,51.725000000000364,33.375,52.926000000000386,,,
36.0,0.0,12.457999999999629,7.869999999999891,30.00799999999981,26.680999999999585,36.53399999999965,41.465000000000146,32.77899999999954,43.956999999999425,48.777000000000044,58.33299999999963,38.13999999999942,47.728000000000065,43.3090000000002,54.16699999999946,35.30000000000018,55.48700000000008,,,
37.0,0.0,12.312999999999192,7.5479999999997744,30.48999999999978,27.130999999999403,37.82099999999991,42.10699999999997,34.292999999999665,44.73899999999958,50.32099999999991,60.20799999999963,40.08499999999913,51.576999999999316,46.125999999999294,56.32199999999921,37.300999999999476,58.05399999999918,,,
38.0,0.0,12.5649999999996,7.5090000000000146,31.18199999999979,28.04699999999957,38.3159999999998,43.58099999999922,35.98899999999958,46.78899999999976,51.982999999999265,62.43199999999979,42.667999999999665,53.99699999999939,48.784999999999854,58.94599999999991,40.42099999999937,61.177999999999884,,,
39.0,0.0,12.279999999999745,7.356999999999971,31.23700000000008,28.555999999999585,38.90099999999984,45.39800000000014,40.0619999999999,48.01800000000003,53.45899999999983,64.30499999999938,44.80499999999938,56.085000000000036,50.978000000000065,61.39499999999953,45.73399999999947,63.76899999999932,,,
40.0,0.0,12.436999999999898,7.390999999999622,31.717999999999847,29.16699999999946,39.66099999999915,46.123999999999796,59.09299999999985,49.64399999999932,55.037999999999556,65.91599999999926,47.70299999999952,58.65399999999954,53.36199999999917,64.19200000000001,68.89599999999973,68.61899999999969,,,
41.0,0.0,12.225000000000364,7.166000000000167,31.938000000000102,29.161000000000058,40.39300000000003,46.827000000000226,58.48400000000038,50.75,56.4380000000001,67.54399999999987,49.57800000000043,61.26599999999962,55.527000000000044,66.85800000000017,69.41899999999987,71.98599999999988,,,
42.0,0.0,11.73700000000008,6.806999999999789,32.28399999999965,29.246000000000095,41.04999999999927,47.66699999999946,58.91199999999935,51.96900000000005,58.51499999999942,68.27999999999975,51.417999999999665,63.26499999999942,57.92900000000009,70.33299999999963,70.73899999999958,74.72400000000016,,,
43.0,0.0,11.583999999999833,6.543999999999869,32.568999999999505,29.607999999999265,41.72999999999956,48.44799999999941,60.61699999999928,52.430999999999585,60.03699999999935,69.67999999999938,54.23699999999917,65.45899999999983,62.20999999999913,76.92199999999957,71.26099999999951,80.9429999999993,,,
44.0,0.0,11.162999999999556,6.360999999999876,32.652000000000044,29.81999999999971,42.085000000000036,49.19300000000021,60.40800000000036,53.20300000000043,62.49799999999959,70.73099999999977,55.98199999999997,67.65499999999975,64.60999999999967,99.07700000000023,72.06800000000021,100.42000000000007,,,
45.0,0.0,10.951000000000022,6.359999999999673,33.050999999999476,30.44799999999941,42.76899999999932,50.23099999999977,60.89399999999932,54.35199999999986,64.14399999999932,72.20899999999983,58.23199999999997,70.30599999999959,67.09999999999945,100.85899999999947,73.27299999999923,101.42699999999968,,,
46.0,0.0,10.579999999999927,6.3100000000004,33.02000000000044,30.68199999999979,43.46100000000024,51.04899999999998,61.46600000000035,55.59900000000016,65.8119999999999,73.64500000000044,60.26500000000033,72.75200000000041,69.54699999999957,103.33100000000013,74.28200000000015,101.80500000000029,,,
47.0,0.0,10.765999999999622,6.503999999999905,33.10999999999967,31.70799999999963,44.24300000000039,52.110999999999876,64.9960000000001,56.76599999999962,67.78700000000026,75.99499999999989,67.19899999999961,75.46600000000035,72.18000000000029,104.9359999999997,76.6880000000001,102.94599999999991,,,
48.0,0.0,10.461999999999534,6.438000000000102,33.25999999999931,32.10499999999956,44.61200000000008,52.490999999999985,64.68299999999999,57.78299999999945,69.00500000000011,76.8179999999993,89.01199999999972,83.05899999999929,74.3119999999999,106.02300000000014,77.94799999999941,103.38900000000012,,,
49.0,0.0,10.284999999999854,6.470000000000255,33.19300000000021,32.20499999999993,44.84900000000016,53.141999999999825,64.66700000000037,58.63600000000042,70.0619999999999,77.89900000000034,88.54500000000007,103.12700000000041,79.31900000000041,106.89699999999993,78.82800000000043,104.64699999999993,,,
50.0,0.0,10.096999999999753,6.363999999999578,33.3779999999997,32.55799999999999,45.139000000000124,53.475000000000364,64.5029999999997,59.21900000000005,71.04200000000037,78.7519999999995,87.90200000000004,103.51199999999972,100.52400000000034,107.9399999999996,79.53300000000036,105.45100000000002,,,
51.0,0.0,9.67699999999968,5.859999999999673,33.6909999999998,32.82899999999972,45.47400000000016,53.68299999999999,64.11099999999988,59.75799999999981,71.75600000000031,79.46900000000005,87.63299999999981,103.89400000000023,101.55400000000009,108.88699999999972,81.88799999999992,105.91399999999976,,,
52.0,0.0,9.185999999999694,5.264000000000124,33.626000000000204,32.65399999999954,45.6279999999997,53.80400000000009,63.38000000000011,60.34100000000035,72.50900000000001,81.52199999999993,87.55500000000029,104.36099999999988,102.03099999999995,109.70200000000023,82.53499999999985,106.34100000000035,,,
53.0,0.0,8.938000000000102,5.226999999999862,33.89099999999962,33.10199999999986,45.78099999999995,54.085000000000036,62.930999999999585,61.29899999999998,73.5640000000003,82.3710000000001,87.76199999999972,104.96399999999994,102.5619999999999,110.76900000000023,83.66299999999956,106.8720000000003,,,
54.0,0.0,8.954999999999927,5.304000000000087,34.3690000000006,33.55400000000009,46.34900000000016,54.32000000000062,62.88600000000042,61.874000000000706,74.63700000000063,83.40500000000065,87.90700000000015,105.47299999999996,103.15099999999984,111.83200000000033,84.55200000000059,107.59100000000035,,,
55.0,0.0,9.04699999999957,5.858000000000175,35.53699999999935,34.68299999999999,47.037999999999556,55.15799999999945,63.57999999999993,62.92900000000009,75.96399999999994,84.40999999999985,88.90999999999985,106.42399999999907,104.01000000000022,113.11199999999917,87.63999999999942,108.77000000000044,,,
56.0,0.0,9.300000000001091,6.662000000000262,36.21600000000035,35.31500000000051,47.79500000000007,55.79399999999987,63.530000000000655,65.26300000000083,77.27300000000105,85.61599999999999,91.05199999999968,107.44599999999991,105.02900000000045,114.40899999999965,88.6859999999997,110.4330000000009,,,
57.0,0.0,9.255999999999403,6.870999999999185,36.71099999999933,35.90300000000025,48.38199999999961,56.25300000000061,63.65899999999965,66.19900000000052,78.37800000000061,88.84100000000035,92.17000000000007,108.62199999999939,105.79899999999907,115.95800000000054,91.14799999999923,111.59699999999975,,,
58.0,0.0,9.319999999999709,7.826999999999316,37.65099999999984,36.93499999999949,49.03600000000006,56.602999999999156,63.58599999999933,67.39500000000044,81.67799999999988,91.20799999999872,93.3799999999992,109.77499999999964,106.60000000000036,120.28799999999865,92.53299999999945,112.78299999999945,,,
59.0,0.0,8.753000000000611,7.519000000000233,38.35699999999997,37.60900000000038,49.397000000000844,56.693999999999505,63.215000000000146,68.37299999999959,82.47199999999975,91.85900000000038,94.52900000000045,110.23300000000017,106.95900000000074,121.77399999999943,93.29800000000068,113.73500000000058,,,
60.0,0.0,8.699000000000524,7.653000000000247,39.75500000000102,38.84200000000055,50.12300000000141,57.09700000000157,63.27400000000125,69.46600000000035,83.60300000000097,93.1180000000004,95.78200000000106,111.02900000000045,107.89400000000023,123.86100000000079,94.38800000000083,114.9950000000008,,,
61.0,0.0,8.529000000000451,7.59400000000096,40.608000000000175,39.51900000000023,51.2400000000016,57.51900000000023,63.58899999999994,70.62900000000081,84.78100000000086,94.48000000000138,96.58300000000054,111.98600000000079,109.07200000000012,126.08800000000156,95.60200000000077,116.42200000000048,,,
62.0,0.0,8.532999999999447,8.423000000000684,41.20900000000074,40.173000000000684,52.052999999999884,58.21700000000055,63.92400000000089,71.85200000000077,86.1810000000005,96.1939999999995,98.21199999999953,113.20499999999993,110.3179999999993,128.27000000000044,97.16799999999967,118.20000000000073,,,
63.0,0.0,7.834999999999127,10.7549999999992,41.13500000000022,40.347999999999956,52.78899999999885,58.44599999999991,64.38400000000001,72.64899999999943,87.32699999999932,97.27099999999882,99.14099999999962,114.07799999999952,111.39099999999962,129.53399999999965,98.38500000000022,119.5010000000002,,,
64.0,0.0,7.835999999999331,11.230999999999767,41.654999999998836,40.98399999999856,53.45599999999831,58.8169999999991,64.05299999999988,73.67999999999847,90.2559999999994,98.53099999999904,100.27299999999923,114.89399999999841,112.61199999999917,131.0029999999988,99.79599999999846,120.6869999999999,,,
65.0,0.0,7.506999999999607,11.522999999999229,43.0669999999991,42.49799999999959,54.18000000000029,59.08100000000013,63.59399999999914,74.50400000000081,91.19000000000051,99.62299999999959,103.0640000000003,115.875,114.04199999999946,132.41500000000087,110.375,122.3169999999991,,,
66.0,0.0,7.480000000001382,12.372000000001208,43.3119999999999,44.38500000000022,55.13600000000042,59.79900000000089,63.5570000000007,75.72000000000116,94.4320000000007,101.2390000000014,104.61000000000058,116.95800000000054,115.45499999999993,133.94900000000052,138.98999999999978,127.98099999999977,,,
67.0,0.0,6.801000000001295,12.894000000000233,43.31000000000131,45.42400000000089,55.6820000000007,60.31700000000092,63.478000000000975,76.82800000000134,95.05500000000029,102.42200000000048,105.44000000000051,117.53000000000065,116.22000000000116,135.35400000000118,137.84100000000035,129.72600000000057,,,
68.0,0.0,6.117000000000189,13.528000000000247,43.57999999999993,46.085000000000946,56.61800000000039,60.98099999999977,63.373999999999796,77.51600000000144,96.66300000000047,103.51500000000124,106.32900000000154,118.31100000000151,117.3090000000011,136.8050000000003,139.01100000000042,135.27599999999984,,,
69.0,0.0,5.640999999999622,17.929000000000087,43.57099999999991,46.931000000000495,57.7549999999992,61.75200000000041,63.86700000000019,77.86599999999999,98.03399999999965,104.52299999999923,107.27900000000045,120.02399999999943,119.49599999999919,140.01100000000042,140.46999999999935,155.09499999999935,,,
70.0,0.0,4.92699999999968,36.63600000000042,44.423000000000684,47.762000000000626,58.57300000000032,62.322000000000116,63.98199999999997,83.30500000000029,99.17200000000048,105.65699999999924,108.08200000000033,120.24799999999959,122.8119999999999,142.3070000000007,145.05099999999948,153.8690000000006,,,
71.0,0.0,4.704999999999927,34.38699999999881,44.779999999998836,48.53600000000006,59.55799999999908,63.641999999999825,64.92799999999988,,,,,,,,,,,,
