,NOR,VER,LEC,PER,SAI,HAM,TSU,RUS,ALO,OCO,HUL,GAS,PIA,ZHO,RIC,BOT,STR,ALB,MAG,SAR
39.0,0.0,2.770999999999731,4.881000000000313,8.954999999999927,7.5330000000003565,9.724999999999454,11.497999999999593,13.08600000000024,15.429000000000087,14.721999999999753,20.605999999999767,18.4399999999996,7.618999999999687,20.359999999999673,21.35899999999947,23.43000000000029,21.567000000000007,20.03099999999995,30.15099999999984,
40.0,0.0,3.036000000000058,5.311000000000604,10.377999999999702,8.766000000000531,11.033000000000357,13.074000000000524,14.141000000000531,16.689000000000306,16.08100000000013,21.730000000000473,20.003999999999905,17.192000000000007,22.84100000000035,23.59900000000016,25.735000000000582,24.73400000000038,21.574000000000524,31.39100000000053,
41.0,0.0,3.3519999999998618,5.597999999999956,11.456000000000131,9.712999999999738,12.11700000000019,14.192000000000007,15.729999999999563,18.4970000000003,17.596999999999753,23.307999999999993,21.945999999999913,39.85599999999977,24.677999999999884,25.394000000000233,27.720000000000255,25.835000000000036,24.157000000000153,32.667999999999665,
42.0,0.0,3.4669999999996435,5.757999999999811,11.628999999999905,9.953999999999724,12.448999999999614,14.795000000000073,16.55699999999979,19.336999999999534,18.56800000000021,24.18199999999979,23.233000000000175,39.15899999999965,26.11499999999978,26.73399999999947,29.237999999999374,27.078999999999724,25.764000000000124,33.6279999999997,
43.0,0.0,3.83600000000024,6.323999999999614,11.967999999999847,9.9399999999996,12.800000000000182,15.63799999999992,17.412000000000262,20.5,19.782000000000153,25.753999999999905,24.671000000000276,38.72699999999986,27.86700000000019,28.436999999999898,30.920000000000073,28.97100000000046,27.378999999999905,34.64900000000034,
44.0,0.0,4.107999999999265,6.697999999999411,12.29699999999957,10.121999999999389,13.130999999999403,16.372999999999593,19.92999999999938,21.583999999999833,21.085000000000036,27.03099999999995,26.34599999999955,38.29899999999998,29.697000000000116,30.213999999999942,32.6869999999999,30.3149999999996,28.97699999999986,35.7559999999994,
45.0,0.0,4.5770000000002256,7.00800000000072,12.761000000000422,10.555000000000291,13.542000000000371,17.382000000000517,20.993000000000393,23.56800000000021,23.36500000000069,28.437000000000808,28.259000000000015,38.517000000000735,31.403000000000247,33.16600000000017,34.64500000000044,32.08300000000054,30.47400000000016,36.96700000000055,
46.0,0.0,5.01299999999992,7.1929999999993015,13.089999999999236,10.550999999999476,13.868999999999687,18.05499999999938,21.94499999999971,25.807999999999993,25.50999999999931,29.751999999999498,31.247999999999593,38.24499999999989,32.641999999999825,34.65899999999965,36.20100000000002,33.18199999999979,31.922999999999774,38.68299999999999,
47.0,0.0,5.1030000000000655,7.3969999999999345,13.036000000000058,10.65099999999984,13.77599999999984,18.63799999999992,22.720000000000255,27.50500000000011,27.403000000000247,30.51299999999992,32.59199999999964,38.46299999999974,34.0,35.802999999999884,37.66600000000017,34.20100000000002,33.159999999999854,40.248999999999796,
48.0,0.0,5.22899999999936,7.488999999999578,13.449999999999818,10.907999999999447,14.266999999999825,19.51299999999992,23.75999999999931,29.41399999999976,30.213999999999942,31.675999999999476,34.085000000000036,39.15599999999995,37.073999999999614,37.680999999999585,39.951999999999316,36.000999999999294,34.576999999999316,41.49799999999959,
49.0,0.0,5.649000000000342,7.630000000000109,13.668999999999869,11.14599999999973,14.521999999999935,20.5,24.70299999999952,30.539999999999964,31.868000000000393,32.972999999999956,35.6279999999997,39.92900000000009,38.835000000000036,39.22400000000016,41.96100000000024,37.16600000000017,36.04600000000028,42.664999999999964,
50.0,0.0,5.760000000000218,8.338999999999942,14.17699999999968,11.465000000000146,14.920000000000073,21.225000000000364,25.91399999999976,31.38299999999981,32.82600000000002,33.89000000000033,36.89300000000003,41.077000000000226,40.13000000000011,41.029999999999745,43.194000000000415,37.92999999999938,37.573999999999614,43.83299999999963,
51.0,0.0,5.963999999999942,8.481999999999971,14.615999999999985,11.423999999999069,15.340000000000146,22.215000000000146,26.886999999998807,32.29999999999927,33.78299999999945,34.85399999999936,38.33499999999913,42.84599999999955,41.66100000000006,42.435999999999694,44.779999999998836,40.800999999999476,40.6359999999986,45.185999999999694,
52.0,0.0,6.148000000001048,9.016999999999825,14.902000000000044,11.542999999999665,15.79200000000128,22.994000000000597,27.82800000000134,32.94100000000071,34.64300000000003,36.01300000000083,39.73400000000038,45.46399999999994,43.57300000000032,44.90899999999965,46.14099999999962,42.76300000000083,44.43000000000029,47.06700000000092,
53.0,0.0,6.3700000000008,9.220999999999549,14.967000000000553,11.859000000000378,15.913000000000466,23.69800000000032,29.97099999999955,33.84699999999975,35.59699999999975,37.29600000000028,40.73899999999958,46.82300000000032,45.2440000000006,46.353000000000975,47.74300000000039,43.48500000000058,59.876000000000204,48.52000000000044,
54.0,0.0,6.640000000001237,9.537000000000262,14.869000000000597,11.908000000001266,15.8700000000008,24.31500000000051,31.23199999999997,34.30400000000009,36.58799999999974,38.207000000000335,41.74799999999959,47.47900000000118,46.42500000000109,47.8119999999999,48.792999999999665,43.95100000000093,75.49799999999959,49.998999999999796,
55.0,0.0,7.0680000000011205,9.838000000001557,14.744000000000597,11.856000000001586,16.144000000000233,25.017000000001644,32.28200000000106,35.051000000001295,37.754000000000815,39.272000000000844,43.09400000000096,48.16400000000067,47.6150000000016,49.03100000000086,49.91100000000006,44.603000000000975,75.36700000000019,51.379000000000815,
56.0,0.0,7.518000000000029,9.881999999999607,14.997999999999593,11.878000000000611,16.532999999999447,25.799000000000888,33.620999999999185,36.141999999999825,38.850000000000364,40.173000000000684,44.10900000000038,49.177999999999884,48.56600000000071,50.405000000000655,51.3080000000009,45.15600000000086,76.38999999999942,53.1200000000008,
57.0,0.0,7.641999999999825,9.935999999999694,14.645999999998821,11.402999999998428,16.58100000000013,26.180999999998676,34.784999999999854,37.102999999999156,39.74200000000019,40.784999999999854,44.95399999999972,49.75299999999879,49.974999999998545,50.951999999999316,52.35199999999895,45.16899999999987,76.08699999999953,54.67900000000009,
