,VER,OCO,GAS,RUS,LEC,NOR,TSU,PIA,LAW,HAM,PER,BEA,BOT,ALO,ZHO,SAI,COL,STR,HUL
54.0,0.0,7.5569999999988795,11.199000000000524,12.30199999999968,20.03099999999904,21.311999999999898,26.935999999999694,23.88799999999901,29.070999999999913,30.01000000000022,29.29199999999946,32.972999999999956,36.44999999999891,43.45600000000013,42.013999999999214,,,,
55.0,0.0,7.935999999999694,11.658000000001266,12.538000000000466,20.447000000000116,21.730999999999767,27.76300000000083,24.118000000000393,30.47700000000077,31.37800000000061,32.53399999999965,34.49700000000121,38.115999999999985,44.847999999999956,44.62200000000121,,,,
56.0,0.0,8.734999999998763,12.399999999999636,13.028999999998632,21.170000000000073,22.71099999999933,28.818999999999505,24.756999999999607,31.85699999999997,32.3179999999993,33.28600000000006,35.63199999999961,39.61899999999878,47.5630000000001,47.274999999999636,,,,
57.0,0.0,9.335000000000946,13.005999999999403,13.981999999999971,21.81999999999971,23.26000000000022,29.722999999999956,25.41899999999987,32.94800000000032,33.35699999999997,34.20100000000093,37.16500000000087,41.20800000000054,49.876000000000204,49.715000000000146,,,,
58.0,0.0,9.945999999999913,13.60899999999856,14.6299999999992,22.054999999998472,23.89799999999923,30.940999999998894,25.956999999998516,34.93499999999949,35.46299999999974,36.13299999999981,38.375,42.61099999999897,51.0619999999999,53.95099999999911,,,,
59.0,0.0,10.555000000000291,14.46600000000035,15.24200000000019,22.396999999999025,24.48400000000038,32.26199999999881,26.58599999999933,36.53600000000006,36.94000000000051,37.667999999999665,39.72099999999955,44.477999999999156,51.80400000000009,56.20600000000013,,,,
60.0,0.0,11.334999999999127,15.227999999999156,15.967999999998938,22.697000000000116,24.912000000000262,33.594999999999345,27.360999999998967,38.30500000000029,38.73099999999977,39.448999999998705,41.33399999999892,46.05799999999908,55.29899999999907,58.34599999999955,,,,
61.0,0.0,12.28399999999965,16.11200000000099,16.792999999999665,23.27100000000064,25.332000000000335,34.66400000000067,28.149999999999636,39.62199999999939,40.141999999999825,40.82799999999952,44.19000000000051,47.89899999999943,56.673000000000684,60.483000000000175,,,,
62.0,0.0,13.251000000000204,17.140000000001237,17.863000000001193,23.990999999999985,26.804000000000087,35.83100000000013,29.302999999999884,41.28200000000106,41.65600000000086,42.65099999999984,45.9369999999999,50.07099999999991,58.990999999999985,63.126000000000204,,,,
63.0,0.0,14.03900000000067,17.736000000000786,18.53900000000067,24.434000000001106,27.363000000001193,36.64600000000064,30.287000000000262,42.34200000000055,43.034999999999854,43.79200000000128,47.54200000000128,51.85400000000118,61.69000000000051,65.34700000000157,,,,
64.0,0.0,14.781000000000859,18.41400000000067,19.290000000000873,25.086999999999534,27.87199999999939,37.652000000000044,31.09599999999955,43.73999999999978,44.20299999999952,45.085000000000946,49.00699999999961,53.82099999999991,63.97400000000016,67.83300000000054,,,,
65.0,0.0,15.615999999999985,19.247999999999593,20.15099999999984,25.84900000000016,28.522000000000844,38.61700000000019,31.945999999999913,45.26500000000124,45.63500000000022,46.31500000000051,50.99799999999959,55.73400000000038,66.65999999999985,69.90099999999984,,,,
66.0,0.0,16.41899999999987,19.781999999999243,20.68499999999949,26.868999999998778,29.429000000000087,39.664999999999054,32.71899999999914,46.806000000000495,47.2549999999992,48.18199999999888,52.396999999999025,57.95800000000054,69.16799999999967,71.91599999999926,,,,
67.0,0.0,18.05500000000029,21.093000000000757,22.09900000000016,28.3700000000008,30.47400000000016,41.086999999999534,34.53299999999945,48.457000000000335,49.396999999999025,49.852999999999156,54.45800000000054,60.362999999999374,73.17100000000028,75.43499999999949,,,,
68.0,0.0,18.465000000000146,21.415999999999258,22.347999999999956,28.479999999999563,30.806000000000495,41.512000000000626,34.69800000000032,49.193999999999505,49.947000000000116,50.5619999999999,55.574000000000524,61.84299999999894,75.33400000000074,77.21099999999933,,,,
69.0,0.0,19.406999999999243,22.529999999998836,23.215000000000146,30.152000000000044,31.302999999999884,42.01800000000003,34.90799999999945,50.404999999998836,50.66599999999926,51.461999999999534,57.09100000000035,63.52399999999943,77.9310000000005,79.59000000000015,,,,
