,PIA,NOR,HAM,LEC,VER,SAI,PER,RUS,TSU,STR,ALO,RIC,HUL,ALB,MAG,BOT,SAR,OCO,ZHO,GAS
50.0,3.8090000000001965,0.0,8.855000000000473,10.25,15.163000000000466,21.057999999999993,40.95600000000013,27.220000000000255,50.41899999999987,63.22699999999986,55.88299999999981,60.539999999999964,68.29899999999998,70.88299999999981,74.25300000000061,88.14800000000014,79.82099999999991,77.9369999999999,100.58800000000065,
51.0,3.548999999999978,0.0,9.86999999999989,11.183999999999287,14.094999999999345,20.951999999999316,40.58299999999963,27.954999999999927,52.26999999999953,64.32200000000012,57.33899999999994,62.1279999999997,70.35300000000007,73.09999999999945,76.0059999999994,89.21399999999994,83.27199999999993,80.01800000000003,104.50900000000001,
52.0,2.980999999999767,0.0,10.461999999999534,11.588999999999942,12.836999999999534,20.710000000000036,39.737999999999374,28.449999999999818,53.48099999999977,64.5679999999993,57.972999999999956,63.141999999999825,71.80199999999968,74.73199999999997,77.32999999999993,89.57699999999932,86.42999999999938,82.89999999999964,106.24699999999939,
53.0,3.4580000000005384,0.0,11.152000000000044,12.525000000000546,13.03899999999976,20.261000000000422,39.552999999999884,31.89300000000003,55.28700000000026,65.5039999999999,59.222999999999956,64.54100000000017,73.47100000000046,76.85699999999997,79.32999999999993,90.58100000000013,88.63000000000011,86.63100000000031,108.57000000000062,
54.0,3.800000000000182,0.0,11.485999999999876,13.00500000000011,13.511999999999716,19.932999999999993,39.310999999999694,48.639000000000124,57.024999999999636,66.62299999999959,60.56999999999971,65.92199999999957,75.11299999999937,79.03600000000006,81.53999999999996,92.20200000000023,91.06700000000001,89.29699999999957,110.84299999999985,
55.0,3.48700000000008,0.0,11.902000000000044,13.798000000000684,14.32800000000043,19.51000000000022,38.75800000000072,46.77300000000014,58.51800000000003,67.10000000000036,61.50700000000052,69.1840000000002,76.53900000000067,80.85800000000017,84.94500000000062,95.80400000000009,93.38300000000072,91.76200000000063,112.6890000000003,
56.0,3.5070000000005166,0.0,12.74200000000019,14.64599999999973,14.931000000000495,19.57300000000032,38.48900000000049,45.6220000000003,59.9369999999999,67.72000000000025,62.663000000000466,70.63600000000042,78.10900000000038,84.48599999999988,88.61099999999988,100.40099999999984,99.15700000000015,94.41700000000037,114.69300000000021,
57.0,3.7899999999999636,0.0,13.405000000000655,17.050000000000182,15.335000000000036,19.807999999999993,38.21100000000024,44.70400000000063,61.2480000000005,68.42700000000059,63.767000000000735,71.97500000000036,79.85800000000017,88.44300000000112,90.69900000000052,104.69499999999971,103.32700000000114,102.05099999999948,116.45700000000033,
58.0,4.289999999999054,0.0,13.709999999999127,18.71099999999933,15.59900000000016,21.48699999999917,38.431000000000495,44.33599999999933,63.15699999999924,69.54800000000068,65.125,73.51100000000042,83.88799999999901,90.96299999999974,93.1239999999998,108.0069999999996,107.14699999999903,106.52399999999943,118.83300000000054,
59.0,4.0790000000015425,0.0,13.855000000001382,19.061000000001513,15.248000000001412,21.549000000000888,38.65600000000086,43.82300000000032,64.85600000000159,70.34600000000137,66.54600000000028,75.121000000001,88.16500000000087,93.38400000000001,95.5510000000013,110.86200000000099,109.8630000000012,109.16300000000047,123.79800000000068,
60.0,4.82300000000032,0.0,14.897999999999229,19.843000000000757,15.933000000000902,22.245999999999185,39.50300000000061,44.18399999999929,66.85000000000036,71.90899999999965,68.49799999999959,77.22500000000036,91.38899999999921,96.18000000000029,100.82799999999952,113.50400000000081,113.0689999999995,112.01000000000022,128.6200000000008,
61.0,4.996999999999389,0.0,16.191999999999098,20.85099999999875,16.807999999999083,23.083999999998923,40.05199999999968,45.297999999998865,68.6919999999991,73.04700000000048,70.60800000000017,79.25900000000001,93.60499999999956,98.44700000000012,105.17399999999907,115.74799999999959,117.47599999999875,114.76100000000042,131.20899999999892,
62.0,5.27100000000064,0.0,17.572000000000116,22.090000000000146,18.014999999999418,24.06999999999971,40.23099999999977,45.576999999999316,70.55400000000009,74.74099999999999,72.63600000000042,81.73199999999997,96.00200000000041,103.97600000000057,110.08300000000054,118.46899999999914,121.45999999999913,118.02100000000064,134.09799999999996,
63.0,5.128000000000611,0.0,18.74800000000141,22.465000000000146,24.061000000001513,24.875,40.52000000000044,45.16700000000128,71.96500000000015,75.96800000000076,74.23400000000038,86.61700000000019,98.89000000000124,110.93700000000172,113.69000000000051,121.45600000000013,128.84700000000157,121.16600000000108,136.8010000000013,
64.0,5.718999999999141,0.0,19.379000000000815,23.387000000000626,25.355999999999767,26.084999999999127,41.47600000000057,45.626000000000204,73.71299999999974,77.27199999999903,76.45199999999932,91.34300000000076,101.67399999999907,114.17100000000028,116.79700000000048,123.45299999999952,146.1880000000001,130.51200000000063,139.3179999999993,
65.0,6.0090000000000146,0.0,20.40600000000086,23.96900000000096,25.677999999999884,26.996000000001004,43.167999999999665,46.108000000000175,75.3809999999994,77.97400000000016,79.88700000000063,94.3189999999995,108.16300000000047,116.76499999999942,119.496000000001,124.5679999999993,144.26800000000003,149.4400000000005,141.5570000000007,
66.0,6.033999999999651,0.0,20.307999999999083,24.735999999998967,26.058999999999287,27.64099999999962,43.72199999999975,46.55899999999929,76.81999999999971,78.77899999999863,81.84799999999996,96.54699999999866,114.45199999999932,119.11899999999878,121.78600000000006,125.40599999999904,143.94700000000012,148.42999999999847,143.762999999999,
67.0,2.9879999999993743,0.0,17.480999999999767,22.100000000000364,23.222999999999956,25.06999999999971,41.3130000000001,43.550999999999476,75.37700000000041,76.8700000000008,80.35100000000057,95.8179999999993,114.4310000000005,118.44000000000051,121.08400000000074,122.98400000000038,140.46999999999935,144.9380000000001,143.7489999999998,
68.0,0.0,0.7999999999992724,14.354999999999563,18.982999999998356,20.436999999999898,22.18499999999949,38.34599999999955,40.248999999999796,73.70399999999972,74.66999999999825,78.45599999999831,95.35599999999977,113.41399999999885,117.43299999999908,120.40199999999822,123.15599999999904,136.27199999999903,143.08399999999892,142.73499999999876,
69.0,0.0,1.0649999999986903,14.851999999998952,19.503999999998996,21.02299999999923,22.66399999999885,39.271999999999025,41.23199999999997,75.44499999999971,76.45999999999913,79.93899999999849,100.85099999999875,116.11099999999897,119.69599999999991,128.22899999999936,128.33599999999933,135.51800000000003,143.85599999999977,146.52499999999964,
70.0,0.0,2.1409999999996217,14.8799999999992,19.685999999999694,21.34900000000016,23.07300000000032,39.79199999999946,42.36800000000039,77.25900000000001,77.97600000000057,82.45999999999913,,,,,,,,,
