,VER,NOR,HAM,RUS,LEC,SAI,PIA,PER,GAS,OCO,HUL,ALO,ZHO,STR,RIC,BOT,MAG,ALB,TSU,SAR
28.0,0.0,9.199000000000524,8.145000000000437,6.6270000000004075,17.835000000000036,11.95300000000043,26.868999999999687,28.14100000000053,22.240999999999985,26.55500000000029,34.79399999999987,44.85100000000057,40.77300000000014,42.847999999999956,50.88100000000031,50.802999999999884,49.753999999999905,56.59600000000046,77.12700000000041,62.09600000000046
29.0,0.0,9.126999999999498,8.109999999999673,6.86200000000008,17.524999999999636,12.221999999999753,26.899999999999636,29.58299999999963,23.368999999999687,28.97899999999936,35.98099999999977,46.51599999999962,42.037999999999556,44.15700000000015,52.51899999999932,70.63299999999981,55.34299999999985,57.90599999999995,76.90799999999945,64.72899999999936
30.0,0.0,8.708999999999833,8.198999999999614,7.092999999999847,17.39300000000003,12.791000000000167,27.103000000000065,31.179000000000087,24.47099999999955,32.51999999999953,37.3720000000003,48.13500000000022,43.702000000000226,45.80400000000009,53.764000000000124,71.02099999999973,82.98300000000017,59.51800000000003,76.85599999999977,67.73400000000038
31.0,0.0,8.843000000000757,8.515000000000327,7.420000000000073,17.173000000000684,13.42200000000048,26.967000000000553,36.58800000000065,25.40400000000045,34.285000000000764,38.67500000000018,49.400000000000546,45.11700000000019,47.27400000000034,55.29500000000007,71.48000000000047,83.01700000000073,60.759000000000015,77.22300000000087,70.44400000000041
32.0,0.0,8.819999999999709,9.980999999999767,7.829999999999927,16.791000000000167,13.713999999999942,27.501000000000204,53.1880000000001,26.503999999999905,35.58799999999974,40.22900000000027,50.412999999999556,46.613000000000284,48.65800000000036,56.98199999999997,73.20200000000023,83.05299999999988,62.037999999999556,77.65499999999975,72.9970000000003
33.0,0.0,9.073999999999614,10.402999999999338,8.17199999999957,16.48999999999978,14.022999999999229,28.20799999999963,52.003999999999905,27.60699999999997,37.18499999999949,41.59599999999955,51.67000000000007,47.771999999999935,49.79399999999987,58.26299999999992,73.93099999999959,83.02199999999993,63.19499999999971,77.99099999999999,76.10399999999936
34.0,0.0,8.971000000000458,10.431000000000495,8.417999999999665,16.141999999999825,14.296000000000276,27.90599999999995,51.59400000000005,30.182999999999993,38.70600000000013,43.26500000000033,53.6279999999997,49.087000000000444,51.17500000000018,59.33799999999974,74.71699999999964,83.27000000000044,64.52000000000044,78.59000000000015,81.97100000000046
35.0,0.0,9.263999999999214,10.896999999999935,10.36200000000008,16.134000000000015,14.818999999999505,27.516999999999825,50.724999999999454,31.524999999999636,40.222999999999956,44.335000000000036,54.63499999999931,50.31999999999971,53.40299999999934,60.32299999999941,75.19799999999941,83.38299999999981,65.97099999999955,78.59299999999985,102.3809999999994
36.0,0.0,8.784999999999854,11.577000000000226,14.807999999999993,16.11499999999978,18.626000000000204,27.319000000000415,49.73500000000058,32.60900000000038,41.720000000000255,45.449000000000524,55.73700000000008,52.54600000000028,54.73900000000049,61.45600000000013,75.8760000000002,83.9369999999999,67.52400000000034,81.4380000000001,102.72900000000027
37.0,0.0,8.207000000000335,11.177999999999884,34.35600000000068,15.865000000000691,37.414999999999964,27.17700000000059,48.990999999999985,34.08800000000065,47.29500000000007,46.66600000000017,56.92700000000059,54.26600000000053,60.137000000000626,62.793000000000575,76.88799999999992,84.6220000000003,69.29800000000068,82.28800000000047,103.32800000000043
38.0,0.0,7.701000000000022,11.023000000000138,32.909999999999854,15.692000000000007,36.462000000000444,27.149000000000342,48.66600000000017,39.6880000000001,65.15400000000045,51.39500000000044,57.650000000000546,55.68299999999999,81.28200000000015,64.16800000000057,77.84799999999996,85.13600000000042,71.22199999999975,83.32400000000052,103.6869999999999
39.0,0.0,7.247000000000298,11.391000000000531,32.20499999999993,15.481999999999971,35.332000000000335,27.26000000000022,47.98700000000008,57.76800000000003,66.96100000000024,71.18000000000029,60.363000000000284,57.400000000000546,82.03400000000056,66.70400000000063,80.95300000000043,86.08700000000044,73.82200000000012,84.6810000000005,104.4340000000002
40.0,0.0,6.681999999999789,11.113000000000284,31.32300000000032,14.836999999999534,34.20600000000013,26.60899999999947,47.04399999999987,56.9970000000003,66.24299999999948,71.32200000000012,61.16600000000017,59.3090000000002,82.01299999999992,68.8090000000002,81.69800000000032,87.46199999999953,75.09900000000016,86.47099999999955,104.57200000000012
41.0,0.0,5.944999999999709,11.0649999999996,30.657000000000153,14.850999999999658,33.46699999999964,26.58299999999963,46.78299999999945,57.36700000000019,66.48399999999947,71.79599999999937,62.65700000000015,65.29599999999937,83.28600000000006,70.70100000000002,86.29899999999998,88.76199999999972,77.60599999999977,88.29799999999977,105.67099999999937
42.0,0.0,5.536000000000058,11.368999999999687,29.769999999999527,14.711999999999534,32.68199999999979,26.592999999999847,45.93499999999949,57.086999999999534,66.26899999999932,72.23199999999997,63.27399999999943,87.28399999999965,84.29199999999946,75.67199999999957,86.85599999999977,89.7539999999999,81.9359999999997,92.6909999999998,108.5689999999995
43.0,0.0,4.734000000000378,15.217000000000553,28.775000000000546,14.391999999999825,31.538000000000466,26.442000000000007,45.11400000000049,56.610999999999876,65.59400000000005,70.95400000000063,63.40800000000036,85.96200000000044,85.53000000000065,96.7440000000006,89.19999999999982,90.48599999999988,87.5600000000004,93.26500000000033,110.42000000000007
44.0,0.0,0.7639999999992142,27.98399999999947,24.36699999999928,11.028999999999542,27.302999999999884,22.9399999999996,41.30400000000009,52.80199999999968,61.97699999999986,67.05899999999929,60.51999999999953,81.78099999999995,83.65099999999984,94.35099999999966,87.11099999999988,88.18299999999999,101.54799999999977,96.22399999999925,109.8809999999994
45.0,17.534999999999854,0.0,27.224999999999454,24.480999999999767,11.411999999999352,26.920999999999367,24.088999999999942,41.2549999999992,52.79999999999927,62.164999999999964,66.95599999999922,65.03399999999965,81.63599999999951,84.42099999999937,97.30199999999968,88.40299999999934,89.54899999999998,101.16199999999935,117.77299999999923,111.30799999999999
46.0,16.001999999999498,0.0,25.61499999999978,23.353000000000065,11.993999999999687,27.53399999999965,28.753999999999905,41.24200000000019,52.822000000000116,62.27099999999973,66.89999999999964,83.92299999999977,81.4429999999993,85.30299999999988,98.82799999999952,89.875,91.26099999999951,104.86799999999948,119.05999999999949,112.92999999999938
47.0,11.014000000000124,0.0,20.84099999999944,18.853000000000065,12.769000000000233,23.56800000000021,43.586999999999534,38.10199999999986,49.36399999999958,59.086999999999534,63.177999999999884,79.90899999999965,77.65499999999975,82.02099999999973,96.77199999999993,87.9439999999995,89.24200000000019,101.73399999999947,116.53499999999985,112.24200000000019
48.0,0.0,7.695999999999913,10.250999999999294,9.482999999999265,20.854999999999563,13.455999999999221,33.47399999999925,28.482999999999265,39.45399999999972,49.125,52.66399999999976,69.20599999999922,67.36299999999937,72.33999999999924,91.10399999999936,80.61499999999978,81.59599999999955,94.34099999999944,109.80799999999999,103.84499999999935
49.0,0.0,6.818999999999505,10.972999999999956,9.909999999999854,20.690999999999804,14.721999999999753,33.378999999999905,33.43199999999979,40.54999999999927,50.48499999999967,53.01899999999932,69.67099999999937,68.02700000000004,73.42699999999968,94.76199999999972,83.00500000000011,84.28199999999924,95.96799999999985,113.35300000000007,106.66399999999976
50.0,0.0,6.6850000000004,11.108000000000175,10.126000000000204,20.798999999999978,15.850000000000364,33.5619999999999,52.347999999999956,42.08600000000024,52.011999999999716,54.095000000000255,69.9310000000005,68.72400000000016,74.67100000000028,96.53099999999995,86.51800000000003,87.35500000000047,97.97100000000046,115.09400000000005,109.57300000000032
51.0,0.0,5.842000000000553,11.42700000000059,10.894000000000233,21.020000000000437,16.938000000000102,33.785000000000764,52.17500000000018,43.173000000000684,54.064000000000306,55.08000000000084,70.875,70.19200000000001,76.45200000000023,98.15800000000036,90.96600000000035,93.28900000000067,101.44300000000021,116.8140000000003,113.55400000000009
52.0,0.0,5.5649999999996,11.912999999999556,13.203999999999724,20.985999999999876,18.052999999999884,34.34599999999955,52.61700000000019,44.32099999999991,55.45399999999972,56.25600000000031,72.60999999999967,72.16899999999987,79.95700000000033,101.2539999999999,95.63100000000031,98.29600000000028,103.64300000000003,118.70100000000002,116.64800000000014
53.0,0.0,5.338999999999942,12.377999999999702,13.92699999999968,20.80199999999968,19.17199999999957,34.42899999999918,52.766999999999825,45.35499999999956,56.375,57.23999999999978,73.18199999999979,74.91399999999976,81.64899999999943,103.19799999999941,101.13299999999981,102.08799999999974,105.72299999999996,120.58999999999924,119.59099999999944
54.0,0.0,5.550000000000182,13.135000000000218,15.010999999999513,21.411000000000058,20.412999999999556,35.00699999999961,53.42099999999937,46.6279999999997,57.58100000000013,58.914999999999964,74.82099999999991,77.19300000000021,83.36099999999988,105.69899999999961,104.15200000000004,105.20600000000013,108.24699999999939,123.2510000000002,123.01400000000012
55.0,0.0,5.891999999999825,13.902000000000044,15.561999999999898,21.940999999999804,23.725999999999658,34.92699999999968,53.9399999999996,48.07300000000032,58.84400000000005,60.45300000000043,76.07999999999993,80.39900000000034,86.19400000000041,108.67699999999968,106.9409999999998,107.82300000000032,110.42299999999977,124.79399999999987,126.95899999999983
56.0,0.0,5.164999999999964,13.979999999999563,16.0,22.11700000000019,24.41899999999987,34.447000000000116,54.15799999999945,49.33899999999994,59.75,61.261999999999716,76.7510000000002,81.58899999999994,87.48300000000017,110.45100000000002,108.95600000000013,110.05299999999988,113.8109999999997,125.88699999999972,130.83100000000013
57.0,0.0,4.931000000000495,14.476000000000568,16.829000000000633,22.100000000000364,25.262000000000626,34.613000000000284,54.96600000000035,50.34600000000046,60.947000000000116,62.83899999999994,79.62700000000041,84.27500000000055,88.89699999999993,112.09200000000055,110.76500000000033,114.09000000000015,115.80299999999988,127.22400000000016,135.6260000000002
58.0,0.0,5.003000000000611,14.977000000000771,17.283000000000357,22.126000000000204,25.946000000000822,34.90900000000056,56.08400000000074,51.40599999999995,62.324000000000524,64.3130000000001,80.79500000000007,85.45600000000013,90.30500000000029,115.45300000000043,114.48000000000047,116.95200000000023,127.22100000000046,128.679000000001,138.9280000000008
59.0,0.0,4.833999999999833,15.502999999999702,18.046000000000276,22.197000000000116,26.80999999999949,35.13199999999961,57.163000000000466,52.876000000000204,64.0059999999994,66.21399999999994,82.5570000000007,86.9930000000004,91.96399999999994,117.33499999999913,116.7559999999994,119.63400000000001,129.20399999999972,130.6939999999995,142.3670000000002
60.0,0.0,4.940000000000509,15.972999999999956,18.989000000001397,22.47900000000118,27.76000000000022,35.09600000000137,58.01500000000124,54.28700000000026,65.73700000000099,67.621000000001,84.97500000000036,88.57100000000173,93.4260000000013,118.72600000000057,121.29000000000087,122.46500000000015,130.91500000000087,132.32500000000073,148.88700000000063
61.0,0.0,4.385000000000218,16.452000000001135,19.89600000000064,22.85399999999936,28.550999999999476,34.71299999999974,58.42699999999968,55.58899999999994,67.41799999999967,69.13299999999981,86.26699999999983,90.02000000000044,94.8130000000001,119.81600000000071,124.09000000000015,125.12700000000041,132.5570000000007,134.08200000000033,151.83200000000033
62.0,0.0,4.164000000000669,17.488000000001193,20.89900000000125,23.08600000000115,29.6150000000016,34.597999999999956,59.06000000000131,57.097999999999956,68.80400000000009,70.13600000000042,87.58300000000054,91.55000000000109,98.04500000000007,121.31500000000051,126.66500000000087,127.82000000000153,134.24900000000162,139.83300000000054,154.90700000000106
63.0,0.0,3.7950000000000728,17.886999999998807,21.875999999998385,23.50799999999981,30.550999999999476,34.641999999999825,60.20499999999993,58.42199999999866,69.84799999999996,71.25299999999879,88.67999999999847,92.79399999999987,99.52199999999903,122.64199999999983,128.86899999999878,130.28499999999985,135.91699999999946,141.59900000000016,157.97599999999875
64.0,0.0,3.0049999999991996,17.980999999999767,22.175999999999476,23.46599999999853,31.013999999999214,34.409999999999854,60.48999999999978,59.40399999999863,70.52700000000004,72.16599999999926,88.99499999999898,93.73199999999997,100.58899999999994,123.76399999999921,131.1219999999994,132.57899999999972,137.07999999999993,142.6299999999992,164.10699999999997
65.0,0.0,2.3109999999996944,17.523000000001048,22.343000000000757,23.07300000000032,31.15899999999965,34.23999999999978,60.147000000000844,59.7450000000008,71.0,72.8630000000012,89.27100000000064,95.25,105.02599999999984,123.82400000000052,133.08699999999953,134.5619999999999,137.92300000000068,143.67799999999988,
66.0,0.0,2.2189999999991414,17.789999999999054,22.31999999999971,22.708999999998923,31.02799999999843,33.7599999999984,59.52399999999943,62.024999999999636,71.88899999999921,74.21499999999833,,,,,,,,,
