,RUS,PIA,SAI,HAM,VER,HUL,PER,MAG,RIC,GAS,LEC,OCO,STR,TSU,ALB,BOT,ZHO,ALO,SAR,NOR
33.0,12.465000000000146,23.045000000000073,16.618999999999687,19.88000000000011,0.0,38.136999999999716,31.846999999999753,42.39800000000014,44.123999999999796,46.05500000000029,59.88200000000052,45.452000000000226,51.722999999999956,49.99200000000019,48.67399999999998,54.819000000000415,80.39000000000033,44.93199999999979,104.27900000000045,7.838999999999942
34.0,13.243000000000393,23.342000000000553,17.298999999999978,20.52599999999984,0.0,40.48000000000047,33.373999999999796,44.746000000000095,46.54600000000028,48.483000000000175,78.8789999999999,48.02800000000025,53.865999999999985,52.264000000000124,51.23000000000047,56.9409999999998,82.13200000000052,47.89000000000033,106.6180000000004,8.11200000000008
35.0,13.808999999999287,23.62199999999939,17.849999999999454,21.134000000000015,0.0,42.300999999999476,34.30199999999968,46.61999999999989,48.59699999999975,51.448999999999614,78.97599999999966,50.62299999999959,55.73399999999947,54.24799999999959,53.638999999999214,58.63599999999951,83.86599999999999,56.04999999999927,108.69499999999971,8.061999999999898
36.0,14.5,24.01299999999992,18.416000000000167,21.89800000000014,0.0,44.21700000000055,35.39600000000064,48.75600000000031,50.7470000000003,53.16400000000067,78.96300000000065,52.29899999999998,57.85600000000068,56.29100000000017,55.72200000000066,60.54400000000078,86.59700000000066,87.13500000000022,110.59000000000015,8.261000000000422
37.0,14.886000000000422,24.069000000000415,18.772000000000844,22.257000000000517,0.0,45.89100000000053,36.63100000000031,50.45100000000002,55.9320000000007,54.6850000000004,78.85100000000057,53.92400000000089,59.6200000000008,58.111000000000786,59.10600000000068,62.22100000000046,88.71100000000024,87.88600000000042,112.2480000000005,8.024000000000342
38.0,15.38300000000072,24.327000000000226,19.66900000000078,22.791000000000167,0.0,47.556000000000495,37.84400000000005,55.6190000000006,73.0560000000005,55.94100000000071,79.1850000000004,55.15600000000086,61.51900000000023,59.56200000000081,60.92700000000059,63.999000000000706,91.33800000000065,88.65100000000075,113.9940000000006,8.042000000000371
39.0,15.84899999999925,24.639000000000124,20.2529999999997,23.170999999999367,0.0,52.18199999999979,39.04199999999946,72.60499999999956,73.58599999999933,57.46099999999933,79.06999999999971,56.86499999999978,63.76800000000003,60.99199999999928,67.86399999999958,65.8759999999993,92.06700000000001,88.98700000000008,115.7509999999993,8.17199999999957
40.0,16.39300000000003,25.070999999999913,20.78399999999965,23.574999999999818,0.0,69.83299999999963,39.82899999999972,73.2539999999999,74.22500000000036,59.060999999999694,79.16100000000006,59.64000000000033,65.85099999999966,62.511999999999716,85.75799999999981,67.85800000000017,93.14800000000014,89.63100000000031,117.85599999999977,8.056999999999789
41.0,16.445999999999913,24.685999999999694,20.398999999999432,23.45799999999963,0.0,71.48299999999927,39.852999999999156,72.89499999999953,73.84099999999944,59.91199999999935,78.41499999999996,60.84899999999925,66.63299999999981,63.26999999999953,85.00799999999981,68.84699999999975,96.82399999999961,89.2539999999999,118.8189999999995,7.383999999999105
42.0,16.61499999999978,25.30999999999949,20.67699999999968,23.77599999999984,0.0,71.59999999999945,40.39599999999973,72.88699999999972,73.80699999999979,64.64199999999983,77.90499999999975,61.974999999999454,67.59000000000015,64.48099999999977,85.11599999999999,73.57899999999972,97.73599999999988,89.21399999999994,120.36799999999948,7.225999999999658
43.0,16.49499999999989,25.177999999999884,20.58600000000024,23.673999999999978,0.0,71.1880000000001,40.410000000000764,72.25900000000001,73.64600000000064,80.83899999999994,77.94700000000012,66.2470000000003,71.42000000000007,65.4360000000006,85.22299999999996,92.26800000000003,98.65300000000025,89.25,121.63900000000012,6.463000000000648
44.0,17.40099999999984,25.916000000000167,21.320999999999913,24.52599999999984,0.0,71.15899999999965,41.32600000000002,72.19899999999961,74.10999999999967,79.97299999999996,78.01100000000042,82.34299999999985,89.17900000000009,70.01900000000023,85.59199999999964,92.98199999999997,99.51000000000022,90.13600000000042,123.44700000000012,6.761000000000422
45.0,18.453999999999724,26.184000000000196,22.052999999999884,25.054000000000087,0.0,71.07399999999961,42.3149999999996,71.97499999999945,74.58899999999994,79.23300000000017,77.85499999999956,81.64300000000003,89.28299999999945,91.4989999999998,85.89199999999983,93.70700000000033,100.45200000000023,91.9369999999999,125.51800000000003,6.582999999999629
46.0,23.853000000000065,26.45800000000054,22.853000000000065,25.626000000000204,0.0,71.28600000000006,43.5600000000004,72.05200000000059,75.22400000000016,79.02100000000064,78.08899999999994,81.2490000000007,89.5619999999999,92.15800000000036,86.51700000000073,95.37700000000041,101.39500000000044,92.97800000000007,127.28099999999995,6.706000000000131
47.0,39.33899999999994,26.823999999999614,27.006000000000313,26.251000000000204,0.0,71.10199999999986,44.33299999999963,72.27300000000014,75.23899999999958,78.69999999999982,78.22000000000025,80.75200000000041,89.33899999999994,92.3090000000002,86.79500000000007,95.43000000000029,102.45100000000002,93.4390000000003,128.52199999999993,6.778000000000247
48.0,38.14300000000003,27.04200000000037,42.98900000000049,27.83300000000054,0.0,71.23400000000038,45.71300000000065,72.61999999999989,75.52500000000055,78.90500000000065,78.45499999999993,80.61700000000019,89.42200000000048,92.53600000000006,87.09600000000046,95.51900000000023,103.7539999999999,93.65500000000065,130.0640000000003,7.192000000000007
49.0,36.88799999999992,27.159999999999854,42.000999999999294,28.208999999999833,0.0,71.53899999999976,46.88000000000011,72.77499999999964,75.40799999999945,78.92799999999988,78.47999999999956,80.26299999999992,89.29899999999998,92.59299999999985,87.22899999999936,95.70199999999932,104.59599999999955,93.84299999999985,134.90499999999975,7.092999999999847
50.0,35.49200000000019,26.939000000000306,40.6200000000008,28.412000000000262,0.0,71.40400000000045,47.59600000000046,72.66800000000057,75.1880000000001,78.7490000000007,79.48100000000068,80.05100000000039,89.08100000000013,92.41100000000006,87.45200000000023,95.70000000000073,107.38700000000063,94.01900000000023,153.57900000000063,6.901000000000749
51.0,31.39099999999962,26.984999999999673,36.17199999999957,25.779999999999745,0.0,67.75900000000001,49.998999999999796,69.65599999999995,72.3760000000002,75.48300000000017,79.54599999999937,77.1210000000001,85.92799999999988,89.2510000000002,84.73799999999937,93.0689999999995,109.07600000000002,92.59000000000015,150.21699999999964,7.613999999999578
52.0,9.686999999999898,20.751999999999498,14.685999999999694,5.52599999999984,0.0,46.57799999999952,52.274999999999636,48.85699999999997,51.72999999999956,54.20399999999972,74.03499999999985,56.003999999999905,64.90399999999954,68.42799999999988,63.97999999999956,73.52399999999943,106.1239999999998,72.57299999999941,129.40599999999995,1.7919999999994616
53.0,10.786999999999352,21.06800000000021,15.894999999999527,12.092999999999847,0.0,48.67199999999957,53.219999999999345,50.98099999999977,54.85399999999936,55.99799999999959,75.99699999999939,58.00799999999981,66.69700000000012,72.99799999999959,66.01999999999953,75.7519999999995,108.07799999999952,75.13699999999972,131.30099999999948,1.0360000000000582
54.0,12.36999999999989,21.292999999999665,16.652000000000044,36.154999999999745,0.0,50.60599999999977,54.65099999999984,53.09699999999975,56.9340000000002,58.029999999999745,76.89099999999962,59.677999999999884,68.05100000000039,74.52700000000004,69.15300000000025,77.86499999999978,109.75900000000001,78.72800000000007,133.14099999999962,0.6760000000003856
55.0,13.05200000000059,20.91700000000037,16.903000000000247,36.905000000000655,0.0,51.970000000000255,55.525000000000546,54.62700000000041,58.59600000000046,59.44800000000032,77.26200000000063,60.96900000000005,71.40700000000015,75.96200000000044,72.39200000000073,79.1880000000001,111.35500000000047,80.20800000000054,134.70400000000063,0.8110000000006039
56.0,14.139999999999418,20.990999999999985,17.561999999999898,38.373999999999796,0.0,54.11899999999969,56.59599999999955,57.65599999999995,60.53299999999945,61.26299999999992,78.4399999999996,62.836999999999534,73.22099999999955,77.96000000000004,74.48499999999967,81.74200000000019,113.77399999999943,82.98399999999947,136.72499999999945,0.9579999999996289
57.0,15.22900000000027,21.064000000000306,18.300000000000182,39.44300000000021,0.0,56.09300000000076,57.80799999999999,59.45900000000074,62.17399999999998,62.77600000000075,79.15200000000004,64.6240000000007,75.06800000000021,80.59799999999996,76.60500000000047,84.24000000000069,115.95400000000063,87.0010000000002,142.33300000000054,0.7340000000003783
58.0,16.048000000000684,21.322000000000116,19.038000000000466,40.164999999999964,0.0,57.613000000000284,58.77600000000075,61.28600000000006,63.90100000000075,64.53200000000015,79.6180000000004,66.54700000000048,76.52300000000014,82.33100000000013,78.4310000000005,87.86500000000069,117.9960000000001,90.58700000000044,143.90500000000065,0.7120000000004438
59.0,15.362999999999374,20.302999999999884,18.583999999999833,39.310999999999694,0.0,57.90599999999995,58.74399999999969,61.96900000000005,64.16199999999935,64.80799999999999,79.2569999999996,67.2559999999994,76.97599999999966,82.5639999999994,78.91299999999956,90.82600000000002,118.32699999999932,92.34400000000005,143.91599999999926,0.6920000000000073
60.0,16.02900000000045,20.520000000000437,18.91899999999987,39.72200000000066,0.0,59.400000000000546,60.02300000000014,63.6840000000002,65.34400000000005,66.00300000000061,80.21799999999985,68.81900000000041,78.5610000000006,84.01200000000063,81.71600000000035,92.20499999999993,119.69300000000021,94.90900000000056,144.92300000000068,0.649000000000342
61.0,15.636999999999716,20.003999999999905,18.83599999999933,39.28099999999995,0.0,60.0659999999998,60.76299999999992,64.95699999999943,66.26999999999953,67.21299999999974,80.14599999999973,71.73299999999927,79.25799999999981,86.48199999999997,82.7489999999998,93.41199999999935,120.66599999999926,96.52299999999923,145.92799999999988,0.6829999999999927
62.0,16.15900000000056,20.110000000000582,19.265000000000327,39.858000000000175,0.0,61.20400000000063,61.69200000000001,66.57700000000023,67.78999999999996,68.8740000000007,80.47500000000036,73.66700000000037,81.83200000000033,87.91800000000057,84.22600000000057,95.24000000000069,122.19800000000032,99.02000000000044,150.80000000000018,0.6640000000006694
63.0,15.78899999999976,19.684000000000196,18.899999999999636,39.08299999999963,0.0,61.66399999999976,62.15099999999984,67.23999999999978,68.65400000000045,69.95499999999993,80.58100000000013,74.80000000000018,84.40700000000015,91.8159999999998,85.7430000000004,96.64000000000033,122.95700000000033,100.78800000000047,152.33700000000044,0.4859999999998763
64.0,0.0,2.9190000000007785,2.2070000000003347,22.350000000000364,11.289999999999964,46.12800000000061,46.77100000000064,51.77900000000045,53.51500000000033,54.44200000000001,63.960000000000036,59.4980000000005,69.01600000000053,76.84600000000046,72.19500000000062,81.5010000000002,117.36599999999999,87.23700000000008,152.9360000000006,34.030000000000655
65.0,0.0,2.780999999999949,3.5600000000004,26.57800000000043,34.70899999999983,59.746000000000095,61.189000000000306,67.77800000000025,69.96500000000015,70.77800000000025,80.52700000000004,77.25700000000052,86.14300000000003,93.95899999999983,89.77599999999984,99.01600000000053,125.74399999999969,105.46100000000024,153.39999999999964,
66.0,0.0,2.881000000000313,4.006000000000313,20.75800000000072,31.496000000000095,48.34600000000046,48.84100000000035,53.517000000000735,54.71600000000035,55.64300000000003,63.371000000000095,61.517000000000735,71.46600000000035,77.94100000000071,75.00300000000061,83.54800000000068,109.82800000000043,91.23800000000028,137.32300000000032,
67.0,0.0,3.061000000000604,4.314000000000306,20.998000000000502,33.835000000000036,50.07000000000062,50.56600000000071,55.28100000000086,56.4320000000007,57.1850000000004,64.3720000000003,63.051000000000386,76.0630000000001,79.4340000000002,76.85700000000088,85.30599999999959,111.4340000000002,93.18099999999959,140.42500000000018,
68.0,0.0,2.657000000000153,5.050000000000182,21.213000000000648,31.90900000000056,50.99199999999928,51.636999999999716,56.58099999999922,57.438999999999396,58.08600000000024,65.14000000000033,64.22200000000066,77.32800000000043,80.83700000000044,78.06299999999919,86.7460000000001,112.90299999999934,99.17199999999957,144.38699999999972,
69.0,0.0,2.0689999999995052,5.045000000000073,21.90400000000045,30.483000000000175,51.58599999999933,52.289999999999054,57.641999999999825,58.48400000000038,59.277000000000044,66.1319999999996,65.42499999999927,78.51599999999962,81.875,79.2489999999998,88.17299999999886,113.92499999999927,119.78600000000006,146.128999999999,
70.0,0.0,2.4309999999986758,5.118999999998778,22.92199999999866,28.927999999999884,52.64799999999923,52.88699999999881,59.159999999999854,59.98199999999997,60.80899999999929,66.99299999999857,67.84999999999854,80.42699999999968,83.33799999999974,81.05899999999929,89.5679999999993,115.07499999999891,117.85299999999916,,
71.0,0.0,1.9060000000008586,4.532999999999447,23.141999999999825,27.25300000000061,54.08799999999974,54.67200000000048,60.35499999999956,61.16899999999987,61.76599999999962,67.0560000000005,68.32500000000073,,,,,,,,
