,LEC,PIA,SAI,NOR,RUS,VER,HAM,TSU,ALB,GAS,ALO,RIC,BOT,STR,SAR,ZHO,OCO,PER,HUL,MAG
50.0,0.0,1.658000000001266,3.625,4.069999999999709,20.340000000000146,21.988000000001193,23.43000000000029,69.6869999999999,70.35300000000097,78.04200000000128,95.07899999999972,95.92900000000009,106.84200000000055,116.33799999999974,106.10300000000097,107.1180000000004,,,,
51.0,0.0,1.7770000000000437,3.3629999999993743,4.05199999999968,20.59900000000016,22.340000000000146,40.84900000000016,70.53700000000026,71.42599999999948,84.72500000000036,97.92499999999927,100.82200000000012,106.2569999999996,115.52999999999884,110.1299999999992,110.28999999999905,,,,
52.0,0.0,1.680000000000291,3.1460000000006403,3.963999999999942,20.889999999999418,37.93399999999929,42.23999999999978,72.34000000000015,74.66899999999987,86.15699999999924,102.99099999999999,103.20700000000033,105.14799999999923,114.5689999999995,112.59900000000016,112.94900000000052,,,,
53.0,0.0,1.5410000000010768,3.1570000000010623,3.786000000000058,24.033000000001266,38.909999999999854,40.95000000000073,74.44599999999991,77.621000000001,88.32600000000093,105.23500000000058,105.53800000000047,105.85599999999977,118.3680000000004,116.16899999999987,116.57600000000093,,,,
54.0,0.0,1.5460000000002765,3.5420000000012806,4.266999999999825,24.877000000000407,37.36800000000039,39.98099999999977,82.85900000000038,83.91100000000006,90.06000000000131,107.06900000000132,107.35699999999997,107.90200000000004,121.58200000000033,121.10100000000057,121.37200000000121,,,,
55.0,0.0,1.5469999999986612,4.7590000000000146,5.204999999999927,24.737999999999374,35.3219999999983,39.02899999999863,85.19599999999991,85.55199999999968,92.02299999999923,109.03599999999824,109.36999999999898,110.83299999999872,124.10099999999875,123.9989999999998,125.32699999999932,,,,
56.0,0.0,1.7369999999991705,5.6119999999991705,6.093999999999141,24.542999999999665,33.521999999999025,36.185999999999694,86.43199999999888,87.08200000000033,94.46099999999933,112.50900000000001,114.11099999999897,115.22400000000016,124.11399999999958,128.20700000000033,128.3760000000002,,,,
57.0,0.0,1.397000000000844,5.570999999999913,6.269000000000233,23.813000000000102,32.0630000000001,36.40300000000025,87.29099999999926,87.71299999999974,96.26900000000023,115.46900000000096,116.14300000000003,116.57799999999952,123.38800000000083,148.3130000000001,131.85499999999956,,,,
58.0,0.0,1.712999999999738,6.043999999999869,6.636000000000422,23.92699999999968,29.60399999999936,36.22999999999956,89.0,89.375,98.33799999999974,117.67000000000007,118.23400000000038,118.82999999999993,123.51599999999962,151.09399999999914,133.6219999999994,,,,
59.0,0.0,1.720999999999549,6.144000000000233,6.72400000000016,23.735000000000582,27.3179999999993,33.399999999999636,90.0010000000002,90.54199999999946,102.6820000000007,119.85499999999956,120.13600000000042,120.79500000000007,123.19200000000092,149.65400000000045,134.52399999999943,,,,
60.0,0.0,1.9239999999990687,4.888999999999214,7.0049999999992,23.924999999999272,26.141999999999825,32.83399999999892,93.24599999999919,93.66100000000006,106.5049999999992,122.60699999999997,122.95199999999932,123.44999999999891,124.10399999999936,148.8199999999997,136.65499999999884,,,,
61.0,0.0,1.8320000000003347,7.072000000000116,7.755999999999403,23.759000000000015,24.399999999999636,31.2450000000008,96.6810000000005,97.02000000000044,110.04900000000089,124.496000000001,124.86000000000058,125.21000000000095,125.53900000000067,147.51499999999942,138.4989999999998,,,,
62.0,0.0,1.4729999999999563,4.34400000000096,6.328000000001339,23.092000000000553,23.506999999999607,29.204999999999927,98.60200000000077,99.07200000000012,111.0640000000003,125.85800000000017,126.38299999999981,126.72000000000116,127.15500000000065,145.58600000000115,139.862000000001,,,,
63.0,0.0,1.423000000000684,5.580000000001746,6.233000000000175,22.702000000001135,23.08300000000054,26.39900000000125,104.84900000000016,105.18600000000151,113.24800000000141,127.44300000000112,128.21700000000055,128.77300000000105,129.28400000000147,144.3030000000017,141.6800000000003,,,,
64.0,0.0,1.771999999999025,3.8329999999987194,5.414999999999054,22.274999999999636,23.141999999999825,26.002999999998792,105.92000000000007,106.53700000000026,115.55599999999868,129.61899999999878,130.29399999999987,130.74399999999878,131.14899999999943,144.637999999999,144.41499999999905,,,,
65.0,0.0,1.5560000000004948,5.362999999999374,5.950999999999112,21.318999999999505,22.002999999998792,24.58599999999933,106.33200000000033,107.1909999999989,118.16899999999987,131.64500000000044,132.41699999999946,132.77900000000045,133.27399999999943,147.89999999999964,147.52700000000004,,,,
66.0,0.0,1.7070000000003347,4.282999999999447,5.675999999999476,20.677999999999884,21.63500000000022,23.439000000000306,108.04000000000087,108.70499999999993,120.40600000000086,133.79299999999967,134.17599999999948,134.67300000000068,135.53299999999945,152.20999999999913,150.78700000000026,,,,
67.0,0.0,2.3619999999991705,5.188999999998487,5.849999999998545,20.893999999998414,21.969999999999345,23.61499999999978,110.24699999999939,110.63799999999901,123.08899999999994,135.97799999999916,136.45399999999972,137.1989999999987,138.22799999999916,156.61599999999999,155.20299999999952,,,,
68.0,0.0,2.8810000000012224,4.702000000001135,5.940000000000509,20.743000000000393,21.842000000000553,23.369000000000597,112.37400000000162,112.94100000000071,125.5520000000015,137.83500000000095,138.4880000000012,139.1690000000017,140.20300000000134,160.53800000000047,164.33800000000156,,,,
69.0,0.0,3.878999999998996,4.546999999998661,5.880999999999403,20.238999999999578,20.93199999999888,22.644000000000233,116.03299999999945,116.48899999999958,127.54199999999946,140.17499999999927,140.5010000000002,140.88400000000001,142.10499999999956,160.2420000000002,168.4489999999987,,,,
70.0,0.0,5.381999999999607,5.896999999999025,7.326999999999316,19.722999999999956,20.613999999999578,22.514999999999418,119.61299999999937,120.09199999999873,129.5739999999987,142.8809999999994,143.4399999999987,143.89500000000044,144.89500000000044,161.34100000000035,193.57999999999993,,,,
71.0,0.0,7.403999999998632,7.948999999998705,8.773999999999432,20.38799999999901,21.110999999998967,22.995999999999185,122.70899999999892,123.8869999999988,132.55199999999968,145.85199999999895,146.3859999999986,146.83699999999953,148.19700000000012,162.5049999999992,203.71299999999974,,,,
72.0,0.0,8.509000000000015,9.186999999999898,10.028000000000247,20.68000000000029,21.29700000000048,22.91700000000128,124.24099999999999,126.50500000000102,135.38700000000063,148.38600000000042,148.90700000000106,149.63700000000063,150.98199999999997,163.36000000000058,208.7510000000002,,,,
73.0,0.0,8.570999999999913,9.385000000000218,10.093999999999141,19.689000000000306,20.513999999999214,21.832000000000335,123.97699999999895,128.71799999999894,137.15999999999985,150.67100000000028,151.1999999999989,153.48599999999897,155.47199999999975,163.51100000000042,207.76499999999942,,,,
74.0,0.0,8.822000000000116,9.343000000000757,10.417999999999665,18.960000000000946,19.78900000000067,21.050999999999476,123.33400000000074,130.6270000000004,137.7440000000006,154.90200000000004,155.45299999999952,155.69900000000052,157.59699999999975,164.26900000000023,212.1329999999998,,,,
75.0,0.0,9.078999999999724,9.860999999998967,10.547999999998865,18.097999999999956,18.797999999998865,19.987999999999374,121.9390000000003,132.09000000000015,139.47699999999895,157.17799999999988,157.71099999999933,158.09100000000035,159.72099999999955,164.20600000000013,210.46399999999994,,,,
76.0,0.0,8.861000000000786,9.381000000001222,10.411000000000058,17.042999999999665,17.631000000001222,18.42500000000109,120.33600000000115,132.5609999999997,140.1850000000013,159.42300000000068,159.83300000000054,160.0570000000007,161.53600000000006,164.59500000000116,210.82899999999972,,,,
77.0,0.0,8.662000000000262,9.148999999999432,9.989999999999782,15.641999999999825,16.240999999999985,17.189000000000306,118.12299999999959,132.6880000000001,138.8770000000004,,,,,,,,,,
78.0,0.0,7.152000000000044,7.585000000000946,8.650000000001455,13.309000000001106,13.853000000000975,14.908000000001266,,,,,,,,,,,,,
