,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
66,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,7.0,,0 days 00:01:55.606000,0 days 00:01:53.546000,0 days 00:01:51.211000,,Singapore Grand Prix
67,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,8.0,,0 days 00:01:53.057000,0 days 00:01:52.723000,0 days 00:01:51.395000,,Singapore Grand Prix
68,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,9.0,,0 days 00:01:55.103000,0 days 00:01:54.006000,0 days 00:01:51.573000,,Singapore Grand Prix
69,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,10.0,,0 days 00:01:55.314000,0 days 00:01:53.848000,0 days 00:01:51.983000,,Singapore Grand Prix
70,63,RUS,russell,Mercedes,6cd3bf,mercedes,11.0,,0 days 00:01:54.633000,0 days 00:01:54.012000,,,Singapore Grand Prix
71,18,STR,stroll,Aston Martin,2d826d,aston_martin,12.0,,0 days 00:01:55.629000,0 days 00:01:54.211000,,,Singapore Grand Prix
72,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,13.0,,0 days 00:01:55.736000,0 days 00:01:54.370000,,,Singapore Grand Prix
73,5,VET,vettel,Aston Martin,2d826d,aston_martin,14.0,,0 days 00:01:55.602000,0 days 00:01:54.380000,,,Singapore Grand Prix
74,24,ZHO,zhou,Alfa Romeo,b12039,alfa,15.0,,0 days 00:01:55.375000,0 days 00:01:55.518000,,,Singapore Grand Prix
75,77,BOT,bottas,Alfa Romeo,b12039,alfa,16.0,,0 days 00:01:56.083000,,,,Singapore Grand Prix
76,3,RIC,ricciardo,McLaren,f58020,mclaren,17.0,,0 days 00:01:56.226000,,,,Singapore Grand Prix
77,31,OCO,ocon,Alpine,2293d1,alpine,18.0,,0 days 00:01:56.337000,,,,Singapore Grand Prix
78,23,ALB,albon,Williams,37bedd,williams,19.0,,0 days 00:01:56.985000,,,,Singapore Grand Prix
79,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:57.532000,,,,Singapore Grand Prix
80,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:30.224000,0 days 00:01:30.346000,0 days 00:01:29.304000,,Japanese Grand Prix
81,16,LEC,leclerc,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:30.402000,0 days 00:01:30.486000,0 days 00:01:29.314000,,Japanese Grand Prix
82,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:30.336000,0 days 00:01:30.444000,0 days 00:01:29.361000,,Japanese Grand Prix
83,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:30.622000,0 days 00:01:29.925000,0 days 00:01:29.709000,,Japanese Grand Prix
84,31,OCO,ocon,Alpine,2293d1,alpine,5.0,,0 days 00:01:30.696000,0 days 00:01:30.357000,0 days 00:01:30.165000,,Japanese Grand Prix
85,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:30.906000,0 days 00:01:30.443000,0 days 00:01:30.261000,,Japanese Grand Prix
86,14,ALO,alonso,Alpine,2293d1,alpine,7.0,,0 days 00:01:30.603000,0 days 00:01:30.343000,0 days 00:01:30.322000,,Japanese Grand Prix
87,63,RUS,russell,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:30.865000,0 days 00:01:30.465000,0 days 00:01:30.389000,,Japanese Grand Prix
88,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:31.256000,0 days 00:01:30.656000,0 days 00:01:30.554000,,Japanese Grand Prix
89,4,NOR,norris,McLaren,f58020,mclaren,10.0,,0 days 00:01:30.881000,0 days 00:01:30.473000,0 days 00:01:31.003000,,Japanese Grand Prix
90,3,RIC,ricciardo,McLaren,f58020,mclaren,11.0,,0 days 00:01:30.880000,0 days 00:01:30.659000,,,Japanese Grand Prix
91,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:31.226000,0 days 00:01:30.709000,,,Japanese Grand Prix
92,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,13.0,,0 days 00:01:31.130000,0 days 00:01:30.808000,,,Japanese Grand Prix
93,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:30.894000,0 days 00:01:30.953000,,,Japanese Grand Prix
94,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,15.0,,0 days 00:01:31.152000,0 days 00:01:31.439000,,,Japanese Grand Prix
95,23,ALB,albon,Williams,37bedd,williams,16.0,,0 days 00:01:31.311000,,,,Japanese Grand Prix
96,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,17.0,,0 days 00:01:31.322000,,,,Japanese Grand Prix
97,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,18.0,,0 days 00:01:31.352000,,,,Japanese Grand Prix
98,18,STR,stroll,Aston Martin,2d826d,aston_martin,19.0,,0 days 00:01:31.419000,,,,Japanese Grand Prix
99,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:31.511000,,,,Japanese Grand Prix
