,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:44.581000,0 days 00:01:44.723000,0 days 00:01:43.665000,,Belgian Grand Prix
1,55,SAI,sainz,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:45.050000,0 days 00:01:45.418000,0 days 00:01:44.297000,,Belgian Grand Prix
2,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:45.377000,0 days 00:01:44.794000,0 days 00:01:44.462000,,Belgian Grand Prix
3,16,LEC,leclerc,Ferrari,ed1c24,ferrari,4.0,,0 days 00:01:45.572000,0 days 00:01:44.551000,0 days 00:01:44.553000,,Belgian Grand Prix
4,31,OCO,ocon,Alpine,2293d1,alpine,5.0,,0 days 00:01:46.039000,0 days 00:01:45.475000,0 days 00:01:45.180000,,Belgian Grand Prix
5,14,ALO,alonso,Alpine,2293d1,alpine,6.0,,0 days 00:01:46.075000,0 days 00:01:45.552000,0 days 00:01:45.368000,,Belgian Grand Prix
6,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,7.0,,0 days 00:01:45.736000,0 days 00:01:45.420000,0 days 00:01:45.503000,,Belgian Grand Prix
7,63,RUS,russell,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:45.650000,0 days 00:01:45.461000,0 days 00:01:45.776000,,Belgian Grand Prix
8,23,ALB,albon,Williams,37bedd,williams,9.0,,0 days 00:01:45.672000,0 days 00:01:45.675000,0 days 00:01:45.837000,,Belgian Grand Prix
9,4,NOR,norris,McLaren,f58020,mclaren,10.0,,0 days 00:01:45.745000,0 days 00:01:45.603000,0 days 00:01:46.178000,,Belgian Grand Prix
10,3,RIC,ricciardo,McLaren,f58020,mclaren,11.0,,0 days 00:01:46.212000,0 days 00:01:45.767000,,,Belgian Grand Prix
11,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,12.0,,0 days 00:01:46.183000,0 days 00:01:45.827000,,,Belgian Grand Prix
12,24,ZHO,zhou,Alfa Romeo,b12039,alfa,13.0,,0 days 00:01:46.178000,0 days 00:01:46.085000,,,Belgian Grand Prix
13,18,STR,stroll,Aston Martin,2d826d,aston_martin,14.0,,0 days 00:01:46.256000,0 days 00:01:46.611000,,,Belgian Grand Prix
14,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,15.0,,0 days 00:01:46.342000,0 days 00:01:47.718000,,,Belgian Grand Prix
15,5,VET,vettel,Aston Martin,2d826d,aston_martin,16.0,,0 days 00:01:46.344000,,,,Belgian Grand Prix
16,6,LAT,latifi,Williams,37bedd,williams,17.0,,0 days 00:01:46.401000,,,,Belgian Grand Prix
17,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,18.0,,0 days 00:01:46.557000,,,,Belgian Grand Prix
18,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,19.0,,0 days 00:01:46.692000,,,,Belgian Grand Prix
19,77,BOT,bottas,Alfa Romeo,b12039,alfa,20.0,,0 days 00:01:47.866000,,,,Belgian Grand Prix
20,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:11.317000,0 days 00:01:10.927000,0 days 00:01:10.342000,,Dutch Grand Prix
21,16,LEC,leclerc,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:11.443000,0 days 00:01:10.988000,0 days 00:01:10.363000,,Dutch Grand Prix
22,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:11.767000,0 days 00:01:10.814000,0 days 00:01:10.434000,,Dutch Grand Prix
23,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:11.331000,0 days 00:01:11.075000,0 days 00:01:10.648000,,Dutch Grand Prix
24,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,5.0,,0 days 00:01:11.641000,0 days 00:01:11.314000,0 days 00:01:11.077000,,Dutch Grand Prix
25,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:11.561000,0 days 00:01:10.824000,0 days 00:01:11.147000,,Dutch Grand Prix
26,4,NOR,norris,McLaren,f58020,mclaren,7.0,,0 days 00:01:11.556000,0 days 00:01:11.116000,0 days 00:01:11.174000,,Dutch Grand Prix
27,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,8.0,,0 days 00:01:11.741000,0 days 00:01:11.420000,0 days 00:01:11.442000,,Dutch Grand Prix
28,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,9.0,,0 days 00:01:11.427000,0 days 00:01:11.428000,0 days 00:01:12.556000,,Dutch Grand Prix
29,18,STR,stroll,Aston Martin,2d826d,aston_martin,10.0,,0 days 00:01:11.568000,0 days 00:01:11.416000,,,Dutch Grand Prix
30,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,11.0,,0 days 00:01:11.705000,0 days 00:01:11.512000,,,Dutch Grand Prix
31,31,OCO,ocon,Alpine,2293d1,alpine,12.0,,0 days 00:01:11.748000,0 days 00:01:11.605000,,,Dutch Grand Prix
32,14,ALO,alonso,Alpine,2293d1,alpine,13.0,,0 days 00:01:11.667000,0 days 00:01:11.613000,,,Dutch Grand Prix
33,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:11.826000,0 days 00:01:11.704000,,,Dutch Grand Prix
34,23,ALB,albon,Williams,37bedd,williams,15.0,,0 days 00:01:11.695000,0 days 00:01:11.802000,,,Dutch Grand Prix
35,77,BOT,bottas,Alfa Romeo,b12039,alfa,16.0,,0 days 00:01:11.961000,,,,Dutch Grand Prix
36,3,RIC,ricciardo,McLaren,f58020,mclaren,17.0,,0 days 00:01:12.081000,,,,Dutch Grand Prix
37,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,18.0,,0 days 00:01:12.319000,,,,Dutch Grand Prix
38,5,VET,vettel,Aston Martin,2d826d,aston_martin,19.0,,0 days 00:01:12.391000,,,,Dutch Grand Prix
39,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:13.353000,,,,Dutch Grand Prix
40,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:21.280000,0 days 00:01:21.208000,0 days 00:01:20.161000,,Italian Grand Prix
41,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:20.922000,0 days 00:01:21.265000,0 days 00:01:20.306000,,Italian Grand Prix
42,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:21.348000,0 days 00:01:20.878000,0 days 00:01:20.429000,,Italian Grand Prix
43,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:21.495000,0 days 00:01:21.358000,0 days 00:01:21.206000,,Italian Grand Prix
44,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,5.0,,0 days 00:01:22.048000,0 days 00:01:21.708000,0 days 00:01:21.524000,,Italian Grand Prix
45,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:21.785000,0 days 00:01:21.747000,0 days 00:01:21.542000,,Italian Grand Prix
46,4,NOR,norris,McLaren,f58020,mclaren,7.0,,0 days 00:01:22.130000,0 days 00:01:21.831000,0 days 00:01:21.584000,,Italian Grand Prix
47,3,RIC,ricciardo,McLaren,f58020,mclaren,8.0,,0 days 00:01:22.139000,0 days 00:01:21.855000,0 days 00:01:21.925000,,Italian Grand Prix
48,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,9.0,,0 days 00:01:22.010000,0 days 00:01:22.062000,0 days 00:01:22.648000,,Italian Grand Prix
49,14,ALO,alonso,Alpine,2293d1,alpine,10.0,,0 days 00:01:22.089000,0 days 00:01:21.861000,,,Italian Grand Prix
50,31,OCO,ocon,Alpine,2293d1,alpine,11.0,,0 days 00:01:22.166000,0 days 00:01:22.130000,,,Italian Grand Prix
51,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:22.254000,0 days 00:01:22.235000,,,Italian Grand Prix
52,45,DEV,de_vries,Williams,37bedd,williams,13.0,,0 days 00:01:22.567000,0 days 00:01:22.471000,,,Italian Grand Prix
53,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:22.003000,0 days 00:01:22.577000,,,Italian Grand Prix
54,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,15.0,,0 days 00:01:22.020000,,,,Italian Grand Prix
55,6,LAT,latifi,Williams,37bedd,williams,16.0,,0 days 00:01:22.587000,,,,Italian Grand Prix
56,5,VET,vettel,Aston Martin,2d826d,aston_martin,17.0,,0 days 00:01:22.636000,,,,Italian Grand Prix
57,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:22.748000,,,,Italian Grand Prix
58,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,19.0,,0 days 00:01:22.908000,,,,Italian Grand Prix
59,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,20.0,,0 days 00:01:23.005000,,,,Italian Grand Prix
60,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:54.129000,0 days 00:01:52.343000,0 days 00:01:49.412000,,Singapore Grand Prix
61,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:54.404000,0 days 00:01:52.818000,0 days 00:01:49.434000,,Singapore Grand Prix
62,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,3.0,,0 days 00:01:53.161000,0 days 00:01:52.691000,0 days 00:01:49.466000,,Singapore Grand Prix
63,55,SAI,sainz,Ferrari,ed1c24,ferrari,4.0,,0 days 00:01:54.559000,0 days 00:01:53.219000,0 days 00:01:49.583000,,Singapore Grand Prix
64,14,ALO,alonso,Alpine,2293d1,alpine,5.0,,0 days 00:01:55.360000,0 days 00:01:53.127000,0 days 00:01:49.966000,,Singapore Grand Prix
65,4,NOR,norris,McLaren,f58020,mclaren,6.0,,0 days 00:01:55.914000,0 days 00:01:53.942000,0 days 00:01:50.584000,,Singapore Grand Prix
