,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
24,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,5.0,,0 days 00:01:20.447000,0 days 00:01:19.830000,0 days 00:01:19.420000,,Spanish Grand Prix
25,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:20.252000,0 days 00:01:19.794000,0 days 00:01:19.512000,,Spanish Grand Prix
26,77,BOT,bottas,Alfa Romeo,b12039,alfa,7.0,,0 days 00:01:20.355000,0 days 00:01:20.053000,0 days 00:01:19.608000,,Spanish Grand Prix
27,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,8.0,,0 days 00:01:20.227000,0 days 00:01:19.810000,0 days 00:01:19.682000,,Spanish Grand Prix
28,3,RIC,ricciardo,McLaren,f58020,mclaren,9.0,,0 days 00:01:20.549000,0 days 00:01:20.287000,0 days 00:01:20.297000,,Spanish Grand Prix
29,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,10.0,,0 days 00:01:20.683000,0 days 00:01:20.436000,0 days 00:01:20.368000,,Spanish Grand Prix
30,4,NOR,norris,McLaren,f58020,mclaren,11.0,,0 days 00:01:20.838000,0 days 00:01:20.471000,,,Spanish Grand Prix
31,31,OCO,ocon,Alpine,2293d1,alpine,12.0,,0 days 00:01:20.880000,0 days 00:01:20.638000,,,Spanish Grand Prix
32,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,13.0,,0 days 00:01:20.707000,0 days 00:01:20.639000,,,Spanish Grand Prix
33,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,14.0,,0 days 00:01:20.719000,0 days 00:01:20.861000,,,Spanish Grand Prix
34,24,ZHO,zhou,Alfa Romeo,b12039,alfa,15.0,,0 days 00:01:20.476000,0 days 00:01:21.094000,,,Spanish Grand Prix
35,5,VET,vettel,Aston Martin,2d826d,aston_martin,16.0,,0 days 00:01:20.954000,,,,Spanish Grand Prix
36,14,ALO,alonso,Alpine,2293d1,alpine,17.0,,0 days 00:01:21.043000,,,,Spanish Grand Prix
37,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:21.418000,,,,Spanish Grand Prix
38,23,ALB,albon,Williams,37bedd,williams,19.0,,0 days 00:01:21.645000,,,,Spanish Grand Prix
39,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:21.915000,,,,Spanish Grand Prix
40,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:12.569000,0 days 00:01:11.864000,0 days 00:01:11.376000,,Monaco Grand Prix
41,55,SAI,sainz,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:12.616000,0 days 00:01:12.074000,0 days 00:01:11.601000,,Monaco Grand Prix
42,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:13.004000,0 days 00:01:11.954000,0 days 00:01:11.629000,,Monaco Grand Prix
43,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:12.993000,0 days 00:01:12.117000,0 days 00:01:11.666000,,Monaco Grand Prix
44,4,NOR,norris,McLaren,f58020,mclaren,5.0,,0 days 00:01:12.927000,0 days 00:01:12.266000,0 days 00:01:11.849000,,Monaco Grand Prix
45,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:12.787000,0 days 00:01:12.617000,0 days 00:01:12.112000,,Monaco Grand Prix
46,14,ALO,alonso,Alpine,2293d1,alpine,7.0,,0 days 00:01:13.394000,0 days 00:01:12.688000,0 days 00:01:12.247000,,Monaco Grand Prix
47,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:13.444000,0 days 00:01:12.595000,0 days 00:01:12.560000,,Monaco Grand Prix
48,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:13.313000,0 days 00:01:12.613000,0 days 00:01:12.732000,,Monaco Grand Prix
49,31,OCO,ocon,Alpine,2293d1,alpine,10.0,,0 days 00:01:12.848000,0 days 00:01:12.528000,0 days 00:01:13.047000,,Monaco Grand Prix
50,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,11.0,,0 days 00:01:13.110000,0 days 00:01:12.797000,,,Monaco Grand Prix
51,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:13.541000,0 days 00:01:12.909000,,,Monaco Grand Prix
52,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,13.0,,0 days 00:01:13.069000,0 days 00:01:12.921000,,,Monaco Grand Prix
53,3,RIC,ricciardo,McLaren,f58020,mclaren,14.0,,0 days 00:01:13.338000,0 days 00:01:12.964000,,,Monaco Grand Prix
54,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,15.0,,0 days 00:01:13.469000,0 days 00:01:13.081000,,,Monaco Grand Prix
55,23,ALB,albon,Williams,37bedd,williams,16.0,,0 days 00:01:13.611000,,,,Monaco Grand Prix
56,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,17.0,,0 days 00:01:13.660000,,,,Monaco Grand Prix
57,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:13.678000,,,,Monaco Grand Prix
58,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:14.403000,,,,Monaco Grand Prix
59,24,ZHO,zhou,Alfa Romeo,b12039,alfa,20.0,,0 days 00:01:15.606000,,,,Monaco Grand Prix
60,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:42.865000,0 days 00:01:42.046000,0 days 00:01:41.359000,,Azerbaijan Grand Prix
61,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:42.733000,0 days 00:01:41.955000,0 days 00:01:41.641000,,Azerbaijan Grand Prix
62,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:42.722000,0 days 00:01:42.227000,0 days 00:01:41.706000,,Azerbaijan Grand Prix
63,55,SAI,sainz,Ferrari,ed1c24,ferrari,4.0,,0 days 00:01:42.957000,0 days 00:01:42.088000,0 days 00:01:41.814000,,Azerbaijan Grand Prix
64,63,RUS,russell,Mercedes,6cd3bf,mercedes,5.0,,0 days 00:01:43.754000,0 days 00:01:43.281000,0 days 00:01:42.712000,,Azerbaijan Grand Prix
65,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,6.0,,0 days 00:01:43.268000,0 days 00:01:43.129000,0 days 00:01:42.845000,,Azerbaijan Grand Prix
66,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,7.0,,0 days 00:01:43.939000,0 days 00:01:43.182000,0 days 00:01:42.924000,,Azerbaijan Grand Prix
67,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,8.0,,0 days 00:01:43.595000,0 days 00:01:43.376000,0 days 00:01:43.056000,,Azerbaijan Grand Prix
68,5,VET,vettel,Aston Martin,2d826d,aston_martin,9.0,,0 days 00:01:43.279000,0 days 00:01:43.268000,0 days 00:01:43.091000,,Azerbaijan Grand Prix
69,14,ALO,alonso,Alpine,2293d1,alpine,10.0,,0 days 00:01:44.083000,0 days 00:01:43.360000,0 days 00:01:43.173000,,Azerbaijan Grand Prix
70,4,NOR,norris,McLaren,f58020,mclaren,11.0,,0 days 00:01:44.237000,0 days 00:01:43.398000,,,Azerbaijan Grand Prix
71,3,RIC,ricciardo,McLaren,f58020,mclaren,12.0,,0 days 00:01:44.437000,0 days 00:01:43.574000,,,Azerbaijan Grand Prix
72,31,OCO,ocon,Alpine,2293d1,alpine,13.0,,0 days 00:01:43.903000,0 days 00:01:43.585000,,,Azerbaijan Grand Prix
73,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:43.777000,0 days 00:01:43.790000,,,Azerbaijan Grand Prix
74,77,BOT,bottas,Alfa Romeo,b12039,alfa,15.0,,0 days 00:01:44.478000,0 days 00:01:44.444000,,,Azerbaijan Grand Prix
75,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,16.0,,0 days 00:01:44.643000,,,,Azerbaijan Grand Prix
76,23,ALB,albon,Williams,37bedd,williams,17.0,,0 days 00:01:44.719000,,,,Azerbaijan Grand Prix
77,6,LAT,latifi,Williams,37bedd,williams,18.0,,0 days 00:01:45.367000,,,,Azerbaijan Grand Prix
78,18,STR,stroll,Aston Martin,2d826d,aston_martin,19.0,,0 days 00:01:45.371000,,,,Azerbaijan Grand Prix
79,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,20.0,,0 days 00:01:45.775000,,,,Azerbaijan Grand Prix
