,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,55,SAI,sainz,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:35.297000,0 days 00:01:35.590000,0 days 00:01:34.356000,,United States Grand Prix
1,16,LEC,leclerc,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:35.795000,0 days 00:01:35.246000,0 days 00:01:34.421000,,United States Grand Prix
2,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:35.864000,0 days 00:01:35.294000,0 days 00:01:34.448000,,United States Grand Prix
3,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:36.163000,0 days 00:01:35.864000,0 days 00:01:34.645000,,United States Grand Prix
4,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,5.0,,0 days 00:01:36.148000,0 days 00:01:35.732000,0 days 00:01:34.947000,,United States Grand Prix
5,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:36.195000,0 days 00:01:35.692000,0 days 00:01:34.988000,,United States Grand Prix
6,18,STR,stroll,Aston Martin,2d826d,aston_martin,7.0,,0 days 00:01:36.860000,0 days 00:01:36.032000,0 days 00:01:35.598000,,United States Grand Prix
7,4,NOR,norris,McLaren,f58020,mclaren,8.0,,0 days 00:01:36.465000,0 days 00:01:36.341000,0 days 00:01:35.690000,,United States Grand Prix
8,14,ALO,alonso,Alpine,2293d1,alpine,9.0,,0 days 00:01:36.446000,0 days 00:01:35.988000,0 days 00:01:35.876000,,United States Grand Prix
9,77,BOT,bottas,Alfa Romeo,b12039,alfa,10.0,,0 days 00:01:36.746000,0 days 00:01:36.321000,0 days 00:01:36.319000,,United States Grand Prix
10,23,ALB,albon,Williams,37bedd,williams,11.0,,0 days 00:01:36.932000,0 days 00:01:36.368000,,,United States Grand Prix
11,5,VET,vettel,Aston Martin,2d826d,aston_martin,12.0,,0 days 00:01:36.695000,0 days 00:01:36.398000,,,United States Grand Prix
12,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,13.0,,0 days 00:01:36.577000,0 days 00:01:36.740000,,,United States Grand Prix
13,24,ZHO,zhou,Alfa Romeo,b12039,alfa,14.0,,0 days 00:01:36.656000,0 days 00:01:36.970000,,,United States Grand Prix
14,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,15.0,,0 days 00:01:36.808000,0 days 00:01:37.147000,,,United States Grand Prix
15,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,16.0,,0 days 00:01:36.949000,,,,United States Grand Prix
16,3,RIC,ricciardo,McLaren,f58020,mclaren,17.0,,0 days 00:01:37.046000,,,,United States Grand Prix
17,31,OCO,ocon,Alpine,2293d1,alpine,18.0,,0 days 00:01:37.068000,,,,United States Grand Prix
18,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,19.0,,0 days 00:01:37.111000,,,,United States Grand Prix
19,6,LAT,latifi,Williams,37bedd,williams,20.0,,0 days 00:01:37.244000,,,,United States Grand Prix
20,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:19.222000,0 days 00:01:18.566000,0 days 00:01:17.775000,,Mexico City Grand Prix
21,63,RUS,russell,Mercedes,6cd3bf,mercedes,2.0,,0 days 00:01:19.583000,0 days 00:01:18.565000,0 days 00:01:18.079000,,Mexico City Grand Prix
22,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,3.0,,0 days 00:01:19.169000,0 days 00:01:18.552000,0 days 00:01:18.084000,,Mexico City Grand Prix
23,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:19.706000,0 days 00:01:18.615000,0 days 00:01:18.128000,,Mexico City Grand Prix
24,55,SAI,sainz,Ferrari,ed1c24,ferrari,5.0,,0 days 00:01:19.566000,0 days 00:01:18.560000,0 days 00:01:18.351000,,Mexico City Grand Prix
25,77,BOT,bottas,Alfa Romeo,b12039,alfa,6.0,,0 days 00:01:19.523000,0 days 00:01:18.762000,0 days 00:01:18.401000,,Mexico City Grand Prix
26,16,LEC,leclerc,Ferrari,ed1c24,ferrari,7.0,,0 days 00:01:19.505000,0 days 00:01:19.109000,0 days 00:01:18.555000,,Mexico City Grand Prix
27,4,NOR,norris,McLaren,f58020,mclaren,8.0,,0 days 00:01:19.857000,0 days 00:01:19.119000,0 days 00:01:18.721000,,Mexico City Grand Prix
28,14,ALO,alonso,Alpine,2293d1,alpine,9.0,,0 days 00:01:20.006000,0 days 00:01:19.272000,0 days 00:01:18.939000,,Mexico City Grand Prix
29,31,OCO,ocon,Alpine,2293d1,alpine,10.0,,0 days 00:01:19.945000,0 days 00:01:19.081000,0 days 00:01:19.010000,,Mexico City Grand Prix
30,3,RIC,ricciardo,McLaren,f58020,mclaren,11.0,,0 days 00:01:20.279000,0 days 00:01:19.325000,,,Mexico City Grand Prix
31,24,ZHO,zhou,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:20.283000,0 days 00:01:19.476000,,,Mexico City Grand Prix
