,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Event_Name
0,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
1,0 days 00:47:23.283000,15.0,86.0,969.0,False,20.8,346,1.2,Belgian Grand Prix
2,0 days 00:48:23.289000,15.0,85.0,969.0,False,20.8,294,2.0,Belgian Grand Prix
3,0 days 00:51:23.335000,14.9,86.0,969.0,False,20.8,352,0.8,Belgian Grand Prix
4,0 days 01:08:23.407000,15.2,84.0,969.0,False,20.7,276,1.0,Belgian Grand Prix
5,0 days 01:09:23.418000,15.2,84.0,969.0,False,20.9,295,0.8,Belgian Grand Prix
6,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
7,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
8,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
9,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
10,0 days 00:46:23.265000,14.9,86.0,969.2,False,20.8,338,1.5,Belgian Grand Prix
11,0 days 00:48:23.289000,15.0,85.0,969.0,False,20.8,294,2.0,Belgian Grand Prix
12,0 days 00:50:23.296000,14.9,86.0,969.0,False,20.7,263,0.8,Belgian Grand Prix
13,0 days 01:08:23.407000,15.2,84.0,969.0,False,20.7,276,1.0,Belgian Grand Prix
14,0 days 01:10:23.428000,15.3,84.0,969.0,False,21.0,298,0.6,Belgian Grand Prix
15,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
16,0 days 01:20:23.479000,15.7,83.0,969.2,False,20.7,297,1.1,Belgian Grand Prix
17,0 days 01:22:23.481000,15.6,83.0,969.0,False,20.8,315,1.7,Belgian Grand Prix
18,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
19,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
20,0 days 01:35:23.542000,15.5,82.0,969.0,False,21.1,357,0.8,Belgian Grand Prix
21,0 days 01:40:23.544000,15.5,82.0,969.0,False,20.9,302,1.8,Belgian Grand Prix
22,0 days 01:41:23.543000,15.5,82.0,969.0,False,21.0,332,1.3,Belgian Grand Prix
23,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
24,0 days 00:46:23.265000,14.9,86.0,969.2,False,20.8,338,1.5,Belgian Grand Prix
25,0 days 00:48:23.289000,15.0,85.0,969.0,False,20.8,294,2.0,Belgian Grand Prix
26,0 days 00:51:23.335000,14.9,86.0,969.0,False,20.8,352,0.8,Belgian Grand Prix
27,0 days 01:08:23.407000,15.2,84.0,969.0,False,20.7,276,1.0,Belgian Grand Prix
28,0 days 01:10:23.428000,15.3,84.0,969.0,False,21.0,298,0.6,Belgian Grand Prix
29,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
30,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
31,0 days 01:32:23.537000,15.5,82.0,969.0,False,20.9,314,0.6,Belgian Grand Prix
32,0 days 01:35:23.542000,15.5,82.0,969.0,False,21.1,357,0.8,Belgian Grand Prix
33,0 days 01:40:23.544000,15.5,82.0,969.0,False,20.9,302,1.8,Belgian Grand Prix
34,0 days 01:42:23.571000,15.7,82.0,969.0,False,21.1,315,1.3,Belgian Grand Prix
35,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
36,0 days 00:46:23.265000,14.9,86.0,969.2,False,20.8,338,1.5,Belgian Grand Prix
37,0 days 00:48:23.289000,15.0,85.0,969.0,False,20.8,294,2.0,Belgian Grand Prix
38,0 days 00:51:23.335000,14.9,86.0,969.0,False,20.8,352,0.8,Belgian Grand Prix
39,0 days 00:54:23.354000,14.9,85.0,969.2,False,20.8,324,1.2,Belgian Grand Prix
40,0 days 01:10:23.428000,15.3,84.0,969.0,False,21.0,298,0.6,Belgian Grand Prix
41,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
42,0 days 01:14:23.466000,15.6,83.0,969.0,False,20.9,355,1.0,Belgian Grand Prix
43,0 days 01:20:23.479000,15.7,83.0,969.2,False,20.7,297,1.1,Belgian Grand Prix
44,0 days 01:21:23.485000,15.6,83.0,969.2,False,20.8,286,0.6,Belgian Grand Prix
45,0 days 01:24:23.509000,15.6,83.0,969.0,False,21.1,338,1.2,Belgian Grand Prix
46,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
47,0 days 01:35:23.542000,15.5,82.0,969.0,False,21.1,357,0.8,Belgian Grand Prix
48,0 days 01:37:23.541000,15.6,82.0,969.0,False,21.2,339,1.1,Belgian Grand Prix
49,0 days 00:45:23.263000,14.9,86.0,969.2,False,20.8,338,2.5,Belgian Grand Prix
50,0 days 00:47:23.283000,15.0,86.0,969.0,False,20.8,346,1.2,Belgian Grand Prix
51,0 days 00:49:23.289000,15.0,86.0,969.2,False,20.8,320,1.3,Belgian Grand Prix
52,0 days 00:51:23.335000,14.9,86.0,969.0,False,20.8,352,0.8,Belgian Grand Prix
53,0 days 00:57:23.343000,15.0,86.0,969.0,False,20.4,309,0.8,Belgian Grand Prix
54,0 days 01:00:23.340000,15.0,85.0,969.2,False,20.6,345,1.1,Belgian Grand Prix
55,0 days 01:09:23.418000,15.2,84.0,969.0,False,20.9,295,0.8,Belgian Grand Prix
56,0 days 01:10:23.428000,15.3,84.0,969.0,False,21.0,298,0.6,Belgian Grand Prix
57,0 days 01:13:23.463000,15.6,84.0,969.2,False,21.2,301,0.8,Belgian Grand Prix
58,0 days 01:19:23.465000,15.7,83.0,969.2,False,20.8,308,1.2,Belgian Grand Prix
59,0 days 01:21:23.485000,15.6,83.0,969.2,False,20.8,286,0.6,Belgian Grand Prix
60,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
61,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
62,0 days 01:35:23.542000,15.5,82.0,969.0,False,21.1,357,0.8,Belgian Grand Prix
63,0 days 01:40:23.544000,15.5,82.0,969.0,False,20.9,302,1.8,Belgian Grand Prix
64,0 days 00:45:23.263000,14.9,86.0,969.2,False,20.8,338,2.5,Belgian Grand Prix
65,0 days 00:47:23.283000,15.0,86.0,969.0,False,20.8,346,1.2,Belgian Grand Prix
66,0 days 00:49:23.289000,15.0,86.0,969.2,False,20.8,320,1.3,Belgian Grand Prix
67,0 days 00:52:23.318000,14.9,86.0,969.0,False,20.9,331,0.8,Belgian Grand Prix
68,0 days 00:57:23.343000,15.0,86.0,969.0,False,20.4,309,0.8,Belgian Grand Prix
69,0 days 01:00:23.340000,15.0,85.0,969.2,False,20.6,345,1.1,Belgian Grand Prix
70,0 days 01:08:23.407000,15.2,84.0,969.0,False,20.7,276,1.0,Belgian Grand Prix
71,0 days 01:10:23.428000,15.3,84.0,969.0,False,21.0,298,0.6,Belgian Grand Prix
72,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
73,0 days 01:19:23.465000,15.7,83.0,969.2,False,20.8,308,1.2,Belgian Grand Prix
74,0 days 01:21:23.485000,15.6,83.0,969.2,False,20.8,286,0.6,Belgian Grand Prix
75,0 days 01:23:23.494000,15.6,83.0,969.0,False,21.1,333,1.6,Belgian Grand Prix
76,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
77,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
78,0 days 01:40:23.544000,15.5,82.0,969.0,False,20.9,302,1.8,Belgian Grand Prix
79,0 days 01:41:23.543000,15.5,82.0,969.0,False,21.0,332,1.3,Belgian Grand Prix
80,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
81,0 days 00:46:23.265000,14.9,86.0,969.2,False,20.8,338,1.5,Belgian Grand Prix
82,0 days 00:47:23.283000,15.0,86.0,969.0,False,20.8,346,1.2,Belgian Grand Prix
83,0 days 00:50:23.296000,14.9,86.0,969.0,False,20.7,263,0.8,Belgian Grand Prix
84,0 days 00:52:23.318000,14.9,86.0,969.0,False,20.9,331,0.8,Belgian Grand Prix
85,0 days 00:54:23.354000,14.9,85.0,969.2,False,20.8,324,1.2,Belgian Grand Prix
86,0 days 00:57:23.343000,15.0,86.0,969.0,False,20.4,309,0.8,Belgian Grand Prix
87,0 days 00:59:23.330000,15.1,85.0,969.0,False,20.7,343,0.8,Belgian Grand Prix
88,0 days 01:01:23.351000,15.0,84.0,969.0,False,20.5,351,1.1,Belgian Grand Prix
89,0 days 01:07:23.390000,15.1,85.0,969.0,False,20.6,348,1.6,Belgian Grand Prix
90,0 days 01:09:23.418000,15.2,84.0,969.0,False,20.9,295,0.8,Belgian Grand Prix
91,0 days 01:11:23.447000,15.4,84.0,969.2,False,21.0,340,0.8,Belgian Grand Prix
92,0 days 01:20:23.479000,15.7,83.0,969.2,False,20.7,297,1.1,Belgian Grand Prix
93,0 days 01:22:23.481000,15.6,83.0,969.0,False,20.8,315,1.7,Belgian Grand Prix
94,0 days 01:24:23.509000,15.6,83.0,969.0,False,21.1,338,1.2,Belgian Grand Prix
95,0 days 01:31:23.547000,15.5,83.0,969.0,False,20.9,322,1.8,Belgian Grand Prix
96,0 days 01:33:23.541000,15.5,82.0,969.0,False,20.8,290,1.2,Belgian Grand Prix
97,0 days 01:35:23.542000,15.5,82.0,969.0,False,21.1,357,0.8,Belgian Grand Prix
98,0 days 01:40:23.544000,15.5,82.0,969.0,False,20.9,302,1.8,Belgian Grand Prix
99,0 days 01:42:23.571000,15.7,82.0,969.0,False,21.1,315,1.3,Belgian Grand Prix
100,0 days 00:44:23.298000,15.0,86.0,969.0,False,21.0,318,1.2,Belgian Grand Prix
101,0 days 00:46:23.265000,14.9,86.0,969.2,False,20.8,338,1.5,Belgian Grand Prix
102,0 days 00:47:23.283000,15.0,86.0,969.0,False,20.8,346,1.2,Belgian Grand Prix
103,0 days 00:50:23.296000,14.9,86.0,969.0,False,20.7,263,0.8,Belgian Grand Prix
104,0 days 00:52:23.318000,14.9,86.0,969.0,False,20.9,331,0.8,Belgian Grand Prix
105,0 days 00:54:23.354000,14.9,85.0,969.2,False,20.8,324,1.2,Belgian Grand Prix
106,0 days 00:58:23.359000,15.0,85.0,969.0,False,20.7,304,2.0,Belgian Grand Prix
107,0 days 00:59:23.330000,15.1,85.0,969.0,False,20.7,343,0.8,Belgian Grand Prix
108,0 days 01:02:23.386000,15.0,85.0,969.0,False,20.4,311,0.8,Belgian Grand Prix
109,0 days 01:08:23.407000,15.2,84.0,969.0,False,20.7,276,1.0,Belgian Grand Prix
110,0 days 01:09:23.418000,15.2,84.0,969.0,False,20.9,295,0.8,Belgian Grand Prix
111,0 days 01:12:23.450000,15.5,84.0,969.0,False,21.2,343,1.1,Belgian Grand Prix
112,0 days 01:20:23.479000,15.7,83.0,969.2,False,20.7,297,1.1,Belgian Grand Prix
113,0 days 01:22:23.481000,15.6,83.0,969.0,False,20.8,315,1.7,Belgian Grand Prix
