,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Session_ID,Event_Name
10,0 days 01:00:16.005000,VER,1,0 days 00:01:38.702000,11.0,4.0,,,0 days 00:00:31.520000,0 days 00:00:42.499000,0 days 00:00:24.683000,0 days 00:59:08.823000,0 days 00:59:51.322000,0 days 01:00:16.005000,,255.0,264.0,291.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:58:37.303000,2022-03-18 12:43:37.316,1,,False,,False,True,19.9,36.0,1016.0,False,33.9,7,0.8,Practice 1,Bahrain Grand Prix
11,0 days 01:01:55.195000,VER,1,0 days 00:01:39.190000,12.0,4.0,,,0 days 00:00:31.789000,0 days 00:00:42.890000,0 days 00:00:24.511000,0 days 01:00:47.794000,0 days 01:01:30.684000,0 days 01:01:55.195000,224.0,255.0,265.0,285.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:00:16.005000,2022-03-18 12:45:16.018,1,,False,,False,True,19.7,37.0,1016.0,False,33.8,10,0.8,Practice 1,Bahrain Grand Prix
12,0 days 01:03:34.067000,VER,1,0 days 00:01:38.872000,13.0,4.0,,,0 days 00:00:31.787000,0 days 00:00:42.524000,0 days 00:00:24.561000,0 days 01:02:26.982000,0 days 01:03:09.506000,0 days 01:03:34.067000,223.0,255.0,265.0,282.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:01:55.195000,2022-03-18 12:46:55.208,1,,False,,False,True,19.6,36.0,1016.0,False,33.5,5,0.8,Practice 1,Bahrain Grand Prix
13,0 days 01:05:12.957000,VER,1,0 days 00:01:38.890000,14.0,4.0,,,0 days 00:00:31.824000,0 days 00:00:42.433000,0 days 00:00:24.633000,0 days 01:04:05.891000,0 days 01:04:48.324000,0 days 01:05:12.957000,224.0,253.0,268.0,284.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 01:03:34.067000,2022-03-18 12:48:34.080,1,,False,,False,True,19.7,37.0,1015.9,False,33.5,1,1.0,Practice 1,Bahrain Grand Prix
14,0 days 01:06:52.017000,VER,1,0 days 00:01:39.060000,15.0,4.0,,,0 days 00:00:31.644000,0 days 00:00:42.611000,0 days 00:00:24.805000,0 days 01:05:44.601000,0 days 01:06:27.212000,0 days 01:06:52.017000,,254.0,266.0,289.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 01:05:12.957000,2022-03-18 12:50:12.970,1,,False,,False,True,19.7,37.0,1016.0,False,33.2,346,0.9,Practice 1,Bahrain Grand Prix
15,0 days 01:08:31.879000,VER,1,0 days 00:01:39.862000,16.0,4.0,,,0 days 00:00:31.830000,0 days 00:00:42.657000,0 days 00:00:25.375000,0 days 01:07:23.847000,0 days 01:08:06.504000,0 days 01:08:31.879000,226.0,253.0,264.0,284.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:06:52.017000,2022-03-18 12:51:52.030,1,,False,,False,True,19.7,38.0,1016.0,False,33.2,352,1.0,Practice 1,Bahrain Grand Prix
16,0 days 01:10:11.244000,VER,1,0 days 00:01:39.365000,17.0,4.0,,,0 days 00:00:32.009000,0 days 00:00:42.772000,0 days 00:00:24.584000,0 days 01:09:03.888000,0 days 01:09:46.660000,0 days 01:10:11.244000,223.0,254.0,268.0,282.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:08:31.879000,2022-03-18 12:53:31.892,1,,False,,False,True,19.8,37.0,1016.0,False,33.1,348,1.0,Practice 1,Bahrain Grand Prix
17,0 days 01:11:50.003000,VER,1,0 days 00:01:38.759000,18.0,4.0,,,0 days 00:00:31.695000,0 days 00:00:42.627000,0 days 00:00:24.437000,0 days 01:10:42.939000,0 days 01:11:25.566000,0 days 01:11:50.003000,227.0,255.0,269.0,283.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:10:11.244000,2022-03-18 12:55:11.257,1,,False,,False,True,19.7,37.0,1016.0,False,33.1,15,0.9,Practice 1,Bahrain Grand Prix
18,0 days 01:13:29.253000,VER,1,0 days 00:01:39.250000,19.0,4.0,,,0 days 00:00:31.819000,0 days 00:00:42.776000,0 days 00:00:24.655000,0 days 01:12:21.822000,0 days 01:13:04.598000,0 days 01:13:29.253000,226.0,256.0,266.0,282.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:11:50.003000,2022-03-18 12:56:50.016,1,,False,,False,True,19.7,36.0,1016.0,False,33.0,350,1.0,Practice 1,Bahrain Grand Prix
19,0 days 01:15:08.851000,VER,1,0 days 00:01:39.598000,20.0,4.0,,,0 days 00:00:31.794000,0 days 00:00:43.095000,0 days 00:00:24.709000,0 days 01:14:01.047000,0 days 01:14:44.142000,0 days 01:15:08.851000,223.0,256.0,266.0,287.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:13:29.253000,2022-03-18 12:58:29.266,1,,False,,False,True,19.6,36.0,1016.0,False,32.7,357,0.8,Practice 1,Bahrain Grand Prix
20,0 days 01:17:20.051000,VER,1,0 days 00:02:11.200000,21.0,4.0,,,0 days 00:00:39.459000,0 days 00:00:52.633000,0 days 00:00:39.108000,0 days 01:15:48.310000,0 days 01:16:40.943000,0 days 01:17:20.051000,175.0,176.0,60.0,233.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:15:08.851000,2022-03-18 13:00:08.864,1,,False,,False,True,19.6,36.0,1016.0,False,32.2,337,0.8,Practice 1,Bahrain Grand Prix
21,0 days 01:19:44.307000,VER,1,0 days 00:02:24.256000,22.0,4.0,,0 days 01:19:42.516000,0 days 00:01:05.784000,0 days 00:00:49.425000,0 days 00:00:29.047000,0 days 01:18:25.835000,0 days 01:19:15.260000,0 days 01:19:44.307000,170.0,206.0,,249.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 01:17:20.051000,2022-03-18 13:02:20.064,1,,False,,False,False,19.6,36.0,1016.0,False,32.0,9,0.9,Practice 1,Bahrain Grand Prix
22,0 days 00:20:46.708000,GAS,10,,1.0,1.0,0 days 00:18:57.021000,,,0 days 00:00:46.816000,0 days 00:00:26.924000,,0 days 00:20:19.917000,0 days 00:20:46.766000,206.0,234.0,280.0,184.0,False,HARD,1.0,True,AlphaTauri,0 days 00:18:57.021000,2022-03-18 12:03:57.034,1,,False,,False,False,19.8,36.0,1016.2,False,36.1,15,0.8,Practice 1,Bahrain Grand Prix
23,0 days 00:22:24.729000,GAS,10,0 days 00:01:38.021000,2.0,1.0,,,0 days 00:00:31.008000,0 days 00:00:42.047000,0 days 00:00:24.966000,0 days 00:21:17.716000,0 days 00:21:59.763000,0 days 00:22:24.729000,231.0,263.0,206.0,308.0,True,HARD,2.0,True,AlphaTauri,0 days 00:20:46.708000,2022-03-18 12:05:46.721,125,,False,,False,False,19.9,36.0,1016.0,False,36.1,350,1.0,Practice 1,Bahrain Grand Prix
24,0 days 00:35:16.747000,GAS,10,,3.0,1.0,,0 days 00:24:38.100000,0 days 00:00:42.078000,,,0 days 00:23:06.943000,,,186.0,,,137.0,False,HARD,3.0,True,AlphaTauri,0 days 00:22:24.729000,2022-03-18 12:07:24.742,51,,False,,False,False,19.7,37.0,1016.0,False,35.6,346,0.8,Practice 1,Bahrain Grand Prix
25,0 days 00:37:16.299000,GAS,10,,4.0,2.0,0 days 00:35:16.747000,,,0 days 00:00:45.281000,0 days 00:00:39.650000,,0 days 00:36:36.836000,0 days 00:37:16.369000,223.0,229.0,278.0,160.0,False,HARD,4.0,False,AlphaTauri,0 days 00:35:16.747000,2022-03-18 12:20:16.760,1,,False,,False,False,20.0,36.0,1016.0,False,35.2,357,0.8,Practice 1,Bahrain Grand Prix
26,0 days 00:38:53.230000,GAS,10,0 days 00:01:36.931000,5.0,2.0,,,0 days 00:00:30.921000,0 days 00:00:41.773000,0 days 00:00:24.237000,0 days 00:37:47.220000,0 days 00:38:28.993000,0 days 00:38:53.230000,229.0,264.0,279.0,310.0,True,HARD,5.0,False,AlphaTauri,0 days 00:37:16.299000,2022-03-18 12:22:16.312,1,,False,,False,True,19.9,36.0,1016.2,False,35.0,13,0.8,Practice 1,Bahrain Grand Prix
27,0 days 00:40:48.033000,GAS,10,0 days 00:01:54.803000,6.0,2.0,,,0 days 00:00:36.917000,0 days 00:00:47.559000,0 days 00:00:30.327000,0 days 00:39:30.147000,0 days 00:40:17.706000,0 days 00:40:48.033000,175.0,234.0,284.0,295.0,False,HARD,6.0,False,AlphaTauri,0 days 00:38:53.230000,2022-03-18 12:23:53.243,1,,False,,False,True,19.9,36.0,1016.0,False,35.0,356,1.1,Practice 1,Bahrain Grand Prix
28,0 days 00:42:45.520000,GAS,10,0 days 00:01:57.487000,7.0,2.0,,,0 days 00:00:37.586000,0 days 00:00:53.040000,0 days 00:00:26.861000,0 days 00:41:25.619000,0 days 00:42:18.659000,0 days 00:42:45.520000,104.0,220.0,282.0,316.0,False,HARD,7.0,False,AlphaTauri,0 days 00:40:48.033000,2022-03-18 12:25:48.046,1,,False,,False,True,20.0,38.0,1016.0,False,34.6,1,1.2,Practice 1,Bahrain Grand Prix
29,0 days 00:44:22.448000,GAS,10,0 days 00:01:36.928000,8.0,2.0,,,0 days 00:00:30.948000,0 days 00:00:41.832000,0 days 00:00:24.148000,0 days 00:43:16.468000,0 days 00:43:58.300000,0 days 00:44:22.448000,232.0,263.0,280.0,310.0,True,HARD,8.0,False,AlphaTauri,0 days 00:42:45.520000,2022-03-18 12:27:45.533,1,,False,,False,True,19.8,37.0,1016.0,True,34.5,31,0.7,Practice 1,Bahrain Grand Prix
30,0 days 00:46:18.015000,GAS,10,0 days 00:01:55.567000,9.0,2.0,,,0 days 00:00:34.463000,0 days 00:00:54.956000,0 days 00:00:26.148000,0 days 00:44:56.911000,0 days 00:45:51.867000,0 days 00:46:18.015000,174.0,186.0,283.0,293.0,False,HARD,9.0,False,AlphaTauri,0 days 00:44:22.448000,2022-03-18 12:29:22.461,1,,False,,False,True,19.9,36.0,1016.0,True,34.6,9,0.9,Practice 1,Bahrain Grand Prix
31,0 days 00:47:54.636000,GAS,10,0 days 00:01:36.621000,10.0,2.0,,,0 days 00:00:30.627000,0 days 00:00:41.925000,0 days 00:00:24.069000,0 days 00:46:48.642000,0 days 00:47:30.567000,0 days 00:47:54.636000,234.0,264.0,281.0,311.0,True,HARD,10.0,False,AlphaTauri,0 days 00:46:18.015000,2022-03-18 12:31:18.028,1,,False,,False,True,19.8,37.0,1016.0,False,34.7,346,0.6,Practice 1,Bahrain Grand Prix
32,0 days 00:49:47.065000,GAS,10,0 days 00:01:52.429000,11.0,2.0,,0 days 00:49:45.325000,0 days 00:00:32.422000,0 days 00:00:48.549000,0 days 00:00:31.458000,0 days 00:48:27.058000,0 days 00:49:15.607000,0 days 00:49:47.065000,215.0,140.0,,294.0,False,HARD,11.0,False,AlphaTauri,0 days 00:47:54.636000,2022-03-18 12:32:54.649,12,,False,,False,False,20.2,36.0,1016.0,False,34.6,8,0.6,Practice 1,Bahrain Grand Prix
33,0 days 01:00:02.582000,GAS,10,,12.0,3.0,0 days 00:58:11.540000,,,0 days 00:00:50.122000,0 days 00:00:25.430000,,0 days 00:59:37.254000,0 days 01:00:02.642000,200.0,208.0,281.0,178.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:49:47.065000,2022-03-18 12:34:47.078,12,,False,,False,False,20.1,36.0,1016.0,False,34.8,356,0.7,Practice 1,Bahrain Grand Prix
34,0 days 01:01:36.775000,GAS,10,0 days 00:01:34.193000,13.0,3.0,,,0 days 00:00:30.076000,0 days 00:00:40.492000,0 days 00:00:23.625000,0 days 01:00:32.658000,0 days 01:01:13.150000,0 days 01:01:36.775000,234.0,264.0,281.0,309.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:00:02.582000,2022-03-18 12:45:02.595,1,,False,,False,True,19.7,37.0,1016.0,False,33.8,10,0.8,Practice 1,Bahrain Grand Prix
35,0 days 01:03:45.794000,GAS,10,0 days 00:02:09.019000,14.0,3.0,,,0 days 00:00:40.347000,0 days 00:01:01.925000,0 days 00:00:26.747000,0 days 01:02:17.122000,0 days 01:03:19.047000,0 days 01:03:45.794000,62.0,173.0,282.0,285.0,False,SOFT,3.0,True,AlphaTauri,0 days 01:01:36.775000,2022-03-18 12:46:36.788,1,,False,,False,True,19.7,37.0,1016.0,False,33.5,23,1.0,Practice 1,Bahrain Grand Prix
36,0 days 01:05:21.263000,GAS,10,0 days 00:01:35.469000,15.0,3.0,,,0 days 00:00:30.344000,0 days 00:00:41.205000,0 days 00:00:23.920000,0 days 01:04:16.138000,0 days 01:04:57.343000,0 days 01:05:21.263000,232.0,263.0,282.0,309.0,False,SOFT,4.0,True,AlphaTauri,0 days 01:03:45.794000,2022-03-18 12:48:45.807,1,,False,,False,True,19.7,37.0,1015.9,False,33.5,1,1.0,Practice 1,Bahrain Grand Prix
37,0 days 01:07:03.912000,GAS,10,0 days 00:01:42.649000,16.0,3.0,,,0 days 00:00:32.700000,0 days 00:00:42.879000,0 days 00:00:27.070000,0 days 01:05:53.963000,0 days 01:06:36.842000,0 days 01:07:03.912000,231.0,238.0,273.0,296.0,False,SOFT,5.0,True,AlphaTauri,0 days 01:05:21.263000,2022-03-18 12:50:21.276,1,,False,,False,True,19.7,37.0,1016.0,False,33.2,346,0.9,Practice 1,Bahrain Grand Prix
38,0 days 01:08:41.544000,GAS,10,0 days 00:01:37.632000,17.0,3.0,,,0 days 00:00:31.429000,0 days 00:00:42.121000,0 days 00:00:24.082000,0 days 01:07:35.341000,0 days 01:08:17.462000,0 days 01:08:41.544000,232.0,253.0,273.0,289.0,False,SOFT,6.0,True,AlphaTauri,0 days 01:07:03.912000,2022-03-18 12:52:03.925,1,,False,,False,True,19.7,38.0,1016.0,False,33.1,0,0.8,Practice 1,Bahrain Grand Prix
39,0 days 01:10:19.136000,GAS,10,0 days 00:01:37.592000,18.0,3.0,,,0 days 00:00:31.405000,0 days 00:00:42.051000,0 days 00:00:24.136000,0 days 01:09:12.949000,0 days 01:09:55,0 days 01:10:19.136000,227.0,256.0,274.0,286.0,False,SOFT,7.0,True,AlphaTauri,0 days 01:08:41.544000,2022-03-18 12:53:41.557,1,,False,,False,True,19.8,37.0,1016.0,False,33.1,348,1.0,Practice 1,Bahrain Grand Prix
40,0 days 01:11:57.171000,GAS,10,0 days 00:01:38.035000,19.0,3.0,,,0 days 00:00:31.367000,0 days 00:00:42.310000,0 days 00:00:24.358000,0 days 01:10:50.503000,0 days 01:11:32.813000,0 days 01:11:57.171000,224.0,255.0,271.0,285.0,False,SOFT,8.0,True,AlphaTauri,0 days 01:10:19.136000,2022-03-18 12:55:19.149,1,,False,,False,True,19.7,37.0,1016.0,False,33.1,15,0.9,Practice 1,Bahrain Grand Prix
41,0 days 01:13:35.290000,GAS,10,0 days 00:01:38.119000,20.0,3.0,,,0 days 00:00:31.424000,0 days 00:00:42.370000,0 days 00:00:24.325000,0 days 01:12:28.595000,0 days 01:13:10.965000,0 days 01:13:35.290000,229.0,253.0,272.0,289.0,False,SOFT,9.0,True,AlphaTauri,0 days 01:11:57.171000,2022-03-18 12:56:57.184,1,,False,,False,True,19.6,36.0,1016.0,False,32.7,12,0.9,Practice 1,Bahrain Grand Prix
42,0 days 01:15:12.983000,GAS,10,0 days 00:01:37.693000,21.0,3.0,,,0 days 00:00:31.336000,0 days 00:00:42.104000,0 days 00:00:24.253000,0 days 01:14:06.626000,0 days 01:14:48.730000,0 days 01:15:12.983000,,259.0,274.0,290.0,False,SOFT,10.0,True,AlphaTauri,0 days 01:13:35.290000,2022-03-18 12:58:35.303,1,,False,,False,True,19.6,36.0,1016.0,False,32.7,357,0.8,Practice 1,Bahrain Grand Prix
43,0 days 01:17:04.707000,GAS,10,0 days 00:01:51.724000,22.0,3.0,,,0 days 00:00:31.881000,0 days 00:00:44.555000,0 days 00:00:35.288000,0 days 01:15:44.864000,0 days 01:16:29.419000,0 days 01:17:04.707000,228.0,181.0,74.0,289.0,False,SOFT,11.0,True,AlphaTauri,0 days 01:15:12.983000,2022-03-18 13:00:12.996,1,,False,,False,True,19.6,36.0,1016.0,False,32.2,337,0.8,Practice 1,Bahrain Grand Prix
44,0 days 01:19:26.464000,GAS,10,0 days 00:02:21.757000,23.0,3.0,,0 days 01:19:24.705000,0 days 00:01:13.101000,0 days 00:00:41.982000,0 days 00:00:26.674000,0 days 01:18:17.808000,0 days 01:18:59.790000,0 days 01:19:26.464000,233.0,261.0,,250.0,False,SOFT,12.0,True,AlphaTauri,0 days 01:17:04.707000,2022-03-18 13:02:04.720,1,,False,,False,False,19.6,36.0,1016.0,False,32.0,9,0.9,Practice 1,Bahrain Grand Prix
45,0 days 00:18:19.562000,PER,11,,1.0,1.0,0 days 00:16:34.560000,,,0 days 00:00:44.820000,0 days 00:00:27.028000,,0 days 00:17:52.654000,0 days 00:18:19.614000,223.0,247.0,275.0,191.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:16:34.560000,2022-03-18 12:01:34.573,1,,False,,False,False,20.0,36.0,1016.0,False,36.1,102,0.8,Practice 1,Bahrain Grand Prix
46,0 days 00:19:57.021000,PER,11,0 days 00:01:37.459000,2.0,1.0,,,0 days 00:00:31.506000,0 days 00:00:41.913000,0 days 00:00:24.040000,0 days 00:18:51.068000,0 days 00:19:32.981000,0 days 00:19:57.021000,227.0,262.0,277.0,304.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:18:19.562000,2022-03-18 12:03:19.575,1,,False,,False,True,19.9,37.0,1016.0,False,36.0,359,0.6,Practice 1,Bahrain Grand Prix
47,0 days 00:21:58.233000,PER,11,0 days 00:02:01.212000,3.0,1.0,,,0 days 00:00:40.163000,0 days 00:00:52.412000,0 days 00:00:28.637000,0 days 00:20:37.184000,0 days 00:21:29.596000,0 days 00:21:58.233000,168.0,217.0,267.0,227.0,False,HARD,3.0,True,Red Bull Racing,0 days 00:19:57.021000,2022-03-18 12:04:57.034,12,,False,,False,True,19.9,36.0,1016.0,False,36.1,350,1.0,Practice 1,Bahrain Grand Prix
48,0 days 00:36:38.404000,PER,11,,4.0,1.0,,0 days 00:24:08.413000,0 days 00:00:38.398000,,,0 days 00:22:36.826000,,,160.0,,,283.0,False,HARD,4.0,True,Red Bull Racing,0 days 00:21:58.233000,2022-03-18 12:06:58.246,251,,False,,False,False,19.7,37.0,1016.0,False,35.6,346,0.8,Practice 1,Bahrain Grand Prix
49,0 days 00:38:25.686000,PER,11,,5.0,2.0,0 days 00:36:38.404000,,,0 days 00:00:46.712000,0 days 00:00:28.230000,,0 days 00:37:57.584000,0 days 00:38:25.760000,203.0,220.0,278.0,190.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:36:38.404000,2022-03-18 12:21:38.417,1,,False,,False,False,20.0,36.0,1016.2,False,35.0,13,0.8,Practice 1,Bahrain Grand Prix
50,0 days 00:40:01.692000,PER,11,0 days 00:01:36.006000,6.0,2.0,,,0 days 00:00:30.704000,0 days 00:00:41.241000,0 days 00:00:24.061000,0 days 00:38:56.390000,0 days 00:39:37.631000,0 days 00:40:01.692000,232.0,264.0,281.0,311.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:38:25.686000,2022-03-18 12:23:25.699,1,,False,,False,True,19.9,36.0,1016.0,False,35.0,356,1.1,Practice 1,Bahrain Grand Prix
51,0 days 00:42:09.756000,PER,11,0 days 00:02:08.064000,7.0,2.0,,,0 days 00:00:39.156000,0 days 00:01:00.061000,0 days 00:00:28.847000,0 days 00:40:40.848000,0 days 00:41:40.909000,0 days 00:42:09.756000,180.0,175.0,281.0,233.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:40:01.692000,2022-03-18 12:25:01.705,1,,False,,False,True,20.0,38.0,1016.0,False,34.6,1,1.2,Practice 1,Bahrain Grand Prix
52,0 days 00:43:44.997000,PER,11,0 days 00:01:35.241000,8.0,2.0,,,0 days 00:00:30.458000,0 days 00:00:41.097000,0 days 00:00:23.686000,0 days 00:42:40.214000,0 days 00:43:21.311000,0 days 00:43:44.997000,232.0,263.0,280.0,313.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:42:09.756000,2022-03-18 12:27:09.769,1,,False,,False,True,19.8,37.0,1016.0,True,34.5,31,0.7,Practice 1,Bahrain Grand Prix
53,0 days 00:45:46.114000,PER,11,0 days 00:02:01.117000,9.0,2.0,,0 days 00:45:44.352000,0 days 00:00:40.832000,0 days 00:00:50.716000,0 days 00:00:29.569000,0 days 00:44:25.829000,0 days 00:45:16.545000,0 days 00:45:46.114000,181.0,194.0,,208.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:43:44.997000,2022-03-18 12:28:45.010,1,,False,,False,False,19.9,36.0,1016.0,True,34.6,7,0.6,Practice 1,Bahrain Grand Prix
54,0 days 00:48:15.332000,PER,11,0 days 00:02:29.218000,10.0,3.0,0 days 00:46:13.624000,,0 days 00:01:05.747000,0 days 00:00:55.417000,0 days 00:00:28.054000,0 days 00:46:51.861000,0 days 00:47:47.278000,0 days 00:48:15.332000,184.0,167.0,278.0,163.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 00:45:46.114000,2022-03-18 12:30:46.127,1,,False,,False,False,19.9,37.0,1016.0,False,34.6,18,0.9,Practice 1,Bahrain Grand Prix
55,0 days 00:49:50.382000,PER,11,0 days 00:01:35.050000,11.0,3.0,,,0 days 00:00:30.366000,0 days 00:00:41.024000,0 days 00:00:23.660000,0 days 00:48:45.698000,0 days 00:49:26.722000,0 days 00:49:50.382000,233.0,262.0,279.0,307.0,True,MEDIUM,7.0,False,Red Bull Racing,0 days 00:48:15.332000,2022-03-18 12:33:15.345,12,,False,,False,True,20.2,36.0,1016.0,False,34.6,8,0.6,Practice 1,Bahrain Grand Prix
56,0 days 00:51:39.550000,PER,11,0 days 00:01:49.168000,12.0,3.0,,0 days 00:51:37.796000,0 days 00:00:33.199000,0 days 00:00:47.376000,0 days 00:00:28.593000,0 days 00:50:23.581000,0 days 00:51:10.957000,0 days 00:51:39.550000,,223.0,,241.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:49:50.382000,2022-03-18 12:34:50.395,1,,False,,False,False,20.1,36.0,1016.0,False,34.8,356,0.7,Practice 1,Bahrain Grand Prix
