,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Event_Name
0,0 days 00:16:27.910000,33.3,39.0,1008.9,False,53.2,23,1.2,Miami Grand Prix
1,0 days 00:18:27.910000,33.4,39.0,1008.7,False,53.7,350,1.6,Miami Grand Prix
2,0 days 00:20:27.910000,33.4,40.0,1008.7,False,50.9,310,2.2,Miami Grand Prix
3,0 days 00:22:27.910000,33.3,40.0,1008.9,False,49.6,333,2.9,Miami Grand Prix
4,0 days 00:24:27.912000,33.1,41.0,1008.7,False,49.1,327,0.8,Miami Grand Prix
5,0 days 00:26:27.918000,33.5,40.0,1008.7,False,51.8,0,2.4,Miami Grand Prix
6,0 days 00:28:27.924000,33.7,38.0,1008.5,False,51.9,52,1.3,Miami Grand Prix
7,0 days 00:30:27.912000,33.5,39.0,1008.5,False,50.8,343,1.5,Miami Grand Prix
8,0 days 00:32:27.921000,33.5,38.0,1008.5,False,52.3,113,2.2,Miami Grand Prix
9,0 days 00:34:27.919000,33.2,40.0,1008.5,False,50.8,342,1.6,Miami Grand Prix
10,0 days 00:42:27.912000,32.8,41.0,1008.5,False,50.4,88,2.5,Miami Grand Prix
11,0 days 00:44:27.909000,32.8,42.0,1008.5,False,50.4,308,2.0,Miami Grand Prix
12,0 days 00:45:27.920000,32.9,42.0,1008.4,False,51.1,305,3.2,Miami Grand Prix
13,0 days 00:48:27.911000,33.3,41.0,1008.2,False,51.1,323,1.7,Miami Grand Prix
14,0 days 00:49:27.911000,33.3,41.0,1008.2,False,51.1,160,1.7,Miami Grand Prix
15,0 days 00:51:27.921000,33.2,39.0,1008.2,False,50.8,58,1.3,Miami Grand Prix
16,0 days 00:53:27.912000,33.1,39.0,1008.2,False,50.3,0,2.0,Miami Grand Prix
17,0 days 00:55:27.910000,33.1,40.0,1008.2,False,50.3,1,1.3,Miami Grand Prix
18,0 days 00:57:27.910000,33.1,40.0,1008.4,False,49.7,310,1.8,Miami Grand Prix
19,0 days 01:05:27.912000,32.9,40.0,1008.4,False,49.9,98,1.7,Miami Grand Prix
