,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:32.219000,0 days 00:01:23.746000,0 days 00:01:21.299000,,Canadian Grand Prix
1,14,ALO,alonso,Alpine,2293d1,alpine,2.0,,0 days 00:01:32.277000,0 days 00:01:24.848000,0 days 00:01:21.944000,,Canadian Grand Prix
2,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:32.781000,0 days 00:01:25.197000,0 days 00:01:22.096000,,Canadian Grand Prix
3,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:33.841000,0 days 00:01:25.543000,0 days 00:01:22.891000,,Canadian Grand Prix
4,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,5.0,,0 days 00:01:32.957000,0 days 00:01:26.254000,0 days 00:01:22.960000,,Canadian Grand Prix
5,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,6.0,,0 days 00:01:33.707000,0 days 00:01:25.684000,0 days 00:01:23.356000,,Canadian Grand Prix
6,31,OCO,ocon,Alpine,2293d1,alpine,7.0,,0 days 00:01:33.012000,0 days 00:01:26.135000,0 days 00:01:23.529000,,Canadian Grand Prix
7,63,RUS,russell,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:33.160000,0 days 00:01:24.950000,0 days 00:01:23.557000,,Canadian Grand Prix
8,3,RIC,ricciardo,McLaren,f58020,mclaren,9.0,,0 days 00:01:33.636000,0 days 00:01:26.375000,0 days 00:01:23.749000,,Canadian Grand Prix
9,24,ZHO,zhou,Alfa Romeo,b12039,alfa,10.0,,0 days 00:01:33.692000,0 days 00:01:26.116000,0 days 00:01:24.030000,,Canadian Grand Prix
10,77,BOT,bottas,Alfa Romeo,b12039,alfa,11.0,,0 days 00:01:33.689000,0 days 00:01:26.788000,,,Canadian Grand Prix
11,23,ALB,albon,Williams,37bedd,williams,12.0,,0 days 00:01:34.047000,0 days 00:01:26.858000,,,Canadian Grand Prix
12,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,13.0,,0 days 00:01:33.929000,0 days 00:01:33.127000,,,Canadian Grand Prix
13,4,NOR,norris,McLaren,f58020,mclaren,14.0,,0 days 00:01:34.066000,,,,Canadian Grand Prix
14,16,LEC,leclerc,Ferrari,ed1c24,ferrari,15.0,,0 days 00:01:33.008000,,,,Canadian Grand Prix
15,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,16.0,,0 days 00:01:34.492000,,,,Canadian Grand Prix
16,5,VET,vettel,Aston Martin,2d826d,aston_martin,17.0,,0 days 00:01:34.512000,,,,Canadian Grand Prix
17,18,STR,stroll,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:35.532000,,,,Canadian Grand Prix
18,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:35.660000,,,,Canadian Grand Prix
19,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,20.0,,0 days 00:01:36.575000,,,,Canadian Grand Prix
20,55,SAI,sainz,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:40.190000,0 days 00:01:41.602000,0 days 00:01:40.983000,,British Grand Prix
21,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:39.129000,0 days 00:01:40.655000,0 days 00:01:41.055000,,British Grand Prix
22,16,LEC,leclerc,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:39.846000,0 days 00:01:41.247000,0 days 00:01:41.298000,,British Grand Prix
23,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,4.0,,0 days 00:01:40.521000,0 days 00:01:42.513000,0 days 00:01:41.616000,,British Grand Prix
24,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,5.0,,0 days 00:01:40.428000,0 days 00:01:41.062000,0 days 00:01:41.995000,,British Grand Prix
25,4,NOR,norris,McLaren,f58020,mclaren,6.0,,0 days 00:01:41.515000,0 days 00:01:41.821000,0 days 00:01:42.084000,,British Grand Prix
26,14,ALO,alonso,Alpine,2293d1,alpine,7.0,,0 days 00:01:41.598000,0 days 00:01:42.209000,0 days 00:01:42.116000,,British Grand Prix
27,63,RUS,russell,Mercedes,6cd3bf,mercedes,8.0,,0 days 00:01:40.028000,0 days 00:01:41.725000,0 days 00:01:42.161000,,British Grand Prix
28,24,ZHO,zhou,Alfa Romeo,b12039,alfa,9.0,,0 days 00:01:40.791000,0 days 00:01:42.640000,0 days 00:01:42.719000,,British Grand Prix
29,6,LAT,latifi,Williams,37bedd,williams,10.0,,0 days 00:01:41.998000,0 days 00:01:43.273000,0 days 00:02:03.095000,,British Grand Prix
30,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,11.0,,0 days 00:01:41.680000,0 days 00:01:43.702000,,,British Grand Prix
31,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:41.396000,0 days 00:01:44.232000,,,British Grand Prix
32,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,13.0,,0 days 00:01:41.893000,0 days 00:01:44.311000,,,British Grand Prix
33,3,RIC,ricciardo,McLaren,f58020,mclaren,14.0,,0 days 00:01:41.933000,0 days 00:01:44.355000,,,British Grand Prix
34,31,OCO,ocon,Alpine,2293d1,alpine,15.0,,0 days 00:01:41.730000,0 days 00:01:45.190000,,,British Grand Prix
35,23,ALB,albon,Williams,37bedd,williams,16.0,,0 days 00:01:42.078000,,,,British Grand Prix
36,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,17.0,,0 days 00:01:42.159000,,,,British Grand Prix
37,5,VET,vettel,Aston Martin,2d826d,aston_martin,18.0,,0 days 00:01:42.666000,,,,British Grand Prix
38,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,19.0,,0 days 00:01:42.708000,,,,British Grand Prix
39,18,STR,stroll,Aston Martin,2d826d,aston_martin,20.0,,0 days 00:01:43.430000,,,,British Grand Prix
40,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,1.0,,0 days 00:01:05.852000,0 days 00:01:05.374000,0 days 00:01:04.984000,,Austrian Grand Prix
41,16,LEC,leclerc,Ferrari,ed1c24,ferrari,2.0,,0 days 00:01:05.419000,0 days 00:01:05.287000,0 days 00:01:05.013000,,Austrian Grand Prix
42,55,SAI,sainz,Ferrari,ed1c24,ferrari,3.0,,0 days 00:01:05.660000,0 days 00:01:05.576000,0 days 00:01:05.066000,,Austrian Grand Prix
43,63,RUS,russell,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:06.235000,0 days 00:01:05.697000,0 days 00:01:05.431000,,Austrian Grand Prix
44,31,OCO,ocon,Alpine,2293d1,alpine,5.0,,0 days 00:01:06.468000,0 days 00:01:05.993000,0 days 00:01:05.726000,,Austrian Grand Prix
45,20,MAG,kevin_magnussen,Haas F1 Team,b6babd,haas,6.0,,0 days 00:01:06.366000,0 days 00:01:05.894000,0 days 00:01:05.879000,,Austrian Grand Prix
46,47,MSC,mick_schumacher,Haas F1 Team,b6babd,haas,7.0,,0 days 00:01:06.405000,0 days 00:01:06.151000,0 days 00:01:06.011000,,Austrian Grand Prix
47,14,ALO,alonso,Alpine,2293d1,alpine,8.0,,0 days 00:01:06.016000,0 days 00:01:06.082000,0 days 00:01:06.103000,,Austrian Grand Prix
48,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,9.0,,0 days 00:01:06.079000,0 days 00:01:05.475000,0 days 00:01:13.151000,,Austrian Grand Prix
49,10,GAS,gasly,AlphaTauri,4e7c9b,alphatauri,10.0,,0 days 00:01:06.589000,0 days 00:01:06.160000,,,Austrian Grand Prix
50,23,ALB,albon,Williams,37bedd,williams,11.0,,0 days 00:01:06.516000,0 days 00:01:06.230000,,,Austrian Grand Prix
51,77,BOT,bottas,Alfa Romeo,b12039,alfa,12.0,,0 days 00:01:06.442000,0 days 00:01:06.319000,,,Austrian Grand Prix
52,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,13.0,,0 days 00:01:06.143000,0 days 00:01:06.458000,,,Austrian Grand Prix
53,22,TSU,tsunoda,AlphaTauri,4e7c9b,alphatauri,14.0,,0 days 00:01:06.463000,0 days 00:01:06.851000,,,Austrian Grand Prix
54,4,NOR,norris,McLaren,f58020,mclaren,15.0,,0 days 00:01:06.330000,0 days 00:01:25.847000,,,Austrian Grand Prix
55,3,RIC,ricciardo,McLaren,f58020,mclaren,16.0,,0 days 00:01:06.613000,,,,Austrian Grand Prix
56,18,STR,stroll,Aston Martin,2d826d,aston_martin,17.0,,0 days 00:01:06.847000,,,,Austrian Grand Prix
57,24,ZHO,zhou,Alfa Romeo,b12039,alfa,18.0,,0 days 00:01:06.901000,,,,Austrian Grand Prix
58,6,LAT,latifi,Williams,37bedd,williams,19.0,,0 days 00:01:07.003000,,,,Austrian Grand Prix
59,5,VET,vettel,Aston Martin,2d826d,aston_martin,20.0,,0 days 00:01:07.083000,,,,Austrian Grand Prix
60,16,LEC,leclerc,Ferrari,ed1c24,ferrari,1.0,,0 days 00:01:31.727000,0 days 00:01:31.216000,0 days 00:01:30.872000,,French Grand Prix
61,1,VER,max_verstappen,Red Bull Racing,1e5bc6,red_bull,2.0,,0 days 00:01:31.891000,0 days 00:01:31.990000,0 days 00:01:31.176000,,French Grand Prix
62,11,PER,perez,Red Bull Racing,1e5bc6,red_bull,3.0,,0 days 00:01:32.354000,0 days 00:01:32.120000,0 days 00:01:31.335000,,French Grand Prix
63,44,HAM,hamilton,Mercedes,6cd3bf,mercedes,4.0,,0 days 00:01:33.041000,0 days 00:01:32.274000,0 days 00:01:31.765000,,French Grand Prix
64,4,NOR,norris,McLaren,f58020,mclaren,5.0,,0 days 00:01:32.672000,0 days 00:01:32.777000,0 days 00:01:32.032000,,French Grand Prix
65,63,RUS,russell,Mercedes,6cd3bf,mercedes,6.0,,0 days 00:01:33.109000,0 days 00:01:32.633000,0 days 00:01:32.131000,,French Grand Prix
66,14,ALO,alonso,Alpine,2293d1,alpine,7.0,,0 days 00:01:32.819000,0 days 00:01:32.631000,0 days 00:01:32.552000,,French Grand Prix
