,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
62,11,PER,perez,Red Bull Racing,3671C6,red_bull,3.0,,0 days 00:01:58.899000,0 days 00:01:52.353000,0 days 00:01:47.045000,,Belgian Grand Prix
63,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,4.0,,0 days 00:01:58.563000,0 days 00:01:52.345000,0 days 00:01:47.087000,,Belgian Grand Prix
64,55,SAI,sainz,Ferrari,F91536,ferrari,5.0,,0 days 00:01:58.688000,0 days 00:01:51.711000,0 days 00:01:47.152000,,Belgian Grand Prix
65,81,PIA,piastri,McLaren,F58020,mclaren,6.0,,0 days 00:01:58.872000,0 days 00:01:51.534000,0 days 00:01:47.365000,,Belgian Grand Prix
66,4,NOR,norris,McLaren,F58020,mclaren,7.0,,0 days 00:01:59.981000,0 days 00:01:52.252000,0 days 00:01:47.669000,,Belgian Grand Prix
67,63,RUS,russell,Mercedes,6CD3BF,mercedes,8.0,,0 days 00:01:59.035000,0 days 00:01:52.605000,0 days 00:01:47.805000,,Belgian Grand Prix
68,14,ALO,alonso,Aston Martin,358C75,aston_martin,9.0,,0 days 00:01:58.834000,0 days 00:01:52.751000,0 days 00:01:47.843000,,Belgian Grand Prix
69,18,STR,stroll,Aston Martin,358C75,aston_martin,10.0,,0 days 00:01:59.663000,0 days 00:01:52.193000,0 days 00:01:48.841000,,Belgian Grand Prix
70,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,11.0,,0 days 00:01:59.044000,0 days 00:01:53.148000,,,Belgian Grand Prix
71,10,GAS,gasly,Alpine,2293D1,alpine,12.0,,0 days 00:01:59.511000,0 days 00:01:53.671000,,,Belgian Grand Prix
72,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,13.0,,0 days 00:02:00.020000,0 days 00:01:54.160000,,,Belgian Grand Prix
73,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,14.0,,0 days 00:01:59.484000,0 days 00:01:54.694000,,,Belgian Grand Prix
74,31,OCO,ocon,Alpine,2293D1,alpine,15.0,,0 days 00:01:59.634000,0 days 00:01:56.372000,,,Belgian Grand Prix
75,23,ALB,albon,Williams,37BEDD,williams,16.0,,0 days 00:02:00.314000,,,,Belgian Grand Prix
76,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,17.0,,0 days 00:02:00.832000,,,,Belgian Grand Prix
77,2,SAR,sargeant,Williams,37BEDD,williams,18.0,,0 days 00:02:01.535000,,,,Belgian Grand Prix
78,3,RIC,ricciardo,AlphaTauri,5E8FAA,alphatauri,19.0,,0 days 00:02:02.159000,,,,Belgian Grand Prix
79,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,20.0,,0 days 00:02:03.166000,,,,Belgian Grand Prix
