,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:05.116000,0 days 00:01:04.951000,0 days 00:01:04.391000,,Austrian Grand Prix
1,16,LEC,leclerc,Ferrari,F91536,ferrari,2.0,,0 days 00:01:05.577000,0 days 00:01:05.087000,0 days 00:01:04.439000,,Austrian Grand Prix
2,55,SAI,sainz,Ferrari,F91536,ferrari,3.0,,0 days 00:01:05.339000,0 days 00:01:04.975000,0 days 00:01:04.581000,,Austrian Grand Prix
3,4,NOR,norris,McLaren,F58020,mclaren,4.0,,0 days 00:01:05.617000,0 days 00:01:05.038000,0 days 00:01:04.658000,,Austrian Grand Prix
4,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,5.0,,0 days 00:01:05.673000,0 days 00:01:05.188000,0 days 00:01:04.819000,,Austrian Grand Prix
5,18,STR,stroll,Aston Martin,358C75,aston_martin,6.0,,0 days 00:01:05.710000,0 days 00:01:05.121000,0 days 00:01:04.893000,,Austrian Grand Prix
6,14,ALO,alonso,Aston Martin,358C75,aston_martin,7.0,,0 days 00:01:05.655000,0 days 00:01:05.181000,0 days 00:01:04.911000,,Austrian Grand Prix
7,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,8.0,,0 days 00:01:05.740000,0 days 00:01:05.362000,0 days 00:01:05.090000,,Austrian Grand Prix
8,10,GAS,gasly,Alpine,2293D1,alpine,9.0,,0 days 00:01:05.515000,0 days 00:01:05.308000,0 days 00:01:05.170000,,Austrian Grand Prix
9,23,ALB,albon,Williams,37BEDD,williams,10.0,,0 days 00:01:05.673000,0 days 00:01:05.387000,0 days 00:01:05.823000,,Austrian Grand Prix
10,63,RUS,russell,Mercedes,6CD3BF,mercedes,11.0,,0 days 00:01:05.686000,0 days 00:01:05.428000,,,Austrian Grand Prix
11,31,OCO,ocon,Alpine,2293D1,alpine,12.0,,0 days 00:01:05.729000,0 days 00:01:05.453000,,,Austrian Grand Prix
12,81,PIA,piastri,McLaren,F58020,mclaren,13.0,,0 days 00:01:05.683000,0 days 00:01:05.605000,,,Austrian Grand Prix
13,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,14.0,,0 days 00:01:05.763000,0 days 00:01:05.680000,,,Austrian Grand Prix
14,11,PER,perez,Red Bull Racing,3671C6,red_bull,15.0,,0 days 00:01:05.177000,0 days 00:02:06.688000,,,Austrian Grand Prix
15,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,16.0,,0 days 00:01:05.784000,,,,Austrian Grand Prix
16,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,17.0,,0 days 00:01:05.818000,,,,Austrian Grand Prix
17,2,SAR,sargeant,Williams,37BEDD,williams,18.0,,0 days 00:01:05.948000,,,,Austrian Grand Prix
18,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,19.0,,0 days 00:01:05.971000,,,,Austrian Grand Prix
19,21,DEV,de_vries,AlphaTauri,5E8FAA,alphatauri,20.0,,0 days 00:01:05.974000,,,,Austrian Grand Prix
20,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:29.428000,0 days 00:01:27.702000,0 days 00:01:26.720000,,British Grand Prix
21,4,NOR,norris,McLaren,F58020,mclaren,2.0,,0 days 00:01:28.917000,0 days 00:01:28.042000,0 days 00:01:26.961000,,British Grand Prix
22,81,PIA,piastri,McLaren,F58020,mclaren,3.0,,0 days 00:01:29.874000,0 days 00:01:27.845000,0 days 00:01:27.092000,,British Grand Prix
23,16,LEC,leclerc,Ferrari,F91536,ferrari,4.0,,0 days 00:01:29.143000,0 days 00:01:28.361000,0 days 00:01:27.136000,,British Grand Prix
24,55,SAI,sainz,Ferrari,F91536,ferrari,5.0,,0 days 00:01:29.865000,0 days 00:01:28.265000,0 days 00:01:27.148000,,British Grand Prix
25,63,RUS,russell,Mercedes,6CD3BF,mercedes,6.0,,0 days 00:01:29.412000,0 days 00:01:28.782000,0 days 00:01:27.155000,,British Grand Prix
26,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,7.0,,0 days 00:01:29.415000,0 days 00:01:28.545000,0 days 00:01:27.211000,,British Grand Prix
27,23,ALB,albon,Williams,37BEDD,williams,8.0,,0 days 00:01:29.466000,0 days 00:01:28.067000,0 days 00:01:27.530000,,British Grand Prix
28,14,ALO,alonso,Aston Martin,358C75,aston_martin,9.0,,0 days 00:01:29.949000,0 days 00:01:28.368000,0 days 00:01:27.659000,,British Grand Prix
29,10,GAS,gasly,Alpine,2293D1,alpine,10.0,,0 days 00:01:29.533000,0 days 00:01:28.751000,0 days 00:01:27.689000,,British Grand Prix
30,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,11.0,,0 days 00:01:29.603000,0 days 00:01:28.896000,,,British Grand Prix
31,18,STR,stroll,Aston Martin,358C75,aston_martin,12.0,,0 days 00:01:29.448000,0 days 00:01:28.935000,,,British Grand Prix
32,31,OCO,ocon,Alpine,2293D1,alpine,13.0,,0 days 00:01:29.700000,0 days 00:01:28.956000,,,British Grand Prix
33,2,SAR,sargeant,Williams,37BEDD,williams,14.0,,0 days 00:01:29.873000,0 days 00:01:29.031000,,,British Grand Prix
34,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,15.0,,0 days 00:01:29.798000,,,,British Grand Prix
35,11,PER,perez,Red Bull Racing,3671C6,red_bull,16.0,,0 days 00:01:29.968000,,,,British Grand Prix
36,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,17.0,,0 days 00:01:30.025000,,,,British Grand Prix
37,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,18.0,,0 days 00:01:30.123000,,,,British Grand Prix
38,21,DEV,de_vries,AlphaTauri,5E8FAA,alphatauri,19.0,,0 days 00:01:30.513000,,,,British Grand Prix
39,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,20.0,,0 days 00:01:32.378000,,,,British Grand Prix
40,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,1.0,,0 days 00:01:18.577000,0 days 00:01:17.427000,0 days 00:01:16.609000,,Hungarian Grand Prix
41,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,2.0,,0 days 00:01:18.318000,0 days 00:01:17.547000,0 days 00:01:16.612000,,Hungarian Grand Prix
42,4,NOR,norris,McLaren,F58020,mclaren,3.0,,0 days 00:01:18.697000,0 days 00:01:17.328000,0 days 00:01:16.694000,,Hungarian Grand Prix
43,81,PIA,piastri,McLaren,F58020,mclaren,4.0,,0 days 00:01:18.464000,0 days 00:01:17.571000,0 days 00:01:16.905000,,Hungarian Grand Prix
44,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,5.0,,0 days 00:01:18.143000,0 days 00:01:17.700000,0 days 00:01:16.971000,,Hungarian Grand Prix
45,16,LEC,leclerc,Ferrari,F91536,ferrari,6.0,,0 days 00:01:18.440000,0 days 00:01:17.580000,0 days 00:01:16.992000,,Hungarian Grand Prix
46,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,7.0,,0 days 00:01:18.775000,0 days 00:01:17.563000,0 days 00:01:17.034000,,Hungarian Grand Prix
47,14,ALO,alonso,Aston Martin,358C75,aston_martin,8.0,,0 days 00:01:18.580000,0 days 00:01:17.701000,0 days 00:01:17.035000,,Hungarian Grand Prix
48,11,PER,perez,Red Bull Racing,3671C6,red_bull,9.0,,0 days 00:01:18.360000,0 days 00:01:17.675000,0 days 00:01:17.045000,,Hungarian Grand Prix
49,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,10.0,,0 days 00:01:18.695000,0 days 00:01:17.652000,0 days 00:01:17.186000,,Hungarian Grand Prix
50,55,SAI,sainz,Ferrari,F91536,ferrari,11.0,,0 days 00:01:18.393000,0 days 00:01:17.703000,,,Hungarian Grand Prix
51,31,OCO,ocon,Alpine,2293D1,alpine,12.0,,0 days 00:01:18.854000,0 days 00:01:17.841000,,,Hungarian Grand Prix
52,3,RIC,ricciardo,AlphaTauri,5E8FAA,alphatauri,13.0,,0 days 00:01:18.906000,0 days 00:01:18.002000,,,Hungarian Grand Prix
53,18,STR,stroll,Aston Martin,358C75,aston_martin,14.0,,0 days 00:01:18.782000,0 days 00:01:18.144000,,,Hungarian Grand Prix
54,10,GAS,gasly,Alpine,2293D1,alpine,15.0,,0 days 00:01:18.743000,0 days 00:01:18.217000,,,Hungarian Grand Prix
55,23,ALB,albon,Williams,37BEDD,williams,16.0,,0 days 00:01:18.917000,,,,Hungarian Grand Prix
56,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,17.0,,0 days 00:01:18.919000,,,,Hungarian Grand Prix
57,63,RUS,russell,Mercedes,6CD3BF,mercedes,18.0,,0 days 00:01:19.027000,,,,Hungarian Grand Prix
58,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,19.0,,0 days 00:01:19.206000,,,,Hungarian Grand Prix
59,2,SAR,sargeant,Williams,37BEDD,williams,20.0,,0 days 00:01:19.248000,,,,Hungarian Grand Prix
60,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:58.515000,0 days 00:01:52.784000,0 days 00:01:46.168000,,Belgian Grand Prix
61,16,LEC,leclerc,Ferrari,F91536,ferrari,2.0,,0 days 00:01:58.300000,0 days 00:01:52.017000,0 days 00:01:46.988000,,Belgian Grand Prix
