,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000,,Bahrain Grand Prix
1,11,PER,perez,Red Bull Racing,3671C6,red_bull,2.0,,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000,,Bahrain Grand Prix
2,16,LEC,leclerc,Ferrari,F91536,ferrari,3.0,,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30,,Bahrain Grand Prix
3,55,SAI,sainz,Ferrari,F91536,ferrari,4.0,,0 days 00:01:30.993000,0 days 00:01:30.515000,0 days 00:01:30.154000,,Bahrain Grand Prix
4,14,ALO,alonso,Aston Martin,358C75,aston_martin,5.0,,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000,,Bahrain Grand Prix
5,63,RUS,russell,Mercedes,6CD3BF,mercedes,6.0,,0 days 00:01:31.057000,0 days 00:01:30.507000,0 days 00:01:30.340000,,Bahrain Grand Prix
6,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,7.0,,0 days 00:01:31.543000,0 days 00:01:30.513000,0 days 00:01:30.384000,,Bahrain Grand Prix
7,18,STR,stroll,Aston Martin,358C75,aston_martin,8.0,,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000,,Bahrain Grand Prix
8,31,OCO,ocon,Alpine,2293D1,alpine,9.0,,0 days 00:01:31.508000,0 days 00:01:30.914000,0 days 00:01:30.984000,,Bahrain Grand Prix
9,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,10.0,,0 days 00:01:31.204000,0 days 00:01:30.809000,,,Bahrain Grand Prix
10,4,NOR,norris,McLaren,F58020,mclaren,11.0,,0 days 00:01:31.652000,0 days 00:01:31.381000,,,Bahrain Grand Prix
11,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,12.0,,0 days 00:01:31.504000,0 days 00:01:31.443000,,,Bahrain Grand Prix
12,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,13.0,,0 days 00:01:31.615000,0 days 00:01:31.473000,,,Bahrain Grand Prix
13,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,14.0,,0 days 00:01:31.400000,0 days 00:01:32.510000,,,Bahrain Grand Prix
14,23,ALB,albon,Williams,37BEDD,williams,15.0,,0 days 00:01:31.461000,,,,Bahrain Grand Prix
15,2,SAR,sargeant,Williams,37BEDD,williams,16.0,,0 days 00:01:31.652000,,,,Bahrain Grand Prix
16,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,17.0,,0 days 00:01:31.892000,,,,Bahrain Grand Prix
17,81,PIA,piastri,McLaren,F58020,mclaren,18.0,,0 days 00:01:32.101000,,,,Bahrain Grand Prix
18,21,DEV,de_vries,AlphaTauri,5E8FAA,alphatauri,19.0,,0 days 00:01:32.121000,,,,Bahrain Grand Prix
19,10,GAS,gasly,Alpine,2293D1,alpine,20.0,,0 days 00:01:32.181000,,,,Bahrain Grand Prix
20,11,PER,perez,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:29.244000,0 days 00:01:28.635000,0 days 00:01:28.265000,,Saudi Arabian Grand Prix
21,16,LEC,leclerc,Ferrari,F91536,ferrari,2.0,,0 days 00:01:29.376000,0 days 00:01:28.903000,0 days 00:01:28.420000,,Saudi Arabian Grand Prix
22,14,ALO,alonso,Aston Martin,358C75,aston_martin,3.0,,0 days 00:01:29.298000,0 days 00:01:28.757000,0 days 00:01:28.730000,,Saudi Arabian Grand Prix
23,63,RUS,russell,Mercedes,6CD3BF,mercedes,4.0,,0 days 00:01:29.592000,0 days 00:01:29.132000,0 days 00:01:28.857000,,Saudi Arabian Grand Prix
24,55,SAI,sainz,Ferrari,F91536,ferrari,5.0,,0 days 00:01:29.411000,0 days 00:01:28.957000,0 days 00:01:28.931000,,Saudi Arabian Grand Prix
25,18,STR,stroll,Aston Martin,358C75,aston_martin,6.0,,0 days 00:01:29.335000,0 days 00:01:28.962000,0 days 00:01:28.945000,,Saudi Arabian Grand Prix
26,31,OCO,ocon,Alpine,2293D1,alpine,7.0,,0 days 00:01:29.707000,0 days 00:01:29.255000,0 days 00:01:29.078000,,Saudi Arabian Grand Prix
27,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,8.0,,0 days 00:01:29.689000,0 days 00:01:29.374000,0 days 00:01:29.223000,,Saudi Arabian Grand Prix
28,81,PIA,piastri,McLaren,F58020,mclaren,9.0,,0 days 00:01:29.706000,0 days 00:01:29.378000,0 days 00:01:29.243000,,Saudi Arabian Grand Prix
29,10,GAS,gasly,Alpine,2293D1,alpine,10.0,,0 days 00:01:29.890000,0 days 00:01:29.411000,0 days 00:01:29.357000,,Saudi Arabian Grand Prix
30,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,11.0,,0 days 00:01:29.547000,0 days 00:01:29.451000,,,Saudi Arabian Grand Prix
31,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,12.0,,0 days 00:01:29.654000,0 days 00:01:29.461000,,,Saudi Arabian Grand Prix
32,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,13.0,,0 days 00:01:29.744000,0 days 00:01:29.634000,,,Saudi Arabian Grand Prix
33,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,14.0,,0 days 00:01:29.929000,0 days 00:01:29.668000,,,Saudi Arabian Grand Prix
34,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,15.0,,0 days 00:01:28.761000,0 days 00:01:49.953000,,,Saudi Arabian Grand Prix
35,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,16.0,,0 days 00:01:29.939000,,,,Saudi Arabian Grand Prix
36,23,ALB,albon,Williams,37BEDD,williams,17.0,,0 days 00:01:29.994000,,,,Saudi Arabian Grand Prix
37,21,DEV,de_vries,AlphaTauri,5E8FAA,alphatauri,18.0,,0 days 00:01:30.244000,,,,Saudi Arabian Grand Prix
38,4,NOR,norris,McLaren,F58020,mclaren,19.0,,0 days 00:01:30.447000,,,,Saudi Arabian Grand Prix
39,2,SAR,sargeant,Williams,37BEDD,williams,20.0,,0 days 00:02:08.510000,,,,Saudi Arabian Grand Prix
40,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:17.384000,0 days 00:01:17.056000,0 days 00:01:16.732000,,Australian Grand Prix
