,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Event_Name
0,0 days 00:16:35.480000,29.3,58.0,1017.5,False,46.4,138,2.7,Miami Grand Prix
1,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
2,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
3,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
4,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
5,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
6,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
7,0 days 00:33:35.587000,28.6,62.0,1017.2,False,43.8,116,1.5,Miami Grand Prix
8,0 days 00:35:35.585000,29.0,58.0,1017.2,False,46.1,146,3.5,Miami Grand Prix
9,0 days 00:42:35.593000,28.5,60.0,1017.4,False,44.2,141,5.3,Miami Grand Prix
10,0 days 00:43:35.639000,28.3,62.0,1017.4,False,43.3,130,3.7,Miami Grand Prix
11,0 days 00:46:35.588000,28.3,62.0,1017.5,False,41.0,156,3.5,Miami Grand Prix
12,0 days 00:48:35.586000,28.4,61.0,1017.4,False,40.8,109,2.0,Miami Grand Prix
13,0 days 00:50:35.600000,28.5,60.0,1017.4,False,41.8,141,4.0,Miami Grand Prix
14,0 days 00:54:35.642000,28.5,59.0,1017.5,False,42.7,0,1.7,Miami Grand Prix
15,0 days 00:56:35.640000,28.6,58.0,1017.4,False,43.2,147,2.5,Miami Grand Prix
16,0 days 00:58:35.654000,28.8,59.0,1017.5,False,43.0,97,2.0,Miami Grand Prix
17,0 days 01:05:35.709000,28.4,61.0,1017.4,False,41.7,117,4.1,Miami Grand Prix
18,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
19,0 days 01:08:35.706000,28.4,59.0,1017.2,False,40.4,139,4.1,Miami Grand Prix
20,0 days 00:19:35.508000,29.2,58.0,1017.5,False,46.2,138,2.5,Miami Grand Prix
21,0 days 00:21:35.521000,29.1,58.0,1017.4,False,45.7,129,3.7,Miami Grand Prix
22,0 days 00:23:35.535000,28.9,58.0,1017.4,False,44.4,160,3.9,Miami Grand Prix
23,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
24,0 days 00:27:35.593000,28.7,60.0,1017.5,False,42.5,139,3.7,Miami Grand Prix
25,0 days 00:29:35.591000,28.6,59.0,1017.4,False,42.2,152,5.0,Miami Grand Prix
26,0 days 00:31:35.589000,28.5,60.0,1017.2,False,42.5,156,3.9,Miami Grand Prix
27,0 days 00:33:35.587000,28.6,62.0,1017.2,False,43.8,116,1.5,Miami Grand Prix
28,0 days 00:35:35.585000,29.0,58.0,1017.2,False,46.1,146,3.5,Miami Grand Prix
29,0 days 00:42:35.593000,28.5,60.0,1017.4,False,44.2,141,5.3,Miami Grand Prix
30,0 days 00:44:35.591000,28.4,62.0,1017.4,False,42.3,142,4.3,Miami Grand Prix
31,0 days 00:46:35.588000,28.3,62.0,1017.5,False,41.0,156,3.5,Miami Grand Prix
32,0 days 00:53:35.643000,28.5,61.0,1017.4,False,42.7,182,3.4,Miami Grand Prix
33,0 days 00:55:35.641000,28.6,59.0,1017.4,False,43.8,201,1.6,Miami Grand Prix
34,0 days 00:57:35.624000,28.7,59.0,1017.2,False,43.2,135,2.0,Miami Grand Prix
35,0 days 01:05:35.709000,28.4,61.0,1017.4,False,41.7,117,4.1,Miami Grand Prix
36,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
37,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
38,0 days 00:19:35.508000,29.2,58.0,1017.5,False,46.2,138,2.5,Miami Grand Prix
39,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
40,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
41,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
42,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
43,0 days 00:29:35.591000,28.6,59.0,1017.4,False,42.2,152,5.0,Miami Grand Prix
44,0 days 00:31:35.589000,28.5,60.0,1017.2,False,42.5,156,3.9,Miami Grand Prix
45,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
46,0 days 00:34:35.586000,28.8,59.0,1017.2,False,43.8,132,3.0,Miami Grand Prix
47,0 days 00:46:35.588000,28.3,62.0,1017.5,False,41.0,156,3.5,Miami Grand Prix
48,0 days 00:48:35.586000,28.4,61.0,1017.4,False,40.8,109,2.0,Miami Grand Prix
49,0 days 00:50:35.600000,28.5,60.0,1017.4,False,41.8,141,4.0,Miami Grand Prix
50,0 days 00:53:35.643000,28.5,61.0,1017.4,False,42.7,182,3.4,Miami Grand Prix
51,0 days 00:55:35.641000,28.6,59.0,1017.4,False,43.8,201,1.6,Miami Grand Prix
52,0 days 01:06:35.708000,28.5,60.0,1017.4,False,41.7,128,4.3,Miami Grand Prix
53,0 days 01:08:35.706000,28.4,59.0,1017.2,False,40.4,139,4.1,Miami Grand Prix
54,0 days 01:10:35.719000,28.6,59.0,1017.4,False,41.0,161,3.7,Miami Grand Prix
55,0 days 01:13:35.716000,28.8,59.0,1017.2,False,41.9,144,4.1,Miami Grand Prix
56,0 days 00:15:35.465000,29.1,58.0,1017.5,False,46.2,124,2.9,Miami Grand Prix
57,0 days 00:17:35.479000,29.1,58.0,1017.5,False,46.4,251,2.4,Miami Grand Prix
58,0 days 00:19:35.508000,29.2,58.0,1017.5,False,46.2,138,2.5,Miami Grand Prix
59,0 days 00:21:35.521000,29.1,58.0,1017.4,False,45.7,129,3.7,Miami Grand Prix
60,0 days 00:23:35.535000,28.9,58.0,1017.4,False,44.4,160,3.9,Miami Grand Prix
61,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
62,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
63,0 days 00:30:35.590000,28.5,60.0,1017.2,False,41.8,142,2.5,Miami Grand Prix
64,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
65,0 days 00:34:35.586000,28.8,59.0,1017.2,False,43.8,132,3.0,Miami Grand Prix
66,0 days 00:43:35.639000,28.3,62.0,1017.4,False,43.3,130,3.7,Miami Grand Prix
67,0 days 00:44:35.591000,28.4,62.0,1017.4,False,42.3,142,4.3,Miami Grand Prix
68,0 days 00:46:35.588000,28.3,62.0,1017.5,False,41.0,156,3.5,Miami Grand Prix
69,0 days 00:53:35.643000,28.5,61.0,1017.4,False,42.7,182,3.4,Miami Grand Prix
70,0 days 00:55:35.641000,28.6,59.0,1017.4,False,43.8,201,1.6,Miami Grand Prix
71,0 days 00:56:35.640000,28.6,58.0,1017.4,False,43.2,147,2.5,Miami Grand Prix
72,0 days 01:06:35.708000,28.5,60.0,1017.4,False,41.7,128,4.3,Miami Grand Prix
73,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
74,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
75,0 days 00:16:35.480000,29.3,58.0,1017.5,False,46.4,138,2.7,Miami Grand Prix
76,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
77,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
78,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
79,0 days 00:24:35.549000,28.9,60.0,1017.5,False,43.9,145,2.9,Miami Grand Prix
80,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
81,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
82,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
83,0 days 00:34:35.586000,28.8,59.0,1017.2,False,43.8,132,3.0,Miami Grand Prix
84,0 days 00:36:35.583000,29.0,58.0,1017.2,False,46.1,131,3.7,Miami Grand Prix
85,0 days 00:45:35.589000,28.3,62.0,1017.5,False,41.9,160,4.4,Miami Grand Prix
86,0 days 00:47:35.587000,28.4,62.0,1017.4,False,41.0,65,3.4,Miami Grand Prix
87,0 days 00:49:35.601000,28.5,60.0,1017.4,False,41.0,157,2.5,Miami Grand Prix
88,0 days 00:54:35.642000,28.5,59.0,1017.5,False,42.7,0,1.7,Miami Grand Prix
89,0 days 00:56:35.640000,28.6,58.0,1017.4,False,43.2,147,2.5,Miami Grand Prix
90,0 days 00:58:35.654000,28.8,59.0,1017.5,False,43.0,97,2.0,Miami Grand Prix
91,0 days 01:06:35.708000,28.5,60.0,1017.4,False,41.7,128,4.3,Miami Grand Prix
92,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
93,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
94,0 days 00:16:35.480000,29.3,58.0,1017.5,False,46.4,138,2.7,Miami Grand Prix
95,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
96,0 days 00:19:35.508000,29.2,58.0,1017.5,False,46.2,138,2.5,Miami Grand Prix
97,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
98,0 days 00:24:35.549000,28.9,60.0,1017.5,False,43.9,145,2.9,Miami Grand Prix
99,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
100,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
101,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
102,0 days 00:34:35.586000,28.8,59.0,1017.2,False,43.8,132,3.0,Miami Grand Prix
103,0 days 00:36:35.583000,29.0,58.0,1017.2,False,46.1,131,3.7,Miami Grand Prix
104,0 days 00:42:35.593000,28.5,60.0,1017.4,False,44.2,141,5.3,Miami Grand Prix
105,0 days 00:43:35.639000,28.3,62.0,1017.4,False,43.3,130,3.7,Miami Grand Prix
106,0 days 00:45:35.589000,28.3,62.0,1017.5,False,41.9,160,4.4,Miami Grand Prix
107,0 days 00:54:35.642000,28.5,59.0,1017.5,False,42.7,0,1.7,Miami Grand Prix
108,0 days 00:55:35.641000,28.6,59.0,1017.4,False,43.8,201,1.6,Miami Grand Prix
109,0 days 00:57:35.624000,28.7,59.0,1017.2,False,43.2,135,2.0,Miami Grand Prix
110,0 days 01:05:35.709000,28.4,61.0,1017.4,False,41.7,117,4.1,Miami Grand Prix
111,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
112,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
113,0 days 01:13:35.716000,28.8,59.0,1017.2,False,41.9,144,4.1,Miami Grand Prix
114,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
115,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
116,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
117,0 days 00:24:35.549000,28.9,60.0,1017.5,False,43.9,145,2.9,Miami Grand Prix
118,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
119,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
120,0 days 00:30:35.590000,28.5,60.0,1017.2,False,41.8,142,2.5,Miami Grand Prix
121,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
122,0 days 00:34:35.586000,28.8,59.0,1017.2,False,43.8,132,3.0,Miami Grand Prix
123,0 days 00:46:35.588000,28.3,62.0,1017.5,False,41.0,156,3.5,Miami Grand Prix
124,0 days 00:48:35.586000,28.4,61.0,1017.4,False,40.8,109,2.0,Miami Grand Prix
125,0 days 00:50:35.600000,28.5,60.0,1017.4,False,41.8,141,4.0,Miami Grand Prix
126,0 days 00:52:35.613000,28.5,61.0,1017.4,False,42.6,147,2.2,Miami Grand Prix
127,0 days 00:54:35.642000,28.5,59.0,1017.5,False,42.7,0,1.7,Miami Grand Prix
128,0 days 00:56:35.640000,28.6,58.0,1017.4,False,43.2,147,2.5,Miami Grand Prix
129,0 days 01:06:35.708000,28.5,60.0,1017.4,False,41.7,128,4.3,Miami Grand Prix
130,0 days 01:08:35.706000,28.4,59.0,1017.2,False,40.4,139,4.1,Miami Grand Prix
131,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
132,0 days 00:16:35.480000,29.3,58.0,1017.5,False,46.4,138,2.7,Miami Grand Prix
133,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
134,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
135,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
136,0 days 00:24:35.549000,28.9,60.0,1017.5,False,43.9,145,2.9,Miami Grand Prix
137,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
138,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
139,0 days 00:32:35.588000,28.5,61.0,1017.2,False,43.1,146,3.0,Miami Grand Prix
140,0 days 00:33:35.587000,28.6,62.0,1017.2,False,43.8,116,1.5,Miami Grand Prix
141,0 days 00:35:35.585000,29.0,58.0,1017.2,False,46.1,146,3.5,Miami Grand Prix
142,0 days 00:45:35.589000,28.3,62.0,1017.5,False,41.9,160,4.4,Miami Grand Prix
143,0 days 00:47:35.587000,28.4,62.0,1017.4,False,41.0,65,3.4,Miami Grand Prix
144,0 days 00:49:35.601000,28.5,60.0,1017.4,False,41.0,157,2.5,Miami Grand Prix
145,0 days 00:54:35.642000,28.5,59.0,1017.5,False,42.7,0,1.7,Miami Grand Prix
146,0 days 00:55:35.641000,28.6,59.0,1017.4,False,43.8,201,1.6,Miami Grand Prix
147,0 days 00:57:35.624000,28.7,59.0,1017.2,False,43.2,135,2.0,Miami Grand Prix
148,0 days 01:05:35.709000,28.4,61.0,1017.4,False,41.7,117,4.1,Miami Grand Prix
149,0 days 01:07:35.707000,28.4,59.0,1017.2,False,41.0,117,3.2,Miami Grand Prix
150,0 days 01:09:35.720000,28.5,59.0,1017.2,False,40.5,138,4.1,Miami Grand Prix
151,0 days 00:16:35.480000,29.3,58.0,1017.5,False,46.4,138,2.7,Miami Grand Prix
152,0 days 00:18:35.478000,29.2,57.0,1017.4,False,46.6,167,3.9,Miami Grand Prix
153,0 days 00:20:35.522000,29.1,58.0,1017.4,False,45.8,140,3.0,Miami Grand Prix
154,0 days 00:22:35.520000,29.0,58.0,1017.5,False,45.4,95,3.2,Miami Grand Prix
155,0 days 00:25:35.564000,28.8,60.0,1017.4,False,43.6,102,4.1,Miami Grand Prix
156,0 days 00:26:35.563000,28.6,60.0,1017.5,False,42.7,148,2.5,Miami Grand Prix
157,0 days 00:28:35.592000,28.7,59.0,1017.4,False,42.5,136,3.9,Miami Grand Prix
158,0 days 00:42:35.593000,28.5,60.0,1017.4,False,44.2,141,5.3,Miami Grand Prix
159,0 days 00:43:35.639000,28.3,62.0,1017.4,False,43.3,130,3.7,Miami Grand Prix
