,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
54,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,15.0,,0 days 00:01:13.862000,0 days 00:01:14.477000,,,Spanish Grand Prix
55,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,16.0,,0 days 00:01:13.977000,,,,Spanish Grand Prix
56,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,17.0,,0 days 00:01:14.042000,,,,Spanish Grand Prix
57,23,ALB,albon,Williams,37BEDD,williams,18.0,,0 days 00:01:14.063000,,,,Spanish Grand Prix
58,16,LEC,leclerc,Ferrari,F91536,ferrari,19.0,,0 days 00:01:14.079000,,,,Spanish Grand Prix
59,2,SAR,sargeant,Williams,37BEDD,williams,20.0,,0 days 00:01:14.699000,,,,Spanish Grand Prix
60,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:20.851000,0 days 00:01:19.092000,0 days 00:01:25.858000,,Canadian Grand Prix
61,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,2.0,,0 days 00:01:22.730000,0 days 00:01:20.305000,0 days 00:01:27.102000,,Canadian Grand Prix
62,14,ALO,alonso,Aston Martin,358C75,aston_martin,3.0,,0 days 00:01:21.481000,0 days 00:01:19.776000,0 days 00:01:27.286000,,Canadian Grand Prix
63,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,4.0,,0 days 00:01:21.554000,0 days 00:01:20.426000,0 days 00:01:27.627000,,Canadian Grand Prix
64,63,RUS,russell,Mercedes,6CD3BF,mercedes,5.0,,0 days 00:01:21.798000,0 days 00:01:20.098000,0 days 00:01:27.893000,,Canadian Grand Prix
65,31,OCO,ocon,Alpine,2293D1,alpine,6.0,,0 days 00:01:22.114000,0 days 00:01:20.406000,0 days 00:01:27.945000,,Canadian Grand Prix
66,4,NOR,norris,McLaren,F58020,mclaren,7.0,,0 days 00:01:21.998000,0 days 00:01:19.347000,0 days 00:01:28.046000,,Canadian Grand Prix
67,55,SAI,sainz,Ferrari,F91536,ferrari,8.0,,0 days 00:01:22.248000,0 days 00:01:19.856000,0 days 00:01:29.294000,,Canadian Grand Prix
68,81,PIA,piastri,McLaren,F58020,mclaren,9.0,,0 days 00:01:22.190000,0 days 00:01:19.659000,0 days 00:01:31.349000,,Canadian Grand Prix
69,23,ALB,albon,Williams,37BEDD,williams,10.0,,0 days 00:01:21.938000,0 days 00:01:18.725000,,,Canadian Grand Prix
70,16,LEC,leclerc,Ferrari,F91536,ferrari,11.0,,0 days 00:01:21.843000,0 days 00:01:20.615000,,,Canadian Grand Prix
71,11,PER,perez,Red Bull Racing,3671C6,red_bull,12.0,,0 days 00:01:22.151000,0 days 00:01:20.959000,,,Canadian Grand Prix
72,18,STR,stroll,Aston Martin,358C75,aston_martin,13.0,,0 days 00:01:22.677000,0 days 00:01:21.484000,,,Canadian Grand Prix
73,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,14.0,,0 days 00:01:22.351000,0 days 00:01:21.678000,,,Canadian Grand Prix
74,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,15.0,,0 days 00:01:22.332000,0 days 00:01:21.821000,,,Canadian Grand Prix
75,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,16.0,,0 days 00:01:22.746000,,,,Canadian Grand Prix
76,10,GAS,gasly,Alpine,2293D1,alpine,17.0,,0 days 00:01:22.886000,,,,Canadian Grand Prix
77,21,DEV,de_vries,AlphaTauri,5E8FAA,alphatauri,18.0,,0 days 00:01:23.137000,,,,Canadian Grand Prix
78,2,SAR,sargeant,Williams,37BEDD,williams,19.0,,0 days 00:01:23.337000,,,,Canadian Grand Prix
79,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,20.0,,0 days 00:01:23.342000,,,,Canadian Grand Prix
