,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Session_ID,Event_Name
0,0 days 00:18:36.345000,VER,1,,1.0,1.0,0 days 00:16:40.628000,,,0 days 00:00:38.518000,0 days 00:00:44.186000,,0 days 00:17:52.298000,0 days 00:18:36.563000,153.0,196.0,302.0,199.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:16:40.628000,2023-11-17 04:31:40.629,1,,False,,False,False,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
1,0 days 00:20:21.545000,VER,1,0 days 00:01:45.200000,2.0,1.0,,,0 days 00:00:31.296000,0 days 00:00:34.817000,0 days 00:00:39.087000,0 days 00:19:07.641000,0 days 00:19:42.458000,0 days 00:20:21.545000,167.0,201.0,311.0,245.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:18:36.345000,2023-11-17 04:33:36.346,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
2,0 days 00:22:05.942000,VER,1,0 days 00:01:44.397000,3.0,1.0,,,0 days 00:00:30.125000,0 days 00:00:34.897000,0 days 00:00:39.375000,0 days 00:20:51.670000,0 days 00:21:26.567000,0 days 00:22:05.942000,171.0,203.0,312.0,254.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:20:21.545000,2023-11-17 04:35:21.546,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
3,0 days 00:24:00.698000,VER,1,,4.0,1.0,,0 days 00:24:00.698000,0 days 00:00:29.292000,0 days 00:00:33.621000,,0 days 00:22:35.418000,0 days 00:23:09.058000,,177.0,204.0,,197.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:22:05.942000,2023-11-17 04:37:05.943,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
4,0 days 00:17:19.657000,GAS,10,,1.0,1.0,0 days 00:15:22.129000,,,0 days 00:00:43.355000,0 days 00:00:41.297000,,0 days 00:16:38.456000,0 days 00:17:19.783000,146.0,187.0,212.0,274.0,False,MEDIUM,1.0,True,Alpine,0 days 00:15:22.129000,2023-11-17 04:30:22.130,1,,False,,False,False,16.6,66.0,943.7,False,18.7,0,0.0,Practice 1,Las Vegas Grand Prix
5,0 days 00:19:14.015000,GAS,10,0 days 00:01:54.358000,2.0,1.0,,,0 days 00:00:34.385000,0 days 00:00:40.056000,0 days 00:00:39.917000,0 days 00:17:54.042000,0 days 00:18:34.098000,0 days 00:19:14.015000,150.0,196.0,241.0,283.0,True,MEDIUM,2.0,True,Alpine,0 days 00:17:19.657000,2023-11-17 04:32:19.658,1,,False,,False,True,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
6,0 days 00:21:08.914000,GAS,10,0 days 00:01:54.899000,3.0,1.0,,,0 days 00:00:33.273000,0 days 00:00:38.849000,0 days 00:00:42.777000,0 days 00:19:47.288000,0 days 00:20:26.137000,0 days 00:21:08.914000,157.0,194.0,264.0,195.0,False,MEDIUM,3.0,True,Alpine,0 days 00:19:14.015000,2023-11-17 04:34:14.016,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
7,0 days 00:22:57.167000,GAS,10,0 days 00:01:48.253000,4.0,1.0,,,0 days 00:00:32.078000,0 days 00:00:36.290000,0 days 00:00:39.885000,0 days 00:21:40.992000,0 days 00:22:17.282000,0 days 00:22:57.167000,164.0,205.0,280.0,250.0,True,MEDIUM,4.0,True,Alpine,0 days 00:21:08.914000,2023-11-17 04:36:08.915,12,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
8,0 days 00:25:18.978000,GAS,10,,5.0,1.0,,0 days 00:25:18.978000,0 days 00:00:31.222000,,,0 days 00:23:28.652000,,,166.0,,,,False,MEDIUM,5.0,True,Alpine,0 days 00:22:57.167000,2023-11-17 04:37:57.168,25,,False,,False,False,16.9,66.0,943.7,False,18.8,222,1.2,Practice 1,Las Vegas Grand Prix
9,0 days 00:18:10.756000,PER,11,,1.0,1.0,0 days 00:16:16.503000,,,0 days 00:00:41.492000,0 days 00:00:41.379000,,0 days 00:17:29.595000,0 days 00:18:10.907000,141.0,186.0,229.0,248.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:16:16.503000,2023-11-17 04:31:16.504,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
10,0 days 00:20:02.704000,PER,11,0 days 00:01:51.948000,2.0,1.0,,,0 days 00:00:32.721000,0 days 00:00:39.385000,0 days 00:00:39.842000,0 days 00:18:43.477000,0 days 00:19:22.862000,0 days 00:20:02.704000,161.0,194.0,246.0,276.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:18:10.756000,2023-11-17 04:33:10.757,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
11,0 days 00:21:49.497000,PER,11,0 days 00:01:46.793000,3.0,1.0,,,0 days 00:00:31.568000,0 days 00:00:36.058000,0 days 00:00:39.167000,0 days 00:20:34.272000,0 days 00:21:10.330000,0 days 00:21:49.497000,170.0,200.0,283.0,270.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:20:02.704000,2023-11-17 04:35:02.705,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
12,0 days 00:26:09.789000,PER,11,,4.0,1.0,,0 days 00:26:09.789000,0 days 00:00:30.293000,0 days 00:00:34.424000,,0 days 00:22:20.028000,0 days 00:22:54.418000,,172.0,204.0,,170.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:21:49.497000,2023-11-17 04:36:49.498,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
13,0 days 00:23:14.074000,ALO,14,,1.0,1.0,0 days 00:21:25.247000,,,0 days 00:00:36.960000,0 days 00:00:41.802000,,0 days 00:22:32.293000,0 days 00:23:14.074000,156.0,195.0,252.0,273.0,False,SOFT,1.0,True,Aston Martin,0 days 00:21:25.247000,2023-11-17 04:36:25.248,12,,False,,False,False,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
14,0 days 00:18:44.147000,LEC,16,,1.0,1.0,0 days 00:16:35.659000,,,0 days 00:00:41.192000,0 days 00:00:47.663000,,0 days 00:17:56.767000,0 days 00:18:44.219000,142.0,176.0,267.0,117.0,False,SOFT,1.0,True,Ferrari,0 days 00:16:35.659000,2023-11-17 04:31:35.660,1,,False,,False,False,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
15,0 days 00:20:28.166000,LEC,16,0 days 00:01:44.019000,2.0,1.0,,,0 days 00:00:30.365000,0 days 00:00:34.809000,0 days 00:00:38.845000,0 days 00:19:14.512000,0 days 00:19:49.321000,0 days 00:20:28.166000,169.0,201.0,280.0,311.0,True,SOFT,2.0,True,Ferrari,0 days 00:18:44.147000,2023-11-17 04:33:44.148,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
16,0 days 00:22:09.075000,LEC,16,0 days 00:01:40.909000,3.0,1.0,,,0 days 00:00:29.274000,0 days 00:00:33.623000,0 days 00:00:38.012000,0 days 00:20:57.440000,0 days 00:21:31.063000,0 days 00:22:09.075000,175.0,205.0,301.0,305.0,True,SOFT,3.0,True,Ferrari,0 days 00:20:28.166000,2023-11-17 04:35:28.167,1,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
17,0 days 00:24:48.885000,LEC,16,,4.0,1.0,,0 days 00:24:48.885000,0 days 00:00:39.665000,,,0 days 00:22:48.949000,,,90.0,,,,False,SOFT,4.0,True,Ferrari,0 days 00:22:09.075000,2023-11-17 04:37:09.076,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
18,0 days 00:17:32.205000,STR,18,,1.0,1.0,0 days 00:15:04.020000,0 days 00:17:28.502000,,0 days 00:00:46.848000,0 days 00:00:59.553000,,0 days 00:16:32.831000,0 days 00:17:32.205000,139.0,160.0,,214.0,False,SOFT,1.0,True,Aston Martin,0 days 00:15:04.020000,2023-11-17 04:30:04.021,1,,False,,False,False,16.6,66.0,943.7,False,18.7,0,0.0,Practice 1,Las Vegas Grand Prix
19,0 days 00:20:28.202000,STR,18,,2.0,2.0,0 days 00:17:58.861000,0 days 00:20:24.905000,0 days 00:01:06.410000,0 days 00:00:48.791000,0 days 00:01:00.790000,0 days 00:18:38.704000,0 days 00:19:27.609000,0 days 00:20:28.202000,142.0,147.0,,205.0,False,SOFT,2.0,False,Aston Martin,0 days 00:17:32.205000,2023-11-17 04:32:32.206,1,,False,,False,False,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
20,0 days 00:18:27.147000,MAG,20,,1.0,1.0,0 days 00:16:27.847000,,,0 days 00:00:42.375000,0 days 00:00:44.102000,,0 days 00:17:43.220000,0 days 00:18:27.219000,157.0,188.0,266.0,209.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:16:27.847000,2023-11-17 04:31:27.848,1,,False,,False,False,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
21,0 days 00:20:16.936000,MAG,20,0 days 00:01:49.789000,2.0,1.0,,,0 days 00:00:31.475000,0 days 00:00:38.900000,0 days 00:00:39.414000,0 days 00:18:58.622000,0 days 00:19:37.522000,0 days 00:20:16.936000,168.0,200.0,295.0,262.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:18:27.147000,2023-11-17 04:33:27.148,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
22,0 days 00:22:01.197000,MAG,20,0 days 00:01:44.261000,3.0,1.0,,,0 days 00:00:30.160000,0 days 00:00:34.983000,0 days 00:00:39.118000,0 days 00:20:47.096000,0 days 00:21:22.079000,0 days 00:22:01.197000,174.0,201.0,307.0,254.0,True,SOFT,3.0,True,Haas F1 Team,0 days 00:20:16.936000,2023-11-17 04:35:16.937,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
23,0 days 00:24:23.901000,MAG,20,,4.0,1.0,,0 days 00:24:23.901000,0 days 00:00:40.857000,0 days 00:00:44.765000,,0 days 00:22:42.246000,0 days 00:23:27.011000,,130.0,120.0,,,False,SOFT,4.0,True,Haas F1 Team,0 days 00:22:01.197000,2023-11-17 04:37:01.198,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
24,0 days 00:18:02.444000,TSU,22,,1.0,1.0,0 days 00:16:04.644000,,,0 days 00:00:41.540000,0 days 00:00:42.691000,,0 days 00:17:19.939000,0 days 00:18:02.595000,149.0,185.0,259.0,208.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 00:16:04.644000,2023-11-17 04:31:04.645,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
25,0 days 00:19:53.999000,TSU,22,0 days 00:01:51.555000,2.0,1.0,,,0 days 00:00:33.577000,0 days 00:00:37.903000,0 days 00:00:40.075000,0 days 00:18:36.021000,0 days 00:19:13.924000,0 days 00:19:53.999000,162.0,197.0,277.0,257.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 00:18:02.444000,2023-11-17 04:33:02.445,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
26,0 days 00:21:39.907000,TSU,22,0 days 00:01:45.908000,3.0,1.0,,,0 days 00:00:31.317000,0 days 00:00:35.496000,0 days 00:00:39.095000,0 days 00:20:25.316000,0 days 00:21:00.812000,0 days 00:21:39.907000,170.0,203.0,295.0,295.0,True,MEDIUM,3.0,True,AlphaTauri,0 days 00:19:53.999000,2023-11-17 04:34:54.000,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
27,0 days 00:23:33.946000,TSU,22,0 days 00:01:54.039000,4.0,1.0,,,0 days 00:00:30.355000,0 days 00:00:34.309000,0 days 00:00:49.375000,0 days 00:22:10.262000,0 days 00:22:44.571000,0 days 00:23:33.946000,174.0,204.0,295.0,111.0,False,MEDIUM,4.0,True,AlphaTauri,0 days 00:21:39.907000,2023-11-17 04:36:39.908,12,,False,,False,True,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
28,0 days 00:21:11.467000,ALB,23,,1.0,1.0,0 days 00:19:09.906000,,,0 days 00:00:44.838000,0 days 00:00:42.443000,,0 days 00:20:29.202000,0 days 00:21:11.467000,142.0,186.0,251.0,225.0,False,HARD,1.0,True,Williams,0 days 00:19:09.906000,2023-11-17 04:34:09.907,1,,False,,False,False,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
29,0 days 00:23:11.523000,ALB,23,0 days 00:02:00.056000,2.0,1.0,,0 days 00:23:08.418000,0 days 00:00:32.951000,0 days 00:00:38.796000,0 days 00:00:48.309000,0 days 00:21:44.418000,0 days 00:22:23.214000,0 days 00:23:11.523000,158.0,195.0,,250.0,False,HARD,2.0,True,Williams,0 days 00:21:11.467000,2023-11-17 04:36:11.468,12,,False,,False,False,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
30,0 days 00:17:30.840000,ZHO,24,,1.0,1.0,0 days 00:15:14.723000,,,0 days 00:00:45.791000,0 days 00:00:53.491000,,0 days 00:16:37.487000,0 days 00:17:30.970000,129.0,175.0,266.0,166.0,False,HARD,1.0,True,Alfa Romeo,0 days 00:15:14.723000,2023-11-17 04:30:14.724,1,,False,,False,False,16.6,66.0,943.7,False,18.7,0,0.0,Practice 1,Las Vegas Grand Prix
31,0 days 00:19:24.176000,ZHO,24,0 days 00:01:53.336000,2.0,1.0,,,0 days 00:00:34.032000,0 days 00:00:38.750000,0 days 00:00:40.554000,0 days 00:18:04.872000,0 days 00:18:43.622000,0 days 00:19:24.176000,159.0,197.0,281.0,205.0,True,HARD,2.0,True,Alfa Romeo,0 days 00:17:30.840000,2023-11-17 04:32:30.841,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
32,0 days 00:21:12.998000,ZHO,24,0 days 00:01:48.822000,3.0,1.0,,,0 days 00:00:32.078000,0 days 00:00:36.626000,0 days 00:00:40.118000,0 days 00:19:56.254000,0 days 00:20:32.880000,0 days 00:21:12.998000,168.0,201.0,282.0,199.0,True,HARD,3.0,True,Alfa Romeo,0 days 00:19:24.176000,2023-11-17 04:34:24.177,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
33,0 days 00:23:27.876000,ZHO,24,0 days 00:02:14.878000,4.0,1.0,,,0 days 00:00:38.019000,0 days 00:00:43.144000,0 days 00:00:53.715000,0 days 00:21:51.017000,0 days 00:22:34.161000,0 days 00:23:27.876000,139.0,134.0,282.0,165.0,False,HARD,4.0,True,Alfa Romeo,0 days 00:21:12.998000,2023-11-17 04:36:12.999,12,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
34,0 days 00:18:47.078000,HUL,27,,1.0,1.0,0 days 00:16:49.987000,,,0 days 00:00:41.547000,0 days 00:00:43.390000,,0 days 00:18:03.876000,0 days 00:18:47.172000,139.0,193.0,262.0,197.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:16:49.987000,2023-11-17 04:31:49.988,1,,False,,False,False,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
35,0 days 00:20:35.097000,HUL,27,0 days 00:01:48.019000,2.0,1.0,,,0 days 00:00:32.236000,0 days 00:00:36.063000,0 days 00:00:39.720000,0 days 00:19:19.314000,0 days 00:19:55.377000,0 days 00:20:35.097000,165.0,202.0,274.0,233.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:18:47.078000,2023-11-17 04:33:47.079,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
36,0 days 00:22:18.543000,HUL,27,0 days 00:01:43.446000,3.0,1.0,,,0 days 00:00:30.210000,0 days 00:00:34.373000,0 days 00:00:38.863000,0 days 00:21:05.307000,0 days 00:21:39.680000,0 days 00:22:18.543000,175.0,204.0,294.0,257.0,True,SOFT,3.0,True,Haas F1 Team,0 days 00:20:35.097000,2023-11-17 04:35:35.098,1,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
37,0 days 00:24:29.650000,HUL,27,,4.0,1.0,,0 days 00:24:29.650000,0 days 00:00:30.360000,0 days 00:00:39.882000,,0 days 00:22:49.074000,0 days 00:23:28.964000,,168.0,147.0,,,False,SOFT,4.0,True,Haas F1 Team,0 days 00:22:18.543000,2023-11-17 04:37:18.544,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
38,0 days 00:18:24.261000,RIC,3,,1.0,1.0,0 days 00:16:24.909000,,,0 days 00:00:43.805000,0 days 00:00:42.559000,,0 days 00:17:41.939000,0 days 00:18:24.407000,144.0,185.0,223.0,264.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 00:16:24.909000,2023-11-17 04:31:24.910,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
39,0 days 00:20:18.800000,RIC,3,0 days 00:01:54.539000,2.0,1.0,,,0 days 00:00:33.488000,0 days 00:00:40.875000,0 days 00:00:40.176000,0 days 00:18:57.749000,0 days 00:19:38.624000,0 days 00:20:18.800000,163.0,196.0,264.0,230.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 00:18:24.261000,2023-11-17 04:33:24.262,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
40,0 days 00:22:07.450000,RIC,3,0 days 00:01:48.650000,3.0,1.0,,,0 days 00:00:31.266000,0 days 00:00:37.424000,0 days 00:00:39.960000,0 days 00:20:50.066000,0 days 00:21:27.490000,0 days 00:22:07.450000,170.0,197.0,277.0,245.0,True,MEDIUM,3.0,True,AlphaTauri,0 days 00:20:18.800000,2023-11-17 04:35:18.801,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
41,0 days 00:24:10.635000,RIC,3,,4.0,1.0,,0 days 00:24:10.635000,0 days 00:00:30.620000,0 days 00:00:35.473000,,0 days 00:22:38.168000,0 days 00:23:13.714000,,173.0,202.0,,,False,MEDIUM,4.0,True,AlphaTauri,0 days 00:22:07.450000,2023-11-17 04:37:07.451,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
42,0 days 00:17:27.034000,OCO,31,,1.0,1.0,0 days 00:15:25.504000,,,0 days 00:00:42.565000,0 days 00:00:45.017000,,0 days 00:16:42.237000,0 days 00:17:27.252000,142.0,172.0,236.0,190.0,False,MEDIUM,1.0,True,Alpine,0 days 00:15:25.504000,2023-11-17 04:30:25.505,1,,False,,False,False,16.6,66.0,943.7,False,18.7,0,0.0,Practice 1,Las Vegas Grand Prix
43,0 days 00:19:17.156000,OCO,31,0 days 00:01:50.122000,2.0,1.0,,,0 days 00:00:32.831000,0 days 00:00:37.040000,0 days 00:00:40.251000,0 days 00:17:59.865000,0 days 00:18:36.905000,0 days 00:19:17.156000,158.0,197.0,268.0,246.0,True,MEDIUM,2.0,True,Alpine,0 days 00:17:27.034000,2023-11-17 04:32:27.035,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
44,0 days 00:21:04.914000,OCO,31,0 days 00:01:47.758000,3.0,1.0,,,0 days 00:00:31.469000,0 days 00:00:36.979000,0 days 00:00:39.310000,0 days 00:19:48.625000,0 days 00:20:25.604000,0 days 00:21:04.914000,164.0,194.0,269.0,259.0,True,MEDIUM,3.0,True,Alpine,0 days 00:19:17.156000,2023-11-17 04:34:17.157,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
45,0 days 00:22:50.279000,OCO,31,0 days 00:01:45.365000,4.0,1.0,,,0 days 00:00:30.862000,0 days 00:00:35.270000,0 days 00:00:39.233000,0 days 00:21:35.776000,0 days 00:22:11.046000,0 days 00:22:50.279000,171.0,202.0,280.0,228.0,True,MEDIUM,4.0,True,Alpine,0 days 00:21:04.914000,2023-11-17 04:36:04.915,12,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
46,0 days 00:25:16.462000,OCO,31,,5.0,1.0,,0 days 00:25:16.462000,0 days 00:00:30.493000,,,0 days 00:23:21.058000,,,,,,,False,MEDIUM,5.0,True,Alpine,0 days 00:22:50.279000,2023-11-17 04:37:50.280,25,,False,,False,False,16.9,66.0,943.7,False,18.8,222,1.2,Practice 1,Las Vegas Grand Prix
47,0 days 00:17:40.943000,NOR,4,,1.0,1.0,0 days 00:15:44.691000,,,0 days 00:00:39.363000,0 days 00:00:43.770000,,0 days 00:16:57.268000,0 days 00:17:41.048000,146.0,177.0,269.0,206.0,False,MEDIUM,1.0,True,McLaren,0 days 00:15:44.691000,2023-11-17 04:30:44.692,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
48,0 days 00:19:29.890000,NOR,4,0 days 00:01:48.947000,2.0,1.0,,,0 days 00:00:32.643000,0 days 00:00:36.625000,0 days 00:00:39.679000,0 days 00:18:13.586000,0 days 00:18:50.211000,0 days 00:19:29.890000,161.0,190.0,272.0,261.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:40.943000,2023-11-17 04:32:40.944,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
49,0 days 00:21:22.589000,NOR,4,0 days 00:01:52.699000,3.0,1.0,,0 days 00:21:19.513000,0 days 00:00:30.984000,0 days 00:00:35.166000,0 days 00:00:46.549000,0 days 00:20:00.874000,0 days 00:20:36.040000,0 days 00:21:22.589000,167.0,204.0,,252.0,False,MEDIUM,3.0,True,McLaren,0 days 00:19:29.890000,2023-11-17 04:34:29.891,1,,False,,False,False,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
50,0 days 00:18:14.595000,HAM,44,,1.0,1.0,0 days 00:16:19.550000,,,0 days 00:00:40.438000,0 days 00:00:42.119000,,0 days 00:17:32.674000,0 days 00:18:14.642000,152.0,191.0,251.0,215.0,False,SOFT,1.0,True,Mercedes,0 days 00:16:19.550000,2023-11-17 04:31:19.551,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
51,0 days 00:20:03.108000,HAM,44,0 days 00:01:48.513000,2.0,1.0,,,0 days 00:00:32.892000,0 days 00:00:36.737000,0 days 00:00:38.884000,0 days 00:18:47.487000,0 days 00:19:24.224000,0 days 00:20:03.108000,164.0,202.0,278.0,271.0,True,SOFT,2.0,True,Mercedes,0 days 00:18:14.595000,2023-11-17 04:33:14.596,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
52,0 days 00:21:53.666000,HAM,44,0 days 00:01:50.558000,3.0,1.0,,,0 days 00:00:31.996000,0 days 00:00:35.723000,0 days 00:00:42.839000,0 days 00:20:35.104000,0 days 00:21:10.827000,0 days 00:21:53.666000,169.0,204.0,292.0,261.0,False,SOFT,3.0,True,Mercedes,0 days 00:20:03.108000,2023-11-17 04:35:03.109,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
53,0 days 00:23:48.323000,HAM,44,,4.0,1.0,,0 days 00:23:48.323000,0 days 00:00:29.933000,0 days 00:00:34.244000,,0 days 00:22:23.778000,0 days 00:22:57.949000,,174.0,205.0,,189.0,False,SOFT,4.0,True,Mercedes,0 days 00:21:53.666000,2023-11-17 04:36:53.667,125,,False,,False,False,16.8,66.0,943.7,False,18.8,230,0.8,Practice 1,Las Vegas Grand Prix
54,0 days 00:17:55.447000,SAI,55,,1.0,1.0,0 days 00:15:58.847000,,,0 days 00:00:41.463000,0 days 00:00:41.648000,,0 days 00:17:14.065000,0 days 00:17:55.579000,143.0,186.0,286.0,245.0,False,SOFT,1.0,True,Ferrari,0 days 00:15:58.847000,2023-11-17 04:30:58.848,1,,False,,False,False,16.7,66.0,943.7,False,18.8,226,0.0,Practice 1,Las Vegas Grand Prix
55,0 days 00:19:44.861000,SAI,55,0 days 00:01:49.414000,2.0,1.0,,,0 days 00:00:33.267000,0 days 00:00:36.909000,0 days 00:00:39.238000,0 days 00:18:28.714000,0 days 00:19:05.623000,0 days 00:19:44.861000,147.0,202.0,297.0,263.0,True,SOFT,2.0,True,Ferrari,0 days 00:17:55.447000,2023-11-17 04:32:55.448,1,,False,,False,True,16.7,66.0,943.7,False,18.7,214,0.6,Practice 1,Las Vegas Grand Prix
56,0 days 00:21:30.685000,SAI,55,0 days 00:01:45.824000,3.0,1.0,,,0 days 00:00:30.863000,0 days 00:00:36.242000,0 days 00:00:38.719000,0 days 00:20:15.724000,0 days 00:20:51.966000,0 days 00:21:30.685000,171.0,177.0,305.0,293.0,True,SOFT,3.0,True,Ferrari,0 days 00:19:44.861000,2023-11-17 04:34:44.862,1,,False,,False,True,16.7,66.0,943.7,False,18.7,227,0.8,Practice 1,Las Vegas Grand Prix
57,0 days 00:18:52.546000,RUS,63,,1.0,1.0,0 days 00:16:53.862000,,,0 days 00:00:40.970000,0 days 00:00:45.132000,,0 days 00:18:07.595000,0 days 00:18:53.094000,160.0,191.0,244.0,180.0,False,SOFT,1.0,True,Mercedes,0 days 00:16:53.862000,2023-11-17 04:31:53.863,1,,False,,False,False,16.7,66.0,943.7,False,18.7,232,0.5,Practice 1,Las Vegas Grand Prix
58,0 days 00:20:42.733000,RUS,63,0 days 00:01:50.187000,2.0,1.0,,,0 days 00:00:33.208000,0 days 00:00:37.139000,0 days 00:00:39.840000,0 days 00:19:25.754000,0 days 00:20:02.893000,0 days 00:20:42.733000,166.0,205.0,243.0,256.0,True,SOFT,2.0,True,Mercedes,0 days 00:18:52.546000,2023-11-17 04:33:52.547,1,,False,,False,True,16.7,66.0,943.7,False,18.7,233,0.8,Practice 1,Las Vegas Grand Prix
59,0 days 00:22:28.230000,RUS,63,0 days 00:01:45.497000,3.0,1.0,,,0 days 00:00:31.545000,0 days 00:00:35.015000,0 days 00:00:38.937000,0 days 00:21:14.278000,0 days 00:21:49.293000,0 days 00:22:28.230000,171.0,205.0,270.0,270.0,True,SOFT,3.0,True,Mercedes,0 days 00:20:42.733000,2023-11-17 04:35:42.734,12,,False,,False,True,16.7,66.0,943.7,False,18.8,233,1.0,Practice 1,Las Vegas Grand Prix
