,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Event_Name
0,0 days 00:15:38.781000,27.5,39.0,930.7,False,41.3,139,1.0,Austrian Grand Prix
1,0 days 00:17:38.798000,27.3,39.0,930.5,False,41.1,0,0.4,Austrian Grand Prix
2,0 days 00:18:38.794000,27.4,39.0,930.5,False,41.5,21,0.6,Austrian Grand Prix
3,0 days 00:20:38.823000,27.4,39.0,930.5,False,41.5,85,1.2,Austrian Grand Prix
4,0 days 00:27:38.862000,27.0,40.0,930.7,False,40.1,322,0.8,Austrian Grand Prix
5,0 days 00:29:38.876000,26.8,41.0,930.5,False,40.1,0,1.1,Austrian Grand Prix
6,0 days 00:30:38.890000,26.7,41.0,930.5,False,39.8,359,0.4,Austrian Grand Prix
7,0 days 00:32:38.888000,26.8,40.0,930.7,False,40.3,26,1.7,Austrian Grand Prix
8,0 days 00:34:38.902000,26.9,40.0,930.7,False,39.9,21,1.7,Austrian Grand Prix
9,0 days 00:36:38.962000,26.7,41.0,930.7,False,39.5,91,1.0,Austrian Grand Prix
10,0 days 00:38:38.976000,26.5,41.0,930.7,False,39.1,101,0.8,Austrian Grand Prix
11,0 days 00:39:38.975000,26.5,41.0,930.7,False,39.0,0,1.5,Austrian Grand Prix
12,0 days 00:41:39.019000,26.5,42.0,930.7,False,39.2,145,0.6,Austrian Grand Prix
13,0 days 00:47:39.060000,26.3,44.0,930.5,False,38.5,344,0.6,Austrian Grand Prix
14,0 days 00:48:39.059000,26.2,44.0,930.5,False,38.5,129,0.8,Austrian Grand Prix
15,0 days 00:50:39.072000,26.2,44.0,930.5,False,37.9,142,1.1,Austrian Grand Prix
16,0 days 00:53:39.070000,26.3,43.0,930.5,False,38.3,166,0.3,Austrian Grand Prix
17,0 days 00:54:39.068000,26.3,44.0,930.5,False,38.2,319,0.4,Austrian Grand Prix
18,0 days 00:55:39.067000,26.2,44.0,930.5,False,37.8,351,0.8,Austrian Grand Prix
19,0 days 01:11:39.159000,26.0,45.0,930.5,False,37.6,82,0.8,Austrian Grand Prix
