,DriverNumber,Abbreviation,DriverId,TeamName,TeamColor,TeamId,Position,ClassifiedPosition,Q1,Q2,Q3,Time,Event_Name
0,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,,0 days 00:01:20.965000,0 days 00:01:18.856000,0 days 00:01:10.567000,,Dutch Grand Prix
1,4,NOR,norris,McLaren,F58020,mclaren,2.0,,0 days 00:01:21.276000,0 days 00:01:19.769000,0 days 00:01:11.104000,,Dutch Grand Prix
2,63,RUS,russell,Mercedes,6CD3BF,mercedes,3.0,,0 days 00:01:21.345000,0 days 00:01:19.620000,0 days 00:01:11.294000,,Dutch Grand Prix
3,23,ALB,albon,Williams,37BEDD,williams,4.0,,0 days 00:01:20.939000,0 days 00:01:19.399000,0 days 00:01:11.419000,,Dutch Grand Prix
4,14,ALO,alonso,Aston Martin,358C75,aston_martin,5.0,,0 days 00:01:21.840000,0 days 00:01:19.429000,0 days 00:01:11.506000,,Dutch Grand Prix
5,55,SAI,sainz,Ferrari,F91536,ferrari,6.0,,0 days 00:01:21.321000,0 days 00:01:19.929000,0 days 00:01:11.754000,,Dutch Grand Prix
6,11,PER,perez,Red Bull Racing,3671C6,red_bull,7.0,,0 days 00:01:21.972000,0 days 00:01:19.856000,0 days 00:01:11.880000,,Dutch Grand Prix
7,81,PIA,piastri,McLaren,F58020,mclaren,8.0,,0 days 00:01:21.231000,0 days 00:01:19.392000,0 days 00:01:11.938000,,Dutch Grand Prix
8,16,LEC,leclerc,Ferrari,F91536,ferrari,9.0,,0 days 00:01:22.019000,0 days 00:01:19.600000,0 days 00:01:12.665000,,Dutch Grand Prix
9,2,SAR,sargeant,Williams,37BEDD,williams,10.0,,0 days 00:01:22.036000,0 days 00:01:20.067000,0 days 00:01:16.748000,,Dutch Grand Prix
10,18,STR,stroll,Aston Martin,358C75,aston_martin,11.0,,0 days 00:01:21.570000,0 days 00:01:20.121000,,,Dutch Grand Prix
11,10,GAS,gasly,Alpine,2293D1,alpine,12.0,,0 days 00:01:21.735000,0 days 00:01:20.128000,,,Dutch Grand Prix
12,44,HAM,hamilton,Mercedes,6CD3BF,mercedes,13.0,,0 days 00:01:21.919000,0 days 00:01:20.151000,,,Dutch Grand Prix
13,22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,14.0,,0 days 00:01:21.781000,0 days 00:01:20.230000,,,Dutch Grand Prix
14,27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,15.0,,0 days 00:01:21.891000,0 days 00:01:20.250000,,,Dutch Grand Prix
15,24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,16.0,,0 days 00:01:22.067000,,,,Dutch Grand Prix
16,31,OCO,ocon,Alpine,2293D1,alpine,17.0,,0 days 00:01:22.110000,,,,Dutch Grand Prix
17,20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,18.0,,0 days 00:01:22.192000,,,,Dutch Grand Prix
18,77,BOT,bottas,Alfa Romeo,C92D4B,alfa,19.0,,0 days 00:01:22.260000,,,,Dutch Grand Prix
19,40,LAW,lawson,AlphaTauri,5E8FAA,alphatauri,20.0,,0 days 00:01:23.420000,,,,Dutch Grand Prix
20,55,SAI,sainz,Ferrari,F91536,ferrari,1.0,,0 days 00:01:21.965000,0 days 00:01:20.991000,0 days 00:01:20.294000,,Italian Grand Prix
21,1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,2.0,,0 days 00:01:21.573000,0 days 00:01:20.937000,0 days 00:01:20.307000,,Italian Grand Prix
22,16,LEC,leclerc,Ferrari,F91536,ferrari,3.0,,0 days 00:01:21.788000,0 days 00:01:20.977000,0 days 00:01:20.361000,,Italian Grand Prix
23,63,RUS,russell,Mercedes,6CD3BF,mercedes,4.0,,0 days 00:01:22.148000,0 days 00:01:21.382000,0 days 00:01:20.671000,,Italian Grand Prix
24,11,PER,perez,Red Bull Racing,3671C6,red_bull,5.0,,0 days 00:01:21.911000,0 days 00:01:21.240000,0 days 00:01:20.688000,,Italian Grand Prix
25,23,ALB,albon,Williams,37BEDD,williams,6.0,,0 days 00:01:21.661000,0 days 00:01:21.272000,0 days 00:01:20.760000,,Italian Grand Prix
