DriverNumber,Driver,DriverId,TeamName,TeamColor,TeamId,Position,Event_Name,Q1_time (s),Q2_time (s),Q3_time (s)
24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,18.0,Las Vegas Grand Prix,94.849,,
81,PIA,piastri,McLaren,F58020,mclaren,19.0,Las Vegas Grand Prix,94.85000000000001,,
22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,20.0,Las Vegas Grand Prix,96.447,,
1,VER,max_verstappen,Red Bull Racing,3671C6,red_bull,1.0,Abu Dhabi Grand Prix,84.16000000000001,83.74000000000001,83.44500000000001
16,LEC,leclerc,Ferrari,F91536,ferrari,2.0,Abu Dhabi Grand Prix,84.459,83.96900000000001,83.584
81,PIA,piastri,McLaren,F58020,mclaren,3.0,Abu Dhabi Grand Prix,84.48700000000001,84.278,83.78200000000001
63,RUS,russell,Mercedes,6CD3BF,mercedes,4.0,Abu Dhabi Grand Prix,84.337,84.013,83.78800000000001
4,NOR,norris,McLaren,F58020,mclaren,5.0,Abu Dhabi Grand Prix,84.36800000000001,83.92,83.816
22,TSU,tsunoda,AlphaTauri,5E8FAA,alphatauri,6.0,Abu Dhabi Grand Prix,84.286,84.20700000000001,83.968
14,ALO,alonso,Aston Martin,358C75,aston_martin,7.0,Abu Dhabi Grand Prix,84.501,84.131,84.084
27,HUL,hulkenberg,Haas F1 Team,B6BABD,haas,8.0,Abu Dhabi Grand Prix,84.42500000000001,84.21300000000001,84.108
11,PER,perez,Red Bull Racing,3671C6,red_bull,9.0,Abu Dhabi Grand Prix,84.209,84.116,84.171
10,GAS,gasly,Alpine,2293D1,alpine,10.0,Abu Dhabi Grand Prix,84.60000000000001,84.078,84.548
44,HAM,hamilton,Mercedes,6CD3BF,mercedes,11.0,Abu Dhabi Grand Prix,84.43700000000001,84.35900000000001,
31,OCO,ocon,Alpine,2293D1,alpine,12.0,Abu Dhabi Grand Prix,84.56500000000001,84.391,
18,STR,stroll,Aston Martin,358C75,aston_martin,13.0,Abu Dhabi Grand Prix,84.405,84.42200000000001,
23,ALB,albon,Williams,37BEDD,williams,14.0,Abu Dhabi Grand Prix,84.298,84.43900000000001,
3,RIC,ricciardo,AlphaTauri,5E8FAA,alphatauri,15.0,Abu Dhabi Grand Prix,84.461,84.44200000000001,
55,SAI,sainz,Ferrari,F91536,ferrari,16.0,Abu Dhabi Grand Prix,84.738,,
20,MAG,kevin_magnussen,Haas F1 Team,B6BABD,haas,17.0,Abu Dhabi Grand Prix,84.76400000000001,,
77,BOT,bottas,Alfa Romeo,C92D4B,alfa,18.0,Abu Dhabi Grand Prix,84.78800000000001,,
24,ZHO,zhou,Alfa Romeo,C92D4B,alfa,19.0,Abu Dhabi Grand Prix,85.159,,
2,SAR,sargeant,Williams,37BEDD,williams,20.0,Abu Dhabi Grand Prix,,,
