,VER,LEC,PER,NOR,ALO,SAI,RUS,HAM,STR,GAS,ALB,ZHO,SAR,OCO,BOT,PIA,DEV,MAG,TSU,HUL
44.0,0.0,11.434000000000196,26.644000000000233,44.69000000000051,35.30200000000059,15.733000000000175,64.30200000000059,54.922999999999774,66.64199999999983,50.36400000000049,77.10699999999997,88.18299999999999,87.52700000000004,83.79200000000037,100.92500000000018,105.58399999999983,89.54200000000037,92.16300000000047,103.98000000000047,
45.0,0.0,12.25800000000072,26.264000000000124,44.08600000000024,52.63800000000083,20.592000000000553,64.37700000000041,55.37700000000041,66.6880000000001,73.92300000000068,77.30400000000009,89.66300000000047,87.48700000000008,84.6820000000007,101.28300000000036,105.83400000000074,90.65800000000036,93.21500000000015,103.94900000000052,
46.0,0.0,13.326000000000022,25.989000000000487,44.39600000000064,52.32500000000073,43.89800000000014,64.50200000000041,55.35900000000038,66.85400000000027,73.51700000000073,77.47299999999996,89.88600000000042,87.71500000000015,85.57000000000062,101.79399999999987,106.13300000000072,90.94700000000012,94.10500000000047,104.16100000000006,
47.0,0.0,17.615999999999985,25.94000000000051,44.39800000000014,52.108000000000175,43.39000000000033,64.82999999999993,55.20499999999993,67.13000000000011,73.3070000000007,77.78800000000047,90.29899999999998,88.54300000000057,86.08600000000024,102.42100000000028,106.69000000000051,91.39400000000023,96.69500000000062,105.20600000000013,
48.0,0.0,34.379000000000815,26.29200000000037,43.71800000000076,52.32300000000032,42.91900000000078,65.14500000000044,54.94600000000082,67.51700000000073,72.9340000000002,78.20100000000002,90.7430000000004,89.17100000000028,86.64900000000034,104.57600000000002,107.45000000000073,92.4380000000001,97.67100000000028,105.79500000000007,
49.0,0.0,30.797999999999774,22.541000000000167,39.60999999999967,48.74200000000019,38.64900000000034,61.25200000000041,51.50500000000011,64.15300000000025,68.89300000000003,74.67299999999977,88.21100000000024,87.64699999999993,83.47599999999966,101.34000000000015,104.17000000000007,89.74499999999989,95.1850000000004,102.65899999999965,
50.0,0.0,13.393000000000029,9.539999999999964,22.314000000000306,31.91399999999976,21.261000000000422,44.391999999999825,34.608000000000175,47.50799999999981,51.9380000000001,58.15399999999954,71.83600000000024,71.13900000000012,67.00500000000011,85.21799999999985,87.89499999999953,73.72000000000025,79.54200000000037,86.52899999999954,
51.0,0.0,14.063000000000102,26.811000000000604,23.123000000000502,33.220000000000255,22.313000000000102,45.952000000000226,35.8720000000003,49.06600000000071,53.15300000000025,59.611000000000786,73.76500000000033,72.6850000000004,69.9960000000001,87.21700000000055,89.81800000000021,75.77000000000044,82.07700000000023,88.54100000000017,
52.0,0.0,14.860999999999876,26.579999999999927,23.932999999999993,34.23899999999958,23.13299999999981,47.1309999999994,36.75,50.67500000000018,54.11200000000008,61.01999999999953,75.38400000000001,74.33199999999943,71.60099999999966,89.23999999999978,94.2539999999999,77.96699999999964,85.71199999999953,90.60800000000017,
53.0,0.0,15.766000000000531,27.070999999999913,24.814000000000306,35.36700000000019,24.07300000000032,48.29100000000017,38.052999999999884,52.335000000000036,55.16600000000017,62.345000000000255,77.52800000000025,76.06900000000041,73.23400000000038,91.07999999999993,97.53099999999995,80.00700000000052,88.00500000000011,92.49200000000019,
54.0,0.0,16.394000000000233,27.34600000000046,25.863000000000284,36.225000000000364,24.912000000000262,49.628999999999905,39.11999999999989,57.914999999999964,56.30699999999979,63.77300000000014,79.66399999999976,77.81999999999971,74.83300000000054,93.11200000000008,99.58100000000013,82.09299999999985,90.27800000000025,97.64400000000023,
55.0,0.0,17.06800000000021,27.67699999999968,26.801000000000386,37.289999999999964,26.032000000000153,51.00500000000011,40.073999999999614,75.72199999999975,57.534999999999854,65.24099999999999,81.82099999999991,79.88400000000001,77.60699999999997,98.38900000000012,101.45300000000043,84.35699999999997,92.86399999999958,99.81800000000021,
56.0,0.0,17.79199999999946,27.65099999999984,28.65899999999965,38.240999999999985,26.923999999999978,52.18299999999999,41.20899999999983,75.90099999999984,58.62199999999939,66.7509999999993,83.8789999999999,81.76999999999953,79.29199999999946,100.97699999999986,103.82600000000002,88.1259999999993,95.375,103.21199999999953,
57.0,0.0,18.72699999999986,28.913000000000466,30.087000000000444,39.20499999999993,28.40599999999995,53.358000000000175,42.784999999999854,75.95200000000023,59.71700000000055,69.97600000000057,86.2510000000002,83.44200000000001,80.97000000000025,103.39199999999983,105.71700000000055,90.07400000000052,101.11000000000058,105.07900000000063,
58.0,0.0,19.460000000000036,29.96099999999933,31.70799999999963,40.33100000000013,29.488999999999578,54.60899999999947,43.902000000000044,76.09599999999955,60.95899999999983,71.5630000000001,89.78600000000006,85.32499999999982,82.45299999999952,105.42000000000007,107.71000000000004,92.2539999999999,103.68299999999999,106.9960000000001,
59.0,0.0,20.033000000000357,31.6820000000007,33.12800000000061,41.37800000000061,31.20600000000013,55.73100000000068,45.16200000000026,76.15599999999995,61.96900000000005,73.0,91.47100000000046,86.82500000000073,83.83600000000024,107.51000000000022,109.6230000000005,94.26900000000023,106.26700000000073,108.83800000000065,
60.0,0.0,20.455000000000837,33.24200000000019,34.53400000000056,42.613000000000284,32.715000000000146,56.889000000000124,46.65600000000086,76.4280000000008,62.98700000000008,74.41800000000057,93.42300000000068,88.35200000000077,85.28200000000015,109.65500000000065,111.33200000000033,96.3130000000001,108.54800000000068,110.8730000000005,
61.0,0.0,21.03099999999995,33.94499999999971,36.02899999999954,43.72400000000016,34.74499999999989,58.0619999999999,48.027000000000044,76.8819999999996,64.21800000000076,75.80099999999948,95.48899999999958,91.9989999999998,86.8690000000006,112.04800000000068,114.46099999999933,98.47600000000057,111.14300000000003,114.04899999999907,
62.0,0.0,21.838999999999942,34.26500000000124,37.314000000000306,44.8119999999999,35.472999999999956,59.1190000000006,49.15900000000147,77.5590000000011,65.5590000000011,77.10600000000159,97.56500000000051,93.9310000000005,88.45300000000134,115.46800000000076,116.44000000000051,100.48100000000159,114.0560000000005,116.18000000000029,
63.0,0.0,22.234999999998763,34.74499999999898,38.45799999999872,46.224999999998545,36.599999999998545,60.14499999999862,50.07599999999911,78.20499999999993,66.85199999999895,79.70299999999952,99.38799999999901,95.59399999999914,90.0729999999985,118.30699999999888,119.3859999999986,102.58299999999872,117.79699999999866,119.0109999999986,
64.0,0.0,22.629000000000815,35.16699999999946,39.42400000000089,47.09699999999975,37.55500000000029,61.233000000000175,51.31700000000092,78.64199999999983,68.33500000000095,81.15699999999924,101.20399999999972,97.28100000000086,93.38899999999921,121.22400000000016,122.79800000000068,105.70100000000093,120.61199999999917,122.38800000000083,
65.0,0.0,23.08599999999933,35.365999999999985,40.41599999999926,47.77800000000025,38.09100000000035,62.003999999998996,52.94499999999971,78.753999999999,70.35299999999916,82.22799999999916,102.78099999999904,98.58499999999913,94.94599999999991,124.53600000000006,125.32099999999991,108.98799999999937,124.17799999999988,124.92100000000028,
66.0,0.0,23.756000000001222,35.95499999999993,41.78600000000006,48.86300000000119,38.986000000000786,63.194000000001324,53.83400000000074,79.05400000000009,71.8630000000012,83.75,106.22500000000036,100.27800000000025,96.61200000000099,126.6830000000009,128.95200000000114,111.82900000000154,128.60400000000118,127.91200000000026,
67.0,0.0,24.01800000000003,36.680999999998676,43.14599999999882,49.36499999999978,39.76000000000022,64.42900000000009,54.95399999999972,79.05500000000029,72.97400000000016,85.08100000000013,107.6239999999998,101.61899999999878,97.76599999999962,128.21099999999933,131.47899999999936,114.36899999999878,131.16299999999865,129.89699999999903,
68.0,0.0,23.773999999999432,36.60199999999895,43.91299999999865,49.41899999999987,39.95999999999913,65.16499999999905,55.503999999998996,78.6939999999995,74.43899999999849,85.76499999999942,110.66199999999844,102.59599999999955,98.90699999999924,129.47199999999975,132.96699999999873,115.67499999999927,134.39899999999943,131.16199999999844,
69.0,0.0,20.641999999999825,33.54999999999927,41.64300000000003,46.447000000000116,37.379000000000815,63.26300000000083,53.29600000000028,75.64899999999943,72.38400000000001,83.79800000000068,108.72199999999975,100.72500000000036,96.9390000000003,127.52700000000004,131.40500000000065,113.84799999999996,134.98899999999958,129.34300000000076,
70.0,0.0,2.17699999999968,14.88299999999981,23.461999999999534,27.817000000000917,19.040999999999258,45.2549999999992,35.751000000000204,56.715000000000146,54.335000000000946,66.17499999999927,91.64500000000044,83.39600000000064,79.15200000000004,109.78900000000067,113.58100000000013,96.71500000000015,118.67499999999927,111.88500000000022,
71.0,0.0,5.154999999998836,17.188000000000102,26.326999999999316,30.316999999999098,21.37699999999859,48.40300000000025,39.19599999999991,59.042999999999665,57.66699999999946,69.76699999999983,,,,,,,,,
