,VER,ALO,OCO,HAM,RUS,LEC,GAS,SAI,NOR,PIA,BOT,DEV,ZHO,ALB,TSU,PER,HUL,SAR,MAG,STR
35.0,0.0,7.479000000000269,39.59199999999964,43.70499999999993,32.1840000000002,27.631999999999607,29.627000000000407,41.85999999999967,58.384000000000015,65.10999999999967,80.72199999999975,79.89000000000033,88.6890000000003,89.13400000000001,53.81999999999971,113.6180000000004,87.65800000000036,114.85500000000047,84.14199999999983,86.16600000000017
36.0,0.0,7.381000000000313,38.92199999999957,43.41899999999987,31.320999999999913,27.149000000000342,29.320999999999913,41.86499999999978,58.460000000000036,64.83699999999953,81.88699999999972,80.98800000000028,89.5609999999997,89.96399999999994,53.52599999999984,112.52599999999984,88.83200000000033,114.2529999999997,87.10999999999967,87.73599999999988
37.0,0.0,8.081999999999425,38.78899999999976,43.85699999999997,31.38299999999981,27.23700000000008,29.25999999999931,42.15700000000015,59.48999999999978,65.40599999999995,83.72599999999966,82.8109999999997,91.38699999999972,91.83399999999983,54.24499999999989,111.95899999999983,90.56800000000021,114.36299999999937,88.6859999999997,89.22299999999996
38.0,0.0,8.101000000000568,38.715000000000146,43.902000000000044,31.45600000000013,27.597999999999956,29.694000000000415,41.82100000000082,60.582000000000335,66.01400000000012,86.67399999999998,84.4390000000003,92.94600000000082,93.34500000000025,55.31800000000021,111.19000000000051,92.04800000000068,117.25800000000072,90.06200000000081,90.52500000000055
39.0,0.0,8.840000000000146,38.917999999999665,44.22900000000027,31.828999999999724,27.845000000000255,29.829999999999927,42.029999999999745,61.766999999999825,66.92100000000028,88.58399999999983,87.85300000000007,94.63900000000012,95.15300000000025,56.6899999999996,110.66899999999987,93.63900000000012,121.32700000000023,91.73000000000047,92.05699999999979
40.0,0.0,9.309000000000196,38.78200000000015,44.029999999999745,31.88299999999981,27.921000000000276,29.890000000000327,41.891999999999825,63.13500000000022,67.94400000000041,90.39099999999962,89.10499999999956,96.08500000000004,96.46799999999985,57.85699999999997,110.26299999999992,95.17000000000007,123.63500000000022,93.07700000000023,93.39400000000023
41.0,0.0,9.380999999999403,38.365999999999985,43.67399999999998,32.261999999999716,29.30499999999938,30.599999999999454,41.59899999999925,64.59999999999945,69.55499999999938,92.15299999999934,90.36799999999948,97.97199999999975,98.34899999999925,58.98699999999917,111.27799999999934,96.83199999999943,125.20999999999913,94.48399999999947,95.02399999999943
42.0,0.0,9.300000000000182,38.57600000000002,43.45400000000063,33.44100000000071,30.306000000000495,32.35900000000038,41.26600000000053,65.94900000000052,70.82000000000062,93.78800000000047,91.38200000000052,99.83800000000065,100.47900000000027,60.376000000000204,111.9380000000001,98.86999999999989,127.03499999999985,96.3140000000003,96.95600000000013
43.0,0.0,9.010999999999513,38.61499999999978,43.01999999999953,34.32499999999982,31.79399999999987,33.094999999999345,40.7519999999995,67.03099999999995,72.0049999999992,95.50999999999931,91.97999999999956,101.57600000000002,102.0019999999995,61.45899999999983,112.8219999999992,100.89799999999923,128.84499999999935,97.87299999999959,98.89099999999962
44.0,0.0,9.207999999999629,38.925999999999476,43.177999999999884,35.56999999999971,50.514000000000124,34.414999999999964,41.789999999999964,68.30000000000018,73.32399999999961,97.39400000000023,92.90399999999954,103.57499999999982,104.04699999999957,62.73700000000008,113.71599999999944,102.64300000000003,134.2479999999996,99.59799999999996,100.70200000000023
45.0,0.0,9.368999999999687,39.496000000000095,45.30999999999949,36.41399999999976,53.376000000000204,34.552999999999884,42.23499999999967,69.46100000000024,74.46900000000005,98.89499999999953,93.94899999999961,105.63599999999951,106.17500000000018,63.914999999999964,114.14300000000003,104.69300000000021,137.16499999999996,101.81700000000001,102.375
46.0,0.0,9.408000000000357,39.19599999999991,45.085000000000036,36.40700000000015,52.073999999999614,34.475000000000364,42.38000000000011,70.23000000000047,74.90999999999985,99.97299999999996,94.65899999999965,107.22100000000046,108.0,64.79600000000028,114.11499999999978,106.22599999999966,139.1180000000004,103.1260000000002,104.02300000000014
47.0,0.0,9.355999999999767,38.9980000000005,44.18199999999979,36.30699999999979,51.271999999999935,50.582000000000335,41.952000000000226,71.30400000000009,75.26299999999992,101.15599999999995,95.07800000000043,108.86999999999989,109.3680000000004,65.80500000000029,113.8140000000003,107.92299999999977,140.8680000000004,104.65099999999984,105.89599999999973
48.0,0.0,9.221999999999753,38.90099999999984,43.97699999999986,36.039999999999964,51.177999999999884,53.40099999999984,41.44799999999941,72.53600000000006,76.19899999999961,102.24199999999928,95.6210000000001,110.7519999999995,111.18499999999949,66.83799999999974,113.72899999999936,109.64699999999993,143.01499999999942,106.33099999999922,107.40399999999954
49.0,0.0,8.786000000000058,38.5630000000001,43.32999999999993,35.835000000000036,50.03299999999945,51.80400000000009,41.03399999999965,73.26000000000022,80.01900000000023,103.19700000000012,96.20899999999983,112.38900000000012,114.35399999999936,67.72999999999956,114.82499999999982,111.25500000000011,147.71500000000015,107.7569999999996,108.39400000000023
50.0,0.0,8.88000000000011,39.085000000000036,43.126000000000204,36.15599999999995,48.67500000000018,50.44500000000062,40.637000000000626,91.92000000000007,80.90599999999995,105.58700000000044,97.39200000000073,116.73900000000049,117.20600000000013,69.0560000000005,122.36700000000019,114.17900000000009,153.52100000000064,110.7440000000006,111.29800000000068
51.0,0.0,11.443999999999505,41.110999999999876,43.99299999999948,38.36899999999969,48.26499999999942,49.72899999999936,42.222999999999956,102.19899999999961,87.0649999999996,137.7460000000001,104.51099999999951,129.5649999999996,129.72000000000025,75.43299999999999,130.58500000000004,125.04399999999987,168.47899999999936,118.91199999999935,138.3719999999994
52.0,0.0,12.365000000000691,44.05500000000029,46.1840000000002,39.077000000000226,47.462000000000444,48.03200000000015,44.37800000000061,106.82800000000043,92.91600000000017,145.85400000000027,109.79100000000017,157.51600000000053,161.52600000000075,83.65500000000065,144.7390000000005,132.14700000000084,202.35100000000057,125.56200000000081,146.51500000000033
53.0,0.0,13.307999999999993,44.04500000000007,47.60599999999977,37.78299999999945,50.80199999999968,53.89399999999932,44.527000000000044,109.07099999999991,99.83999999999924,148.65499999999975,138.66699999999946,164.53199999999924,167.88799999999992,119.42299999999977,170.36399999999958,143.10899999999947,214.47299999999996,134.59799999999996,152.91699999999946
54.0,0.0,24.672999999999774,59.64599999999973,63.800999999999476,56.38199999999961,47.58100000000013,76.04500000000007,42.89599999999973,142.1279999999997,132.7529999999997,148.45600000000013,147.57899999999972,166.03200000000015,167.23899999999958,121.48700000000008,173.75,183.80599999999959,214.33299999999963,146.42799999999988,83.9399999999996
55.0,0.0,20.740999999999985,31.45799999999963,32.836999999999534,41.61899999999969,46.25999999999931,48.69799999999941,51.710000000000036,114.9409999999989,108.21199999999953,121.51599999999962,125.78199999999924,142.01000000000022,142.39300000000003,92.7539999999999,143.628999999999,157.45899999999892,184.84399999999914,142.91599999999926,
56.0,0.0,23.14099999999962,27.082000000000335,27.983000000000175,36.79000000000087,43.137000000000626,44.04500000000007,47.89899999999943,109.1939999999995,105.5630000000001,115.41300000000047,123.78000000000065,137.78700000000026,141.17100000000028,89.10200000000077,142.55299999999988,155.1180000000004,180.9979999999996,228.88700000000063,
57.0,0.0,22.25799999999981,26.17200000000048,27.79700000000048,36.88000000000102,43.04600000000028,44.077000000001135,45.62700000000041,106.15099999999984,105.53000000000065,112.35100000000057,126.34200000000055,139.02499999999964,139.90700000000106,88.58300000000054,164.92799999999988,154.2520000000004,195.59699999999975,233.4410000000007,
58.0,0.0,20.716999999998734,27.092999999998938,28.36700000000019,36.22699999999895,43.71099999999933,44.50699999999961,46.28099999999904,105.47299999999996,106.52499999999964,112.49499999999898,127.3119999999999,141.78099999999904,143.1999999999989,91.67299999999886,168.10900000000038,153.6319999999996,195.387999999999,277.28099999999904,
59.0,0.0,17.82300000000032,28.304000000000087,29.774999999999636,35.89899999999943,42.225000000000364,44.19300000000112,45.30999999999949,102.89800000000105,105.11299999999937,111.32600000000093,127.90600000000086,141.58200000000033,142.54199999999946,90.48999999999978,164.91300000000047,169.3040000000001,195.28399999999965,277.2450000000008,
60.0,0.0,16.920999999998457,29.290999999999258,31.27599999999984,37.888999999999214,43.53700000000026,45.57599999999911,46.810999999999694,103.14699999999903,105.003999999999,111.71199999999953,128.42199999999866,141.66200000000026,156.40300000000025,92.54299999999967,164.45499999999993,170.54599999999846,196.30199999999968,276.2639999999992,
61.0,0.0,18.851000000000568,31.123999999999796,32.875,38.42100000000028,45.00200000000041,47.04200000000128,48.647000000000844,101.89500000000044,105.29600000000028,111.01100000000042,129.04000000000087,142.36599999999999,156.8150000000005,93.98000000000138,164.8780000000006,169.3140000000003,196.47400000000016,276.6860000000015,
62.0,0.0,20.046000000000276,33.990999999999985,35.88999999999942,40.25300000000061,46.873999999999796,48.634000000000015,50.155000000000655,101.51599999999962,105.80400000000009,111.31600000000071,130.04399999999987,144.08100000000013,157.4400000000005,95.54800000000068,165.23699999999917,168.33300000000054,196.78800000000047,277.2029999999995,
63.0,0.0,20.10699999999997,35.503999999998996,37.594999999999345,40.35599999999977,47.659999999999854,49.30400000000009,50.443999999999505,100.41699999999946,105.07599999999911,110.9429999999993,130.92000000000007,145.20899999999892,156.47899999999936,95.86999999999898,165.03199999999924,166.6959999999999,200.46699999999873,277.60899999999856,
64.0,0.0,19.877999999998792,37.51499999999942,38.1880000000001,40.22099999999955,48.51900000000023,50.314000000000306,51.38600000000042,100.80299999999988,105.24200000000019,110.03800000000047,131.1919999999991,149.41799999999967,155.54299999999967,100.61000000000058,163.77999999999884,165.95999999999913,200.40499999999884,279.2399999999998,
65.0,0.0,20.358000000000175,37.384000000000015,38.66400000000067,39.75699999999961,49.840000000000146,51.32300000000032,52.064000000000306,102.46099999999933,105.5010000000002,109.3179999999993,130.5069999999996,151.70199999999932,153.80299999999988,101.94700000000012,164.29500000000007,165.44700000000012,201.3179999999993,282.78299999999945,
66.0,0.0,22.655000000000655,38.80500000000029,40.832000000000335,41.71299999999974,50.85499999999956,53.54000000000087,54.266999999999825,105.40699999999924,106.40799999999945,110.33100000000013,132.1260000000002,151.95399999999972,153.78399999999965,105.33899999999994,166.71099999999933,167.71299999999974,203.5759999999991,286.52599999999984,
67.0,0.0,22.939000000000306,40.34100000000035,42.44999999999891,43.542999999999665,52.449000000000524,55.23099999999977,56.344999999999345,104.90300000000025,110.13999999999942,112.48699999999917,133.21600000000035,152.4969999999994,154.08599999999933,110.04099999999926,169.7469999999994,170.44800000000032,210.1219999999994,293.6929999999993,
68.0,0.0,22.120999999999185,40.16599999999926,41.65699999999924,43.53100000000086,52.6929999999993,54.88999999999942,56.00799999999981,102.28100000000086,108.38999999999942,112.86599999999999,139.08300000000054,153.51699999999983,153.7489999999998,153.39400000000023,172.38500000000022,173.4439999999995,208.38400000000001,303.95900000000074,
69.0,0.0,24.37800000000061,41.05999999999949,43.8070000000007,45.65799999999945,56.173000000000684,59.3799999999992,59.79500000000007,100.79999999999927,108.03600000000006,112.02499999999964,139.41500000000087,155.78900000000067,156.22899999999936,162.22700000000077,176.4860000000008,177.13400000000001,209.96999999999935,311.759,
70.0,0.0,24.363999999999578,40.115999999999985,42.24300000000039,45.34299999999894,57.237999999999374,59.23400000000038,60.680999999998676,98.0679999999993,105.61199999999917,113.27599999999984,139.80699999999888,154.9499999999989,155.61499999999978,164.90599999999904,203.30799999999908,186.83699999999953,236.98899999999958,322.3680000000004,
71.0,0.0,25.058000000000902,39.780000000000655,41.54700000000048,45.689000000000306,57.07300000000032,58.96900000000096,60.237999999999374,96.07799999999952,102.91899999999987,114.88000000000102,139.55099999999948,153.92300000000068,154.98099999999977,166.29999999999927,209.6890000000003,190.21800000000076,235.64099999999962,329.01300000000083,
72.0,0.0,24.075000000000728,38.91899999999987,40.55999999999949,45.29900000000089,55.347999999999956,58.483000000000175,59.68499999999949,91.63500000000022,100.53299999999945,116.50300000000061,139.23400000000038,151.48500000000058,153.79600000000028,165.85599999999977,208.82400000000052,192.8099999999995,237.59300000000076,,
73.0,0.0,26.034999999999854,38.199000000000524,39.90899999999965,45.83399999999892,56.138999999999214,58.225000000000364,59.138999999999214,89.01599999999962,99.59000000000015,115.34699999999975,138.4429999999993,153.21799999999894,157.55099999999948,165.60800000000017,207.2579999999998,197.53499999999985,236.34399999999914,,
74.0,0.0,26.415999999999258,38.04700000000048,39.34900000000016,46.75699999999961,57.12299999999959,59.21700000000055,60.86000000000058,87.62299999999959,98.91100000000006,115.12900000000081,138.0570000000007,154.40300000000025,158.92799999999988,167.5030000000006,206.09799999999996,205.59499999999935,237.4339999999993,,
75.0,0.0,26.597999999999956,37.66200000000026,39.07300000000032,47.63800000000083,58.52800000000025,60.076999999999316,61.72999999999956,87.38299999999981,99.53600000000006,116.16400000000067,138.97400000000016,155.4969999999994,160.60699999999997,169.31700000000092,214.72799999999916,214.22299999999996,239.88400000000001,,
76.0,0.0,28.212999999999738,37.17999999999847,38.40799999999945,47.75799999999981,59.646999999999025,60.83799999999974,62.18999999999869,87.83399999999892,99.83499999999913,115.48499999999876,139.9399999999987,155.89799999999923,162.05499999999847,178.20600000000013,219.6849999999995,219.16699999999946,243.64400000000023,,
77.0,0.0,27.453999999999724,37.960000000000946,39.15799999999945,49.27599999999984,60.152000000000044,60.98500000000058,62.309000000001106,89.26200000000063,99.15999999999985,114.16400000000067,142.51800000000003,157.05299999999988,164.41100000000006,,,,,,
78.0,0.0,27.920999999998457,36.98999999999978,39.0619999999999,51.28399999999965,61.88999999999942,62.36199999999917,63.39099999999962,,,,,,,,,,,,
