,VER,HAM,LEC,SAI,NOR,RUS,RIC,PIA,ALB,OCO,GAS,TSU,HUL,ZHO,BOT,SAR,STR,ALO,MAG,PER
23.0,13.03899999999976,8.335000000000036,0.0,6.935999999999694,43.03200000000015,16.484999999999673,11.774999999999636,14.854999999999563,34.10599999999977,46.74799999999959,30.396999999999935,45.646999999999935,32.76599999999962,53.922999999999774,34.96699999999964,60.59900000000016,40.310999999999694,45.08899999999994,41.40700000000015,
24.0,13.015000000000327,11.521999999999935,0.0,7.423999999999978,43.22400000000016,17.176000000000386,12.582000000000335,15.74499999999989,35.33899999999994,48.30000000000018,31.046000000000276,45.90300000000025,52.60599999999977,53.97599999999966,36.35199999999986,59.8159999999998,41.71699999999964,47.5,61.09199999999964,
25.0,11.427999999999884,28.210000000000036,0.0,7.693000000000211,43.011999999999716,17.564000000000306,13.900000000000546,19.3779999999997,36.21100000000024,49.827000000000226,32.18299999999999,45.832000000000335,52.4980000000005,54.371000000000095,36.927999999999884,59.45399999999972,42.50799999999981,48.77099999999973,60.29700000000048,
26.0,10.691000000000713,27.371000000000095,0.0,7.993000000000393,42.50500000000011,21.020000000000437,14.405999999999949,39.11500000000069,37.29200000000037,51.20600000000013,33.38799999999992,46.142000000000735,53.069000000000415,55.284999999999854,38.47400000000016,59.49200000000019,44.600000000000364,50.24300000000039,60.46900000000005,
27.0,9.449999999999818,26.824000000000524,0.0,8.081000000000131,42.238000000000284,39.98900000000049,17.173999999999978,38.54100000000017,38.15900000000056,52.233000000000175,34.10199999999986,45.84100000000035,53.472999999999956,55.621000000000095,39.789999999999964,58.60500000000047,45.12700000000041,51.22600000000057,59.42100000000028,
28.0,8.92199999999957,26.605999999999767,0.0,8.548999999999978,42.85399999999936,40.31999999999971,36.003999999999905,38.36999999999989,40.177999999999884,53.67699999999968,38.22199999999975,46.857999999999265,54.40899999999965,56.49499999999989,42.10999999999967,61.20499999999993,46.27099999999973,52.581999999999425,60.3159999999998,
29.0,7.286000000000058,26.127000000000407,0.0,9.679000000000087,43.37700000000041,39.64000000000033,35.74300000000039,37.98099999999977,42.28600000000006,55.090000000000146,57.694000000000415,48.88500000000022,55.34900000000016,57.23099999999977,44.65099999999984,61.54100000000017,48.30400000000009,57.194000000000415,61.034999999999854,
30.0,6.058999999999287,25.214999999999236,0.0,13.188000000000102,43.889000000000124,38.943999999999505,35.18299999999999,37.11499999999978,43.43399999999929,56.6279999999997,57.5679999999993,48.95899999999983,54.79399999999987,59.26599999999962,46.1279999999997,63.44599999999991,54.23199999999997,75.95600000000013,62.49699999999939,
31.0,1.5709999999999127,20.89800000000014,0.0,27.396999999999935,39.3159999999998,34.52799999999934,30.99699999999939,32.85999999999967,41.44599999999991,55.465000000000146,53.24399999999969,45.6880000000001,50.78200000000015,56.237999999999374,46.46799999999985,60.274999999999636,68.97599999999966,71.71699999999964,59.79899999999998,
32.0,0.0,19.313000000000102,16.554000000000087,25.407000000000153,37.8159999999998,32.850000000000364,29.90400000000045,31.615999999999985,41.76500000000033,58.45300000000043,52.2480000000005,45.3119999999999,50.414999999999964,55.840000000000146,70.70899999999983,65.4960000000001,72.4390000000003,77.2460000000001,202.98000000000047,
33.0,0.0,22.798999999999978,18.31800000000021,30.077000000000226,48.52600000000075,44.82000000000062,41.25200000000041,42.88600000000042,52.63799999999992,74.74200000000019,65.5,56.485999999999876,63.40800000000036,71.03499999999985,84.55200000000059,80.07300000000032,87.15100000000075,91.53499999999985,,
34.0,0.0,3.8830000000007203,1.5450000000000728,5.463000000000648,22.451000000000022,15.55200000000059,7.052000000000589,9.584000000000742,28.726000000000568,36.14800000000014,26.1820000000007,18.882000000000517,21.048000000000684,33.46700000000055,41.9970000000003,39.14400000000023,45.848000000000866,48.9970000000003,,
35.0,0.0,9.74200000000019,4.16399999999976,11.891999999999825,32.47400000000016,23.398999999999432,13.342999999999847,17.7470000000003,37.95600000000013,46.71299999999974,36.154999999999745,24.96599999999944,29.2470000000003,41.82299999999941,51.706999999999425,48.61999999999989,55.86799999999948,58.83899999999994,,
36.0,0.0,1.7749999999996362,1.3850000000002183,2.989000000001397,9.221000000001368,3.5570000000006985,4.545000000000073,5.227000000000771,6.338999999999942,7.310999999999694,8.16700000000128,5.567000000000917,6.891999999999825,10.001000000000204,8.8700000000008,11.478000000000975,10.415000000000873,11.058000000000902,,
37.0,0.0,2.455999999998312,2.0319999999992433,4.083999999998923,10.992999999998574,4.549999999999272,5.562999999998283,6.555999999998676,7.934999999999491,9.260999999998603,9.942999999999302,7.270999999998821,8.442999999999302,13.739999999999782,10.534999999999854,14.768999999998414,12.600999999998749,14.161999999998443,,
38.0,0.0,2.70299999999952,2.1790000000000873,4.627999999998792,12.648999999999432,5.145000000000437,6.329999999999927,7.521999999999025,8.747999999999593,10.456000000000131,11.343999999999141,7.949000000000524,9.557999999999083,15.636000000000422,12.024999999999636,16.818999999999505,14.141999999999825,16.248999999999796,,
39.0,0.0,3.0380000000004657,2.6790000000000873,5.506999999999607,14.111000000000786,6.222999999999956,7.2039999999997235,9.115999999999985,10.70299999999952,11.93499999999949,12.592000000000553,9.801000000001295,11.328999999999724,17.144000000000233,13.288000000000466,18.868000000000393,15.353000000000975,18.036000000000058,,
40.0,0.0,3.246000000001004,4.536000000000058,6.850000000000364,15.876000000000204,7.380999999999403,8.436999999999898,10.39600000000064,12.067000000000917,13.86200000000099,14.471999999999753,10.985000000000582,12.99200000000019,19.17200000000048,15.432000000000698,20.44000000000051,17.26800000000003,19.923000000000684,,
41.0,0.0,3.6900000000005093,5.613999999999578,8.014999999999418,17.131999999999607,8.600000000000364,9.594999999999345,11.556000000000495,13.602999999999156,15.371999999999389,16.092000000000553,12.328999999999724,14.468000000000757,21.244000000000597,18.012000000000626,22.13799999999901,18.99699999999939,23.424999999999272,,
42.0,0.0,4.1709999999984575,6.471999999999753,9.03599999999824,18.47399999999834,9.823999999998705,10.782999999999447,12.828999999999724,14.963999999999942,16.719999999999345,17.531999999999243,13.412999999998647,15.797999999998865,23.245999999999185,19.22899999999936,23.82499999999891,20.698999999998705,25.509000000000015,,
43.0,0.0,4.484000000000378,7.318999999999505,9.824000000000524,19.406999999999243,10.637000000000626,11.645000000000437,13.667999999999665,16.23999999999978,17.76299999999901,18.72099999999955,14.235999999998967,16.97899999999936,26.40899999999965,20.35399999999936,25.655000000000655,21.914999999999054,27.380999999999403,,
44.0,0.0,4.829999999999927,8.41400000000067,10.780000000000655,20.360000000000582,11.477000000000771,12.641999999999825,14.798000000000684,17.58100000000013,19.313000000000102,20.038000000000466,15.50799999999981,18.639000000001033,28.644000000000233,21.71600000000035,27.351000000000568,23.262000000000626,29.3070000000007,,
45.0,0.0,5.138999999999214,9.36700000000019,11.909999999999854,21.33100000000013,12.55999999999949,14.120999999999185,15.786000000000058,19.029999999998836,20.953999999999724,22.23400000000038,16.601999999998952,20.457000000000335,30.851000000000568,23.542999999999665,29.235000000000582,24.86499999999978,31.46099999999933,,
46.0,0.0,5.762000000000626,10.335000000000946,12.800999999999476,23.070999999999913,13.387000000000626,15.296000000000276,17.12800000000061,20.82300000000032,23.97700000000077,24.556000000000495,17.77900000000045,22.600000000000364,34.972999999999956,25.424999999999272,30.87199999999939,26.661000000000058,33.288000000000466,,
47.0,0.0,6.114999999999782,11.376000000000204,14.69800000000032,24.0520000000015,15.299000000000888,17.019000000000233,18.51000000000022,22.905000000000655,26.22200000000157,26.76300000000083,18.993000000000393,25.659999999999854,37.57000000000153,27.42200000000048,32.262000000000626,28.564000000000306,44.05500000000029,,
48.0,0.0,7.364999999999782,12.311999999999898,15.828999999999724,25.39100000000144,16.478000000000975,18.313000000000102,21.806000000000495,24.78900000000067,27.963999999999942,28.751000000000204,22.337000000001353,27.465000000000146,39.7390000000014,29.31999999999971,33.89000000000124,30.548000000000684,,,
49.0,0.0,7.808000000000902,13.143000000000029,16.913000000000466,26.575000000000728,17.674999999999272,19.608000000000175,23.903000000000247,28.27100000000064,30.450000000000728,31.1929999999993,40.29500000000007,29.76000000000022,42.47400000000016,31.72899999999936,36.254000000000815,32.728000000000975,,,
50.0,0.0,8.286000000000058,14.015999999999622,17.719999999999345,27.389999999999418,18.993000000000393,20.82300000000032,24.822000000000116,29.782000000001062,31.972999999999956,32.83600000000115,41.73400000000038,31.43000000000029,44.29900000000089,33.42699999999968,37.45499999999993,34.40700000000106,,,
51.0,0.0,9.501000000000204,14.550999999999476,18.3070000000007,27.738999999999578,19.9429999999993,21.63500000000022,25.50300000000061,31.318999999999505,33.78600000000006,34.55400000000009,42.87199999999939,33.07599999999911,46.32999999999993,34.98400000000038,38.931000000000495,35.9380000000001,,,
52.0,0.0,9.887000000000626,14.984000000000378,18.806000000000495,28.07800000000134,20.641999999999825,22.58100000000013,26.284999999999854,32.751000000000204,35.44000000000051,36.7450000000008,44.04000000000087,34.86000000000058,48.483000000000175,37.509000000000015,40.45300000000134,38.202000000001135,,,
53.0,0.0,10.16400000000067,15.640000000001237,19.399999999999636,28.39300000000003,21.338999999999942,23.421000000000276,26.759000000000015,34.22400000000016,37.30000000000109,38.733000000000175,46.082000000000335,36.850000000000364,50.551000000001295,39.52000000000044,41.98400000000038,40.46399999999994,,,
54.0,0.0,10.665000000000873,16.066000000000713,19.91400000000067,28.47200000000157,21.981000000001586,24.062000000001717,27.218000000000757,35.41400000000067,39.615999999999985,40.56100000000151,47.2450000000008,38.75600000000122,52.14100000000144,41.504000000000815,43.48199999999997,42.26300000000083,,,
55.0,0.0,11.075000000000728,16.51800000000003,20.337999999999738,28.69300000000112,22.920000000000073,24.94800000000032,27.813000000000102,37.02599999999984,41.10400000000118,41.98199999999997,48.069000000001324,40.486000000000786,53.56500000000051,43.08700000000135,44.87800000000061,43.900000000001455,,,
56.0,0.0,11.436999999999898,16.738999999999578,20.53399999999965,28.30500000000029,23.5,25.889999999999418,30.396999999999025,38.17900000000009,42.51299999999901,43.29399999999987,49.58499999999913,41.75799999999981,54.90400000000045,45.02800000000025,46.784999999999854,46.21399999999994,,,
57.0,0.0,11.83599999999933,17.04700000000048,20.843000000000757,28.710000000000946,24.243000000000393,26.66699999999946,31.639999999999418,39.18499999999949,43.88500000000022,44.759000000000015,51.02100000000064,43.284999999999854,57.07799999999952,46.52399999999943,49.44499999999971,48.48999999999978,,,
58.0,0.0,11.799999999999272,17.310999999999694,21.24699999999939,28.831999999998516,25.22099999999955,27.440999999998894,32.63199999999961,40.052999999999884,45.763999999999214,46.76900000000023,52.92099999999846,45.141999999999825,58.78799999999865,47.98499999999876,50.60899999999856,49.76800000000003,,,
59.0,0.0,12.029000000000451,17.60699999999997,21.587000000001353,29.084000000000742,25.949000000000524,28.33600000000115,33.655000000000655,41.141999999999825,47.59100000000035,48.233000000000175,54.012000000000626,46.91100000000006,60.426000000001295,49.45800000000054,52.20600000000013,51.332000000000335,,,
60.0,0.0,12.121000000001004,18.24800000000141,22.350000000000364,30.301000000001295,26.887000000000626,31.639000000001033,34.845000000001164,42.29700000000048,49.33899999999994,50.158000000001266,55.158000000001266,48.55400000000009,62.13299999999981,51.25500000000102,53.97900000000118,52.847999999999956,,,
61.0,0.0,12.711999999999534,18.916000000001077,22.913000000000466,30.699000000000524,27.770000000000437,33.193999999999505,35.55999999999949,43.32500000000073,50.853000000000975,51.88199999999961,56.51499999999942,50.29700000000048,63.879000000000815,52.82600000000093,55.70100000000093,54.434000000001106,,,
62.0,0.0,12.768000000000029,19.50300000000061,23.582000000000335,30.924000000000888,28.603000000000975,34.06800000000112,36.310999999999694,44.31800000000112,53.14300000000003,53.961999999999534,57.884000000000015,52.548000000000684,65.54200000000128,54.83400000000074,57.090000000000146,56.14099999999962,,,
63.0,0.0,12.93499999999949,20.063000000000102,24.24200000000019,31.082000000000335,29.288000000000466,34.68499999999949,37.222999999999956,45.1929999999993,55.38500000000022,55.94599999999991,59.74399999999878,54.74699999999939,67.55599999999868,56.67699999999968,58.852999999999156,57.95499999999993,,,
64.0,0.0,13.231999999999971,20.570999999999913,24.89300000000003,31.37800000000061,30.092000000000553,35.29600000000028,38.0,45.90600000000086,57.1869999999999,58.02800000000025,61.158000000001266,56.53600000000006,69.59300000000076,58.556000000000495,60.707000000000335,59.6880000000001,,,
65.0,0.0,12.845999999999549,21.11499999999978,25.35699999999997,31.77599999999984,30.89600000000064,35.75799999999981,38.83100000000013,46.30199999999968,58.8119999999999,59.68000000000029,62.76400000000103,58.52900000000045,71.26300000000083,60.39300000000003,62.08100000000013,61.34599999999955,,,
66.0,0.0,12.814000000000306,21.623999999999796,25.96600000000035,32.85399999999936,32.024999999999636,36.326999999999316,39.85399999999936,47.01800000000003,59.677999999999884,62.29600000000028,66.20299999999952,63.185999999999694,73.61700000000019,65.63600000000042,66.08899999999994,86.20099999999911,,,
67.0,0.0,13.96600000000035,21.64600000000064,25.898999999999432,33.996000000001004,35.1190000000006,36.685999999999694,40.31800000000112,47.222999999999956,60.28100000000086,63.03399999999965,67.77000000000044,65.75799999999981,75.71900000000096,69.07899999999972,66.66200000000026,,,,
68.0,0.0,14.325999999999112,21.987999999999374,26.44499999999971,34.352999999999156,36.4380000000001,37.490999999999985,41.25,47.59900000000016,61.0619999999999,63.927999999999884,69.38600000000042,68.21700000000055,77.40999999999985,71.34399999999914,68.74099999999999,,,,
69.0,0.0,14.42200000000048,22.489000000001397,26.74200000000019,34.38500000000022,37.36499999999978,38.19499999999971,41.94800000000032,47.91400000000067,61.72700000000077,64.81700000000092,71.58100000000013,70.76000000000022,78.6820000000007,73.16899999999987,71.2489999999998,,,,
70.0,0.0,15.394000000000233,23.104999999999563,27.31800000000112,34.17000000000007,38.38900000000103,39.11800000000039,42.560999999999694,48.57099999999991,62.5570000000007,65.75600000000122,75.77599999999984,75.5609999999997,80.14400000000023,76.42100000000028,73.92000000000007,,,,
71.0,0.0,13.878000000000611,23.159999999999854,27.188000000000102,33.263999999999214,41.02599999999984,41.582000000000335,43.13199999999961,48.56600000000071,62.86499999999978,66.20600000000013,78.97999999999956,80.33400000000074,81.68499999999949,80.60399999999936,78.8189999999995,,,,
