,VER,NOR,PER,HAM,PIA,RUS,LEC,SAI,ALO,STR,ALB,BOT,RIC,HUL,TSU,ZHO,MAG,SAR,OCO,GAS
35.0,0.0,10.905999999999949,25.868999999999687,23.605999999999767,18.144999999999527,52.75699999999961,37.55499999999938,36.01599999999962,44.69699999999921,74.09699999999975,77.32399999999961,55.485999999999876,85.28999999999996,64.88799999999992,62.51999999999953,68.44999999999982,73.8189999999995,92.58399999999983,,
36.0,0.0,12.157000000000153,25.97400000000016,24.230999999999767,19.28899999999976,53.04500000000007,38.77799999999934,37.22699999999986,45.98999999999978,74.77899999999954,78.47299999999996,57.64499999999953,86.21900000000005,67.41100000000006,64.66100000000006,71.08199999999943,77.23499999999967,92.79500000000007,,
37.0,0.0,13.326000000000022,26.34900000000016,24.88799999999992,20.56999999999971,53.399999999999636,40.22199999999975,38.55999999999949,47.384000000000015,75.79399999999987,80.46999999999935,59.66100000000006,87.1880000000001,69.98300000000017,67.05299999999988,73.85499999999956,80.28099999999995,93.5689999999995,,
38.0,0.0,14.463000000000648,26.783000000000357,25.692000000000007,21.819000000000415,53.79100000000017,41.689000000000306,39.95000000000073,48.762000000000626,77.08100000000013,82.1190000000006,61.525000000000546,87.96800000000076,74.27700000000004,69.6880000000001,78.82000000000062,85.3690000000006,94.20100000000002,,
39.0,0.0,15.093000000000757,26.800000000000182,25.899000000000342,22.377000000000407,53.60500000000047,42.501000000000204,40.74000000000069,49.8090000000002,76.83600000000024,82.79200000000037,62.65400000000045,88.09500000000025,93.3130000000001,71.45000000000073,101.57100000000082,87.84800000000087,94.52400000000034,,
40.0,0.0,16.18499999999949,27.698999999999614,26.99199999999928,23.857999999999265,53.79999999999927,43.94599999999991,41.88499999999931,50.83299999999963,77.18199999999979,85.11499999999978,67.10799999999927,88.47899999999936,93.79999999999927,73.68299999999999,102.39699999999993,91.49599999999919,95.4369999999999,,
41.0,0.0,17.628999999999905,29.137000000000626,28.553000000000793,26.0,54.92700000000059,45.577000000000226,43.527000000000044,52.67399999999998,78.20499999999993,86.64900000000034,89.09500000000025,90.20800000000054,95.06600000000071,76.53800000000047,103.73100000000068,97.67000000000007,96.97900000000027,,
42.0,0.0,18.800000000000182,33.163000000000466,30.090000000000146,29.932999999999993,55.73999999999978,46.89300000000003,45.069000000000415,54.05699999999979,79.58500000000004,87.91200000000026,89.4369999999999,91.4409999999998,95.32999999999993,79.17799999999988,105.45899999999983,117.88600000000042,98.14800000000014,,
43.0,0.0,19.937000000000808,50.1880000000001,31.325000000000728,48.63800000000083,56.09900000000016,50.30500000000029,46.92800000000079,58.34900000000016,79.89700000000084,88.90300000000025,90.3130000000001,92.35500000000047,96.14300000000003,82.44600000000082,106.63100000000031,119.09200000000055,99.63600000000042,,
44.0,0.0,22.860999999999876,49.344999999999345,31.995999999999185,48.34199999999964,55.615999999999985,66.15999999999985,50.82600000000002,78.55899999999929,80.22899999999936,89.54599999999937,90.64499999999953,93.02199999999993,96.99199999999928,88.5619999999999,107.28699999999935,119.41699999999946,100.59399999999914,,
