,VER,NOR,HAM,PIA,RUS,PER,ALO,ALB,LEC,SAI,SAR,BOT,HUL,STR,ZHO,TSU,DEV,GAS,MAG,OCO
35.0,0.0,0.9620000000004438,1.7010000000000218,4.2409999999999854,4.647000000000844,8.873000000000502,6.326000000000022,10.051000000000386,12.386000000000422,7.996000000000095,15.749000000000706,16.907000000000153,29.816000000000713,14.59100000000035,22.976000000000568,19.847000000000662,20.506000000000313,13.535000000000764,,
36.0,0.0,0.9130000000004657,1.7750000000005457,3.0960000000004584,4.468000000000757,7.42200000000048,5.208000000000538,8.57300000000032,9.701000000000022,6.63300000000072,14.096000000000458,15.610000000000582,21.0570000000007,12.106000000000677,16.95800000000054,18.142000000000735,19.021999999999935,10.997000000000298,,
37.0,0.0,1.3940000000002328,3.130000000000109,4.328000000000429,5.360000000000582,9.04700000000048,6.6469999999999345,10.365999999999985,11.75800000000072,7.8840000000000146,15.532000000000153,16.80200000000059,20.382000000000517,14.240000000000691,21.84400000000005,17.825000000000728,19.15599999999995,12.97900000000027,,
38.0,0.0,1.2080000000005384,1.5020000000004075,2.155999999999949,2.610000000000582,3.998000000000502,2.9279999999998836,4.248000000000502,4.907000000000153,3.618000000000393,6.050000000000182,6.499000000000706,7.691000000000713,5.740000000000691,8.084000000000742,6.901000000000749,7.27100000000064,5.2390000000004875,,
39.0,0.0,2.1030000000000655,2.581000000000131,3.454000000000633,4.110000000000582,6.153000000000247,4.900000000000546,6.530000000000655,7.0590000000001965,5.729000000000269,8.496000000000095,8.769000000000233,9.8700000000008,7.69800000000032,10.923999999999978,9.4350000000004,10.570000000000618,7.871000000000095,,
40.0,0.0,2.5529999999998836,3.313000000000102,4.381999999999607,5.168999999999869,7.515000000000327,6.043999999999869,8.15899999999965,8.746000000000095,6.9650000000001455,10.898000000000138,11.278000000000247,12.25500000000011,9.470999999999549,13.686999999999898,11.819999999999709,13.20299999999952,10.146999999999935,,
41.0,0.0,2.625,3.2979999999997744,4.543999999999869,5.604999999999563,8.217999999999847,7.007999999999811,8.743999999999687,9.344000000000051,7.7039999999997235,12.050000000000182,12.818999999999505,13.670999999999367,10.489999999999782,15.653999999999542,14.45299999999952,15.164999999999964,11.286000000000058,,
42.0,0.0,3.2719999999999345,4.065000000000509,5.447000000000116,6.518000000000029,9.65900000000056,8.561999999999898,10.347999999999956,10.99499999999989,9.072000000000116,13.47400000000016,14.445999999999913,15.493000000000393,11.722999999999956,17.6220000000003,16.48400000000038,17.259000000000015,12.550000000000182,,
43.0,0.0,3.280000000000655,4.075000000000728,5.923000000000684,7.213999999999942,11.128999999999905,9.774000000000342,11.56500000000051,12.512000000000626,11.42700000000059,14.682000000000698,15.958000000000538,17.283000000000357,12.990999999999985,19.73199999999997,18.52100000000064,19.24000000000069,13.663000000000466,,
44.0,0.0,3.418000000000575,5.016000000000531,6.739999999999782,8.134000000000015,12.193000000000211,11.257000000000517,12.97400000000016,14.679000000000087,15.40099999999984,16.88299999999981,17.873000000000502,19.076000000000022,16.353000000000065,21.873000000000502,20.407000000000153,22.60900000000038,15.877000000000407,,
45.0,0.0,3.3770000000004075,5.033000000001266,6.804000000000087,8.510000000000218,12.42200000000048,11.951000000000931,13.778000000000247,15.23700000000099,16.665000000000873,18.265000000001237,19.70800000000054,20.26800000000003,18.019000000000233,23.033000000001266,21.559000000001106,24.096000000001368,21.200000000000728,,
46.0,0.0,3.356999999999971,5.477999999999156,7.185999999999694,9.3799999999992,12.982999999998356,13.727999999999156,14.779999999998836,15.972999999999956,17.456999999998516,19.571999999998297,20.877999999998792,21.737999999999374,18.90299999999843,24.247999999999593,22.979999999999563,25.6979999999985,86.1929999999993,,
47.0,0.0,3.80199999999968,5.57799999999952,7.4650000000001455,9.876000000000204,13.340000000000146,14.407999999999447,15.168999999999869,16.18499999999949,17.90099999999984,20.29199999999946,21.808999999999287,22.691000000000713,19.52299999999923,25.0570000000007,24.122999999999593,27.005999999999403,,,
48.0,0.0,3.7620000000006257,5.329999999999927,7.22400000000016,10.045000000000073,13.148999999999432,14.345999999999549,15.235000000000582,16.040000000000873,17.939000000000306,20.60200000000077,22.38299999999981,23.351000000000568,19.868000000000393,25.425999999999476,24.8070000000007,27.959000000000742,,,
49.0,0.0,3.5640000000003056,5.397999999999229,7.427999999999884,10.439000000000306,13.290999999999258,15.20299999999952,15.929000000000087,16.602999999999156,18.443999999999505,21.256999999999607,23.332000000000335,24.212999999999738,20.51000000000022,26.80699999999888,26.092999999998938,29.28099999999904,,,
50.0,0.0,3.8320000000003347,5.631999999999607,7.8880000000008295,10.567999999999302,13.13800000000083,15.909999999999854,16.49699999999939,17.027000000000044,18.55999999999949,22.049999999999272,24.20299999999952,25.078999999999724,21.012000000000626,27.97400000000016,27.59100000000035,30.620999999999185,,,
51.0,0.0,3.5119999999988067,5.938000000000102,7.7959999999984575,10.73399999999856,12.654999999998836,16.4429999999993,17.029999999998836,17.39300000000003,18.528999999998632,22.60899999999856,24.938999999998487,25.847999999999956,21.305999999998676,28.66699999999946,29.40599999999904,31.66899999999987,,,
52.0,0.0,3.7880000000004657,6.786000000000058,7.762000000000626,11.192000000000917,12.868000000000393,17.179000000000087,17.864000000001397,18.67500000000109,19.434000000001106,23.618000000000393,25.816000000000713,26.64900000000125,22.46900000000096,29.806000000000495,31.21100000000115,33.1140000000014,,,
