,VER,NOR,PIA,LEC,HAM,SAI,RUS,ALO,OCO,GAS,LAW,TSU,ZHO,HUL,MAG,ALB,SAR,STR,PER,BOT
29.0,0.0,13.778999999999542,17.328999999999724,21.061999999999898,27.299999999999272,23.023999999999432,33.22399999999925,55.91399999999976,65.02999999999975,45.65299999999934,74.55499999999938,57.38599999999951,64.74299999999948,68.5609999999997,74.38400000000001,,,,,
30.0,0.0,14.217000000000553,18.287000000000262,21.939000000000306,28.03400000000056,24.140000000000327,33.57600000000002,55.58800000000065,65.00300000000061,46.8730000000005,75.77500000000055,62.48400000000038,85.27200000000084,69.58500000000004,77.90700000000015,,,,,
31.0,0.0,14.318000000000211,19.309000000000196,23.22900000000027,29.301000000000386,25.257000000000517,33.97900000000027,55.57099999999991,65.38200000000052,48.100000000000364,77.50300000000061,83.79300000000057,85.95100000000002,71.01800000000003,82.8119999999999,,,,,
32.0,0.0,14.842999999999847,19.846999999999753,23.970000000000255,29.985999999999876,26.063000000000102,34.25500000000011,55.27900000000045,65.29500000000007,49.074000000000524,78.38500000000022,83.72600000000057,86.4960000000001,71.59000000000015,103.3680000000004,,,,,
33.0,0.0,15.140000000000327,20.69800000000032,25.01800000000003,30.70800000000054,27.04200000000037,34.72900000000027,54.95900000000074,65.4930000000004,50.26800000000003,79.3720000000003,84.16400000000067,87.48400000000038,72.48500000000058,103.99000000000069,,,,,
34.0,0.0,15.409999999999854,21.082000000000335,28.41400000000067,33.82800000000043,27.896999999999935,35.09299999999985,54.6869999999999,65.15800000000036,53.913000000000466,80.03600000000006,84.32900000000063,88.40000000000055,73.41300000000047,104.52100000000064,,,,,
35.0,0.0,15.481999999999971,23.868999999999687,46.456999999999425,51.7559999999994,28.810999999999694,35.5019999999995,55.16899999999987,65.21799999999985,74.89899999999943,80.61700000000019,84.51800000000003,89.2529999999997,74.65299999999934,105.40999999999985,,,,,
36.0,0.0,17.76800000000003,43.14500000000044,45.417999999999665,49.54700000000048,29.44300000000021,35.67900000000009,55.358000000000175,65.01400000000012,73.44999999999982,81.06500000000051,84.46600000000035,89.6880000000001,76.79399999999987,105.60800000000017,,,,,
37.0,0.0,34.284999999999854,39.51299999999992,42.04500000000007,45.465000000000146,28.277000000000044,33.89499999999953,53.233000000000175,62.84400000000005,70.1859999999997,79.28999999999996,82.21500000000015,87.85400000000027,77.94999999999982,103.51599999999962,,,,,
38.0,0.0,14.210000000000036,19.76300000000083,22.460000000000036,26.123000000000502,13.619000000000597,16.860000000000582,35.155000000000655,44.64600000000064,51.311000000000604,61.55500000000029,63.95300000000043,69.98700000000008,80.8060000000005,85.65900000000056,,,,,
39.0,0.0,15.999000000000706,22.17700000000059,24.949000000000524,28.449000000000524,35.600000000000364,20.69300000000021,39.00800000000072,48.48900000000049,54.108000000000175,65.85000000000036,67.86700000000019,73.79600000000028,85.01300000000083,89.48100000000068,,,,,
40.0,0.0,15.331999999999425,23.003999999999905,25.396999999999935,29.652999999999338,35.87299999999959,22.47099999999955,41.15299999999934,50.47899999999936,55.15399999999954,68.35899999999947,69.87299999999959,76.21399999999994,86.75500000000011,91.52499999999964,,,,,
41.0,0.0,15.721999999999753,25.45299999999952,26.88500000000022,31.462999999999738,36.80400000000009,25.05999999999949,43.902000000000044,52.818999999999505,56.969999999999345,71.4380000000001,72.65799999999945,78.97199999999975,88.71699999999964,93.9340000000002,,,,,
42.0,0.0,16.31800000000021,27.053000000000793,28.99199999999928,33.6850000000004,37.9340000000002,28.39100000000053,47.01099999999951,55.39100000000053,58.92199999999957,74.83299999999963,75.82900000000063,81.63000000000011,90.77799999999934,97.91499999999996,,,,,
43.0,0.0,16.40099999999984,28.335000000000946,31.078999999999724,35.009000000000015,38.641999999999825,30.522000000000844,49.45499999999993,57.215000000000146,60.504000000000815,77.55999999999949,78.62800000000061,83.8739999999998,92.25400000000081,100.15200000000004,,,,,
44.0,0.0,16.99800000000141,30.71600000000035,34.01800000000003,36.8119999999999,39.90400000000045,33.51400000000103,52.69200000000092,60.069000000001324,62.775000000001455,80.89800000000105,81.6760000000013,86.6140000000014,94.04200000000128,102.75600000000122,,,,,
45.0,0.0,17.161000000000058,32.09699999999975,35.336999999999534,38.11399999999958,40.78700000000026,36.836999999999534,55.20899999999892,62.35199999999895,64.65200000000004,83.5659999999989,84.29899999999907,88.48999999999978,97.26299999999901,105.34799999999996,,,,,
46.0,0.0,17.555999999998676,32.57300000000032,36.54999999999927,40.1299999999992,41.586999999999534,39.29399999999987,57.638999999999214,67.14500000000044,66.43000000000029,86.24599999999919,86.9989999999998,90.77099999999882,99.09100000000035,108.26299999999901,,,,,
47.0,0.0,17.74699999999939,33.0570000000007,37.67000000000007,42.361000000000786,42.88299999999981,41.8130000000001,60.056000000000495,69.6830000000009,68.27599999999984,88.69100000000071,89.38299999999981,92.78299999999945,100.4989999999998,110.84499999999935,,,,,
48.0,0.0,18.136000000000422,33.73899999999958,38.98999999999978,44.57899999999972,45.03099999999904,43.97099999999955,62.263999999999214,71.87700000000041,70.21199999999953,91.16599999999926,91.87199999999939,95.17000000000007,102.16100000000006,117.33100000000013,,,,,
49.0,0.0,19.174999999999272,34.16699999999946,39.90899999999965,46.6299999999992,48.01000000000022,47.873999999999796,64.38400000000001,73.5689999999995,71.5,92.82499999999891,93.68199999999888,98.21099999999933,103.18499999999949,120.08100000000013,,,,,
50.0,0.0,19.23999999999978,34.42099999999846,40.6359999999986,47.17000000000007,48.48199999999997,50.675999999999476,66.66199999999844,75.02199999999903,72.77199999999903,94.21499999999833,95.0689999999995,99.43199999999888,103.96299999999974,122.10399999999936,,,,,
51.0,0.0,19.34100000000035,35.012000000000626,41.55899999999929,48.060999999999694,48.95999999999913,53.10699999999997,69.2430000000004,76.76800000000003,74.08100000000013,96.09000000000015,98.29600000000028,101.23599999999897,105.0669999999991,124.35599999999977,,,,,
52.0,0.0,19.001000000000204,35.75699999999961,42.28200000000106,48.36300000000119,49.29900000000089,55.11200000000099,71.42500000000109,77.76300000000083,75.27300000000105,99.42900000000009,100.34600000000137,102.69900000000052,105.94599999999991,125.9340000000011,,,,,
53.0,0.0,19.45600000000013,36.47400000000016,44.03099999999904,49.41599999999926,50.25799999999981,57.6919999999991,74.77499999999964,79.7549999999992,83.23999999999978,,,,,,,,,,
