,VER,ALO,HAM,LEC,SAI,PER,ALB,OCO,STR,BOT,PIA,GAS,NOR,TSU,HUL,ZHO,MAG,DEV,RUS,SAR
43.0,0.0,4.502999999999702,9.899000000000342,12.556999999999789,14.528000000000247,17.97400000000016,24.034999999999854,30.100999999999658,34.5,31.337999999999738,38.822000000000116,42.274999999999636,32.912999999999556,44.33299999999963,42.89900000000034,50.722999999999956,95.54399999999987,95.1220000000003,26.11200000000008,
44.0,0.0,4.548999999999978,9.579999999999927,12.377999999999702,14.730999999999767,17.822000000000116,25.266999999999825,30.84599999999955,35.1899999999996,32.009000000000015,39.60599999999977,42.8769999999995,33.60499999999956,45.64800000000014,44.537999999999556,52.095000000000255,96.85999999999967,97.43199999999979,26.886999999999716,
45.0,0.0,4.5090000000000146,9.493000000000393,12.686999999999898,14.738000000000284,18.175000000000182,26.829999999999927,31.623000000000502,36.266999999999825,32.847999999999956,40.38799999999992,43.5619999999999,34.48099999999977,47.262000000000626,45.97900000000027,53.57800000000043,98.73400000000038,99.54200000000037,27.90900000000056,
46.0,0.0,4.196000000000822,9.168000000000575,12.614000000000487,14.634000000000015,18.20300000000043,28.283000000000357,32.27400000000034,37.499000000000706,33.462000000000444,40.996000000000095,44.11000000000058,34.97600000000057,48.189000000000306,47.15400000000045,54.51500000000033,100.21000000000004,101.72300000000087,29.092000000000553,
47.0,0.0,5.527000000000044,8.528000000000247,12.485000000000582,14.509000000000015,18.455000000000837,29.699000000000524,33.210000000000036,38.76500000000033,34.47100000000046,41.98199999999997,45.02400000000034,35.86000000000058,49.1200000000008,48.71800000000076,55.85200000000077,101.61400000000049,104.52500000000055,30.41400000000067,
48.0,0.0,5.462999999999738,8.729999999999563,12.335000000000036,14.595000000000255,18.725999999999658,31.350000000000364,34.210000000000036,39.65899999999965,35.59699999999975,42.95399999999972,45.93000000000029,36.83899999999994,50.03700000000026,50.56800000000021,57.10900000000038,103.14000000000033,106.9989999999998,32.01599999999962,
49.0,0.0,5.5020000000004075,8.988000000000284,12.447000000000116,14.801000000000386,18.954000000000633,33.181000000000495,35.746000000000095,40.73100000000068,37.01299999999992,44.262000000000626,46.94599999999991,37.96700000000055,51.38500000000022,52.84700000000066,58.664999999999964,104.97900000000027,109.26299999999992,34.04600000000028,
50.0,0.0,5.847000000000662,9.31500000000051,12.803000000000793,15.186000000000604,19.71900000000005,34.86800000000039,37.254000000000815,41.76900000000023,38.29500000000007,45.70000000000073,48.03900000000067,38.57800000000043,52.32500000000073,54.947000000000116,59.9950000000008,106.76500000000033,127.70800000000054,35.75700000000052,
51.0,0.0,6.23700000000008,9.622000000000298,13.199000000000524,15.579000000000633,20.675000000000182,36.6840000000002,38.798000000000684,42.82600000000002,39.70100000000002,47.07800000000043,49.08100000000013,39.983000000000175,53.311000000000604,56.81800000000021,61.70300000000043,108.45499999999993,132.5050000000001,37.29899999999998,
52.0,0.0,6.331000000000131,9.210000000000036,13.221000000000458,15.567000000000007,20.967000000000553,38.00200000000041,39.819000000000415,43.4970000000003,40.222999999999956,47.88100000000031,49.89100000000053,40.858000000000175,53.98900000000049,58.621000000000095,62.95400000000063,109.77500000000055,133.058,38.77800000000025,
53.0,0.0,6.445999999999913,9.534999999999854,13.48700000000008,15.930999999999585,22.04699999999957,39.82999999999993,41.284999999999854,44.65599999999995,41.64300000000003,48.89899999999943,51.01000000000022,42.18299999999999,55.037999999999556,60.376000000000204,64.4960000000001,128.71700000000055,134.1849999999995,40.659999999999854,
54.0,0.0,6.932999999999993,9.344000000000051,13.880999999999403,16.519999999999527,22.961999999999534,41.542999999999665,42.621000000000095,45.78900000000067,43.20899999999983,50.03700000000026,52.27100000000064,43.68000000000029,56.25799999999981,63.13500000000022,66.16799999999967,134.82200000000012,135.35199999999895,42.19599999999991,
55.0,0.0,7.299999999999272,9.626000000000204,14.105999999999767,16.65400000000045,24.10399999999936,43.14099999999962,43.85699999999997,46.94800000000032,44.39300000000003,51.16699999999946,53.560999999999694,44.951999999999316,57.83100000000013,65.21099999999933,67.871000000001,135.1280000000006,136.5709999999999,,
56.0,0.0,7.575999999999112,9.53099999999904,14.430999999998676,17.122999999999593,25.284999999999854,44.5669999999991,45.1979999999985,47.86199999999917,45.634000000000015,52.10499999999956,54.659999999999854,46.06999999999971,58.65599999999904,66.82099999999991,69.29399999999987,136.09199999999873,137.58599999999933,,
57.0,0.0,7.792999999999665,9.395999999998821,14.453999999999724,17.979999999999563,26.153000000000247,45.77000000000044,46.30999999999949,48.6880000000001,46.73599999999897,53.05500000000029,55.516999999999825,47.13299999999981,59.716999999998734,68.46399999999994,70.58599999999933,137.1919999999991,138.42499999999927,,
58.0,0.0,7.805999999998676,9.240999999999985,14.800999999999476,18.162999999998647,26.659999999999854,47.197000000000116,47.61899999999878,49.29500000000007,48.10199999999895,53.77799999999843,56.284999999999854,48.60199999999895,61.3130000000001,69.88299999999981,71.71899999999914,138.11799999999857,139.53399999999965,,
59.0,0.0,7.9429999999993015,9.438000000000102,14.98699999999917,18.35399999999936,27.352999999999156,48.5059999999994,48.97099999999955,50.42200000000048,49.378999999998996,54.60099999999875,57.065999999998894,49.711999999999534,63.13699999999881,71.53499999999985,73.13999999999942,139.08200000000033,140.71099999999933,,
60.0,0.0,8.266999999999825,9.704999999999927,15.36199999999917,18.43499999999949,27.806000000000495,49.79199999999946,50.37700000000041,51.672999999998865,50.751000000000204,55.45099999999911,57.84100000000035,51.001000000000204,64.3739999999998,73.14300000000003,74.5010000000002,139.9380000000001,142.41799999999967,,
61.0,0.0,8.191999999999098,10.068999999999505,15.509000000000015,18.513999999999214,28.229999999999563,51.072000000000116,51.68399999999929,53.03199999999924,52.19999999999891,56.30400000000009,58.634000000000015,52.402000000000044,65.38700000000063,74.97899999999936,77.33899999999994,140.78800000000047,143.91300000000047,,
62.0,0.0,8.038000000000466,10.163000000000466,15.77599999999984,18.766999999999825,28.605000000001382,52.15300000000025,52.788000000000466,54.251000000000204,53.413000000000466,57.176000000001295,59.361000000000786,53.68600000000151,66.46200000000135,78.1890000000003,78.61100000000079,141.73000000000138,145.10300000000097,,
63.0,0.0,8.055000000000291,10.59400000000096,15.97400000000016,18.875,29.063000000000102,53.168000000001484,53.63300000000163,55.63800000000083,55.4940000000006,58.481000000001586,60.16000000000167,55.052999999999884,67.45499999999993,79.86700000000019,80.39500000000044,142.85000000000036,146.27100000000064,,
64.0,0.0,7.779000000000451,10.696000000001732,15.706000000000131,18.689000000000306,29.187000000001717,54.08300000000054,54.69000000000051,57.28200000000106,56.63900000000103,59.202000000001135,60.68000000000029,55.82100000000173,68.38400000000001,81.22900000000118,81.6890000000003,143.3650000000016,147.2420000000002,,
65.0,0.0,8.066999999999098,10.920000000000073,16.075000000000728,19.1200000000008,29.860000000000582,55.365999999999985,55.884000000000015,58.95999999999913,58.23699999999917,60.15799999999945,61.681000000000495,56.298000000000684,69.47099999999955,83.47999999999956,84.51599999999962,144.4419999999991,148.2549999999992,,
66.0,0.0,8.118000000000393,11.22400000000016,16.08300000000054,19.558999999999287,30.39799999999923,56.47400000000016,56.96099999999933,59.836999999999534,59.29999999999927,60.63600000000042,62.07500000000073,57.26800000000003,70.24799999999959,86.5619999999999,86.97099999999955,145.0,148.72600000000057,,
67.0,0.0,8.807000000000698,11.754000000000815,16.679000000000087,19.7450000000008,30.790000000000873,57.56600000000071,58.1200000000008,61.159999999999854,60.54200000000128,61.715000000000146,62.379000000000815,58.35100000000057,70.94800000000032,89.41700000000128,89.89000000000124,145.40099999999984,149.45100000000093,,
68.0,0.0,9.819999999999709,13.013999999999214,17.360000000000582,20.691999999999098,47.76100000000042,58.888999999999214,59.344999999999345,62.60900000000038,62.08499999999913,63.120999999999185,63.681000000000495,59.65699999999924,72.02000000000044,91.38500000000022,91.7430000000004,146.22799999999916,150.59399999999914,,
69.0,0.0,9.46099999999933,13.235999999998967,17.688000000000102,20.87199999999939,52.78399999999965,59.79199999999946,60.248999999999796,63.42499999999927,62.969999999999345,64.04199999999946,64.58300000000054,60.55999999999949,72.70299999999952,93.18000000000029,93.61399999999958,146.49599999999919,151.20399999999972,,
70.0,0.0,9.570000000001528,14.168000000001484,18.648000000001048,21.540000000000873,51.02800000000025,60.8130000000001,61.69200000000092,64.40200000000004,64.4320000000007,65.10100000000057,65.2489999999998,63.36300000000119,73.42300000000068,,,,,,
