,VER,NOR,ALO,PER,STR,SAI,GAS,HAM,TSU,OCO,SAR,HUL,RIC,PIA,RUS,BOT,ZHO,MAG,ALB,LEC
23.0,0.0,3.524999999999636,8.443000000000211,36.663000000000466,41.103000000000065,22.230999999999767,24.057999999999993,37.82899999999972,28.261000000000422,43.15300000000025,47.45499999999993,62.376000000000204,106.26100000000042,110.9369999999999,39.99200000000019,45.04500000000007,,,,
24.0,0.0,3.6400000000003274,9.327000000000226,36.322000000000116,40.38200000000052,22.972999999999956,25.13500000000022,38.3159999999998,28.800000000000182,43.69800000000032,47.595000000000255,63.20600000000013,106.46799999999985,116.30000000000018,40.49499999999989,45.54600000000028,,,,
25.0,0.0,3.6859999999996944,14.029999999999745,36.021999999999935,39.909999999999854,24.1279999999997,26.872999999999593,39.073999999999614,29.578999999999724,44.32300000000032,48.11899999999969,64.10699999999997,108.63799999999992,134.1909999999998,41.305999999999585,46.10400000000027,,,,
26.0,0.0,3.5150000000003274,31.182999999999993,35.37800000000061,39.2470000000003,28.751000000000204,31.951000000000022,39.379000000000815,33.90700000000015,44.625,48.45000000000073,64.95400000000063,112.79400000000078,134.1240000000007,41.365999999999985,46.29700000000048,,,,
27.0,0.0,4.069000000000415,27.25,30.577000000000226,34.86200000000008,41.33899999999994,46.863000000000284,36.15599999999995,51.896999999999935,41.10100000000057,44.83399999999983,60.871000000000095,128.4980000000005,130.1300000000001,36.73000000000047,43.11400000000049,,,,
28.0,0.0,5.220000000000255,10.65099999999984,13.430000000000291,18.09900000000016,23.936999999999898,29.277000000000044,19.81999999999971,35.22900000000027,25.73199999999997,28.690999999999804,44.08899999999994,111.53399999999965,113.59799999999996,20.190999999999804,27.423999999999978,,,,
29.0,0.0,5.19800000000032,11.065999999999804,13.559000000000196,18.31500000000051,24.0600000000004,29.971999999999753,20.314000000000306,35.11499999999978,27.248999999999796,29.97900000000027,44.194000000000415,111.46900000000005,113.74399999999969,20.783000000000357,28.632000000000517,,,,
30.0,0.0,5.59900000000016,11.326000000000022,13.608000000000175,18.429000000000087,24.019000000000233,29.775000000000546,20.78899999999976,35.03200000000015,28.614000000000487,31.654999999999745,44.561000000000604,111.07700000000023,113.625,21.278000000000247,29.382000000000517,,,,
31.0,0.0,5.364999999999782,11.634000000000015,13.59900000000016,18.54699999999957,23.822000000000116,30.149999999999636,21.180999999999585,34.92199999999957,33.41100000000006,32.818999999999505,45.136999999999716,111.31999999999971,113.39599999999973,21.78899999999976,30.096999999999753,,,,
32.0,0.0,5.2590000000000146,12.222999999999956,13.918999999999869,19.201000000000022,23.88299999999981,30.34099999999944,21.818999999999505,35.09599999999955,52.60999999999967,34.404999999999745,46.54099999999926,112.00799999999981,113.82299999999941,22.510999999999513,32.2549999999992,,,,
33.0,0.0,5.350999999999658,12.884999999999309,14.385999999999513,19.86999999999989,24.346999999999753,30.609999999999673,22.73399999999947,36.034999999999854,52.8779999999997,35.878999999999905,48.2519999999995,113.44799999999941,114.30499999999938,23.769999999999527,33.93399999999929,,,,
34.0,0.0,5.28899999999976,13.618999999999687,15.002999999999702,20.889999999999418,25.28099999999995,31.173999999999978,24.001000000000204,37.00799999999981,53.1279999999997,38.322000000000116,49.599999999999454,113.86899999999969,115.68199999999979,25.291000000000167,35.759000000000015,,,,
35.0,0.0,5.11699999999928,14.182999999999993,15.372999999999593,21.462999999999738,26.036999999999352,31.74699999999939,24.98999999999978,38.01800000000003,53.373999999999796,40.86799999999948,50.80799999999999,115.34799999999996,116.70399999999972,27.40399999999954,37.623999999999796,,,,
36.0,0.0,4.836999999999534,15.001999999999498,16.243999999999687,21.902999999999338,26.514999999999418,32.331999999999425,26.14799999999923,38.55699999999979,53.78699999999935,42.93499999999949,52.46399999999994,115.71100000000024,117.89299999999912,29.109999999999673,40.3779999999997,,,,
37.0,0.0,5.082000000000335,16.02100000000064,17.623999999999796,23.15099999999984,27.78099999999904,33.611000000000786,29.01000000000022,39.55999999999949,54.93499999999949,45.25,54.61800000000039,116.65899999999965,119.25900000000001,31.170000000000073,43.310999999999694,,,,
38.0,0.0,5.0679999999993015,17.01599999999962,18.69800000000032,24.019000000000233,28.804000000000087,34.65899999999965,30.38299999999981,40.4320000000007,55.88299999999981,47.6880000000001,58.621000000001004,117.54399999999987,120.38000000000102,32.86000000000058,46.233000000000175,,,,
39.0,0.0,5.165000000000873,18.0570000000007,19.850000000000364,25.22099999999955,29.79199999999946,36.1309999999994,32.024999999999636,41.465000000000146,56.67900000000009,49.95399999999972,61.32599999999911,118.66400000000067,121.5049999999992,34.55999999999949,54.55400000000009,,,,
40.0,0.0,5.219999999999345,18.90899999999965,21.04699999999866,25.992999999998574,30.435999999999694,37.297999999998865,33.17000000000007,42.25799999999981,57.310999999999694,51.63999999999942,63.3849999999984,119.3859999999986,122.87199999999939,36.24799999999959,,,,,
41.0,0.0,5.291999999999462,19.69000000000051,21.770000000000437,26.582000000000335,31.050999999999476,38.45800000000054,34.20399999999972,42.990999999999985,57.79700000000048,53.193999999999505,65.0640000000003,119.8809999999994,123.71500000000015,37.60199999999895,,,,,
42.0,0.0,5.592000000000553,20.75,22.605999999999767,27.56500000000051,32.01599999999962,39.51900000000023,35.427999999999884,43.64099999999962,58.62700000000041,55.03900000000067,66.6830000000009,121.2380000000012,124.8680000000004,39.399999999999636,,,,,
43.0,0.0,5.739000000001397,21.471000000001368,23.86200000000099,28.77900000000045,33.16200000000026,41.09700000000157,36.91600000000108,44.82900000000154,59.827000000001135,57.61200000000099,68.4270000000015,122.96700000000055,126.52400000000125,42.08800000000156,,,,,
44.0,0.0,6.03899999999885,21.98699999999917,24.911000000000058,30.018999999998414,34.38699999999881,42.80699999999888,38.82099999999991,45.6869999999999,60.68299999999908,64.28699999999844,70.03099999999904,124.3799999999992,127.58199999999852,44.18999999999869,,,,,
45.0,0.0,6.218999999999141,22.427999999999884,25.76000000000022,31.02900000000045,35.4419999999991,43.95499999999993,40.32499999999891,46.64099999999962,61.59599999999955,83.4930000000004,71.9439999999995,125.00900000000001,128.5630000000001,49.902000000000044,,,,,
46.0,0.0,6.475000000000364,22.838999999999942,30.664999999999054,31.89099999999962,36.634000000000015,49.19000000000051,45.487999999999374,47.61399999999958,62.486000000000786,84.28099999999904,77.34399999999914,125.95499999999993,129.8889999999992,68.72600000000057,,,,,
47.0,0.0,6.68500000000131,27.2400000000016,48.641999999999825,32.78700000000026,37.51900000000023,66.03000000000065,63.655000000000655,48.556000000000495,63.47400000000016,84.97000000000116,97.5010000000002,126.73199999999997,130.83300000000054,69.89800000000105,,,,,
48.0,0.0,6.656999999999243,45.04199999999946,48.341999999998734,33.41200000000026,38.28600000000006,65.02700000000004,63.888999999999214,49.84699999999975,65.18999999999869,85.253999999999,98.96799999999894,127.41399999999885,131.77499999999964,70.74699999999939,,,,,
49.0,0.0,6.8700000000008,45.1820000000007,47.87700000000041,34.167999999999665,39.01000000000022,64.28800000000047,64.26800000000003,50.818999999999505,66.59200000000055,85.80000000000109,100.41799999999967,127.82099999999991,132.57799999999952,71.6180000000004,,,,,
50.0,0.0,7.130000000001019,45.52900000000045,47.78100000000086,34.67500000000109,39.57099999999991,63.82099999999991,64.77700000000004,51.7450000000008,67.71000000000095,86.51699999999983,101.50400000000081,128.51100000000042,133.5570000000007,72.60599999999977,,,,,
51.0,0.0,7.5090000000000146,45.47899999999936,47.1190000000006,35.67699999999968,44.47199999999975,63.4950000000008,65.10100000000057,52.39899999999943,72.32899999999972,86.81500000000051,102.63000000000102,129.01800000000003,134.22099999999955,73.10200000000077,,,,,
52.0,0.0,7.533000000001266,45.434000000001106,46.478000000000975,40.00300000000061,61.409999999999854,63.14100000000144,65.40700000000106,53.025000000001455,88.97700000000077,87.22000000000116,103.46900000000096,129.71500000000015,141.6770000000015,73.34500000000116,,,,,
53.0,0.0,7.550000000001091,44.92400000000089,45.931000000000495,58.83400000000074,61.11200000000099,62.865999999999985,65.51699999999983,53.772000000000844,87.87700000000041,87.79199999999946,104.55400000000009,130.36399999999958,160.1329999999998,73.51699999999983,,,,,
54.0,0.0,7.674999999999272,43.977999999999156,45.01999999999862,57.85399999999936,60.792999999999665,62.54199999999946,65.33399999999892,54.534999999999854,87.00900000000001,89.20600000000013,104.8869999999988,131.22699999999895,160.3209999999999,73.1919999999991,,,,,
55.0,0.0,7.79700000000048,43.152000000000044,43.62300000000141,57.48099999999977,60.465000000000146,62.327000000001135,64.98300000000017,58.82300000000032,86.29800000000068,89.97100000000137,105.371000000001,134.94300000000112,159.7510000000002,72.60500000000138,,,,,
56.0,0.0,4.197000000000116,38.608000000000175,39.26999999999862,52.90099999999984,56.30400000000009,58.34299999999894,60.98699999999917,73.8169999999991,81.99599999999919,86.6309999999994,101.87199999999939,149.84900000000016,156.375,68.42399999999907,,,,,
57.0,11.49200000000019,0.0,33.47600000000057,34.13000000000102,47.72099999999955,51.08899999999994,53.57600000000093,56.19200000000092,69.4930000000004,77.46100000000115,82.85800000000017,97.5570000000007,145.34599999999955,154.20000000000073,92.72800000000097,,,,,
58.0,9.722999999999956,0.0,32.185999999999694,32.67699999999968,46.43000000000029,49.96299999999974,52.68000000000029,55.28399999999965,68.88400000000001,76.92000000000007,83.5580000000009,97.38299999999981,144.52300000000105,152.92000000000007,,,,,,
59.0,4.015999999999622,0.0,27.066999999999098,27.424000000000888,40.763999999999214,44.57300000000032,47.677999999999884,50.22700000000077,64.15099999999984,71.70000000000073,80.1810000000005,93.93000000000029,139.51499999999942,147.52599999999984,,,,,,
60.0,0.0,13.427999999999884,23.784999999999854,24.268999999998414,36.891999999999825,40.86099999999897,44.01499999999942,47.11899999999878,60.65899999999965,68.57499999999891,77.91699999999946,90.90099999999984,135.95799999999872,143.86999999999898,,,,,,
61.0,0.0,11.329999999999927,24.112999999999374,24.733000000000175,36.784999999999854,40.94800000000032,44.15799999999945,47.83400000000074,60.73899999999958,68.91600000000108,79.15200000000004,91.67400000000089,136.16200000000026,144.07699999999932,,,,,,
62.0,0.0,10.627999999998792,24.274999999999636,24.99200000000019,36.612999999999374,41.016999999999825,44.3169999999991,48.68000000000029,60.59299999999894,69.45099999999911,80.58200000000033,92.47400000000016,135.77900000000045,143.90699999999924,,,,,,
63.0,0.0,9.645999999998821,24.57799999999952,25.28099999999904,36.54600000000028,41.34399999999914,44.62199999999939,49.461999999999534,60.73399999999856,70.86199999999917,82.02199999999903,93.30299999999988,135.46999999999935,144.17299999999886,,,,,,
64.0,0.0,9.221000000001368,25.002000000000407,25.537000000000262,36.538000000000466,41.95000000000073,45.42900000000009,50.53900000000067,60.87200000000121,71.90099999999984,85.51300000000083,94.6140000000014,136.22299999999996,144.47299999999996,,,,,,
65.0,0.0,8.881000000001222,25.587000000001353,26.278000000000247,36.75300000000061,42.76100000000042,46.35100000000057,51.86800000000039,61.94300000000112,73.85900000000038,87.72300000000178,95.79600000000028,137.1200000000008,144.84800000000178,,,,,,
66.0,0.0,8.487999999999374,26.37699999999859,26.951999999999316,37.352999999999156,43.777000000000044,47.60199999999895,53.224999999998545,63.21299999999974,75.91599999999926,90.43399999999929,97.0659999999989,138.34399999999914,145.39199999999983,,,,,,
67.0,0.0,8.281000000000859,27.37300000000141,28.134000000000015,37.82999999999993,45.0580000000009,49.03900000000067,55.11000000000058,64.56700000000092,77.76900000000023,93.23700000000099,98.87900000000081,142.7470000000012,149.38600000000042,,,,,,
68.0,0.0,8.444999999999709,28.894000000000233,29.411000000000058,38.80400000000009,46.54900000000089,50.86399999999958,57.15300000000025,66.16799999999967,79.58400000000074,95.90600000000086,100.6190000000006,143.1910000000007,150.40899999999965,,,,,,
69.0,0.0,8.07300000000032,29.846000000001368,30.1200000000008,39.08300000000054,47.46700000000055,51.900000000001455,58.57600000000093,67.13300000000163,80.73000000000138,97.7510000000002,101.8680000000004,143.14700000000084,151.14900000000125,,,,,,
70.0,0.0,7.967000000000553,32.641999999999825,32.20399999999972,40.02299999999923,48.77399999999943,53.44499999999971,60.70899999999892,68.68399999999929,83.77599999999984,100.14300000000003,103.89500000000044,143.90499999999884,,,,,,,
71.0,0.0,8.277000000000044,34.155000000000655,34.20800000000054,40.844999999999345,50.1880000000001,56.09300000000076,62.85900000000038,69.88000000000102,,,,,,,,,,,
