,VER,HAM,RUS,PER,SAI,STR,ALO,OCO,ZHO,GAS,LEC,TSU,PIA,DEV,HUL,ALB,NOR,MAG,BOT,SAR
45.0,0.0,16.20299999999952,30.238999999999578,34.64099999999962,56.19599999999991,63.72199999999975,72.05000000000018,66.65599999999995,70.22400000000016,75.84100000000035,80.60400000000027,67.90700000000015,74.4439999999995,83.67199999999957,96.98499999999967,101.64699999999993,88.13799999999992,106.49200000000019,114.9380000000001,104.56999999999971
46.0,0.0,16.32799999999952,48.57999999999993,35.167999999999665,56.05400000000009,64.47499999999945,71.65200000000004,67.46999999999935,70.5059999999994,76.09299999999985,80.51299999999992,68.78099999999995,75.07399999999961,83.80400000000009,96.98599999999988,102.42699999999968,89.1939999999995,106.5029999999997,114.98300000000017,105.38299999999981
47.0,0.0,16.152000000000044,47.52800000000025,34.96600000000035,55.50700000000052,64.84300000000076,70.86400000000049,68.03000000000065,70.61099999999988,75.9320000000007,80.11300000000028,69.29700000000048,75.36200000000008,83.8060000000005,96.9980000000005,102.84300000000076,90.23100000000068,106.5600000000004,114.82999999999993,105.92000000000007
48.0,0.0,16.381999999999607,46.44999999999982,35.19200000000001,55.07499999999982,65.01900000000023,70.14800000000014,68.69499999999971,71.40700000000015,76.17000000000007,79.92299999999977,69.83600000000024,78.07600000000002,83.65599999999995,96.99200000000019,103.3159999999998,91.14099999999962,106.30699999999979,115.375,107.84199999999964
49.0,0.0,16.256999999999607,45.73999999999978,35.498999999999796,54.61700000000019,65.33899999999994,69.13799999999992,68.56700000000001,71.59000000000015,75.92000000000007,80.74799999999959,70.88799999999992,80.07200000000012,83.57200000000012,97.17100000000028,103.9350000000004,91.8739999999998,106.31900000000041,115.48999999999978,108.80100000000039
50.0,0.0,19.73699999999917,45.00699999999961,39.31700000000001,53.91399999999976,65.40099999999984,68.85199999999986,68.50900000000001,71.82999999999993,75.54399999999987,80.69200000000001,70.8779999999997,80.07799999999952,83.6909999999998,96.80499999999938,104.36399999999958,96.58699999999953,106.07799999999952,114.51099999999951,109.59899999999925
51.0,0.0,39.65699999999924,44.849999999999454,56.14799999999923,53.70799999999963,65.79699999999957,68.91699999999946,70.95299999999952,72.76099999999951,75.5719999999992,80.54099999999926,71.77699999999913,82.21199999999953,84.27299999999923,96.89799999999923,105.04299999999967,115.83599999999933,106.41099999999915,114.97399999999925,110.77299999999923
52.0,0.0,35.42900000000009,40.33600000000024,49.965000000000146,49.45400000000063,61.96600000000035,64.61099999999988,67.31700000000001,68.95200000000023,71.72900000000027,76.04899999999998,68.16400000000067,78.86999999999989,80.72200000000066,93.01100000000042,101.58400000000074,111.79600000000028,102.90700000000015,111.65599999999995,107.86700000000019
53.0,0.0,16.761999999999716,21.60899999999947,29.855999999999767,31.96099999999933,43.732999999999265,46.60499999999956,49.26299999999992,50.80699999999979,53.32199999999921,57.375999999999294,49.96099999999933,60.99699999999939,62.67699999999968,74.55599999999959,83.67999999999938,91.85199999999986,85.0719999999992,95.80599999999959,90.57899999999972
54.0,0.0,16.8179999999993,22.497999999999593,29.925999999999476,33.373999999999796,45.32799999999952,47.667999999999665,50.735999999999876,52.39099999999962,54.839999999999236,58.60999999999967,51.75500000000011,62.90399999999954,64.5029999999997,76.03399999999965,85.55400000000009,93.125,86.90999999999985,98.4369999999999,92.82600000000002
55.0,0.0,16.627000000000407,22.86499999999978,29.935999999999694,34.121000000000095,46.49499999999989,48.485999999999876,52.02700000000095,53.771999999999935,56.26899999999932,59.69699999999921,53.23499999999967,64.59099999999944,65.77199999999993,78.75000000000091,87.20300000000043,92.54100000000017,88.33099999999922,100.19400000000041,96.89399999999932
56.0,0.0,17.3179999999993,24.1299999999992,30.23699999999917,35.49699999999939,48.03399999999965,50.05199999999968,53.94100000000071,56.92400000000089,58.65099999999984,61.41100000000006,55.6200000000008,66.77299999999923,67.88299999999981,81.28800000000047,89.36299999999937,93.29700000000048,90.53700000000026,104.44599999999991,99.53800000000047
57.0,0.0,17.73699999999917,25.113999999999578,30.370999999999185,36.91599999999926,49.76900000000023,51.51599999999962,56.0,59.042999999999665,60.63199999999961,62.97599999999875,57.495999999999185,68.86299999999937,69.74099999999999,83.10999999999876,91.24599999999919,94.15099999999984,92.43000000000029,107.0619999999999,102.24099999999999
58.0,0.0,18.08299999999872,25.96899999999914,30.799999999999272,38.03699999999844,51.51800000000003,52.875,57.70499999999993,60.66399999999885,62.36199999999917,64.33699999999953,59.21399999999994,70.46499999999833,71.47899999999936,84.75900000000001,92.99199999999837,95.0609999999997,94.32499999999891,110.91199999999844,107.54599999999846
59.0,0.0,18.460000000000946,26.337000000001353,31.662000000000262,39.07500000000073,52.95000000000073,53.98400000000038,59.13299999999981,61.876000000000204,63.595000000001164,65.41600000000108,60.35699999999997,71.80000000000109,72.73199999999997,85.98300000000017,94.3640000000014,97.83400000000074,97.57899999999972,112.51000000000022,111.6140000000014
60.0,0.0,18.730000000001382,26.199000000000524,31.872000000001208,39.27300000000105,53.71200000000135,54.89000000000124,59.89800000000105,62.740999999999985,64.35500000000138,65.82999999999993,61.13100000000122,72.4260000000013,73.9260000000013,86.77500000000146,95.41899999999987,100.16100000000006,99.6840000000011,114.00900000000001,113.52800000000025
61.0,0.0,20.027000000000044,28.070000000001528,33.33100000000013,41.65700000000106,56.3700000000008,58.184000000001106,62.74300000000039,65.3650000000016,67.07700000000114,68.1820000000007,64.04200000000128,75.17400000000089,76.96800000000076,89.39400000000023,99.55000000000109,103.33400000000074,102.84600000000137,116.63800000000083,118.47800000000097
62.0,0.0,18.689000000000306,28.20800000000054,33.10999999999876,42.35499999999956,57.4369999999999,59.61499999999978,63.78600000000006,66.71999999999935,68.24099999999999,69.20299999999952,65.23400000000038,76.35999999999876,79.52099999999882,90.61199999999917,101.18299999999908,104.75,104.23899999999958,118.34399999999914,122.59799999999996
63.0,0.0,19.958999999998923,29.141999999999825,33.240999999999985,43.65699999999924,58.823999999998705,60.44999999999891,65.26299999999901,68.253999999999,69.77599999999984,70.60199999999895,66.65799999999945,79.65999999999985,81.00799999999981,92.4390000000003,102.85999999999876,106.41299999999865,106.03799999999865,120.42100000000028,125.32099999999991
64.0,0.0,19.97899999999936,29.5,32.59200000000055,43.784999999999854,59.677999999999884,61.1200000000008,65.9320000000007,68.95200000000114,70.74099999999999,71.54500000000007,67.28100000000086,80.4940000000006,81.61499999999978,93.20000000000073,103.60800000000017,106.8760000000002,110.19000000000051,124.48099999999977,126.74200000000019
65.0,0.0,22.677999999999884,31.05199999999968,33.457000000000335,44.95899999999892,61.26199999999881,62.35399999999936,67.49499999999898,70.47799999999916,72.11999999999898,72.85599999999977,68.95700000000033,81.98300000000017,83.03499999999985,95.0049999999992,105.41599999999926,108.09799999999996,115.78799999999865,127.65099999999984,129.38500000000022
66.0,0.0,24.090000000000146,32.38900000000103,35.8119999999999,45.69800000000032,63.32000000000153,64.12700000000041,69.24200000000019,71.87800000000061,73.53000000000065,74.41899999999987,70.41600000000108,,,,,,,,
