,VER,NOR,SAI,PER,RUS,GAS,STR,TSU,ALB,SAR,HUL,BOT,ZHO,MAG,RIC,ALO,PIA,OCO,HAM,LEC
34.0,0.0,3.6149999999997817,11.286000000000058,12.871000000000095,26.779999999999745,30.3779999999997,47.108000000000175,37.552999999999884,70.48400000000038,79.43299999999999,58.347999999999956,75.41499999999996,81.27700000000004,87.96199999999953,62.23899999999958,38.20799999999963,,,6.331000000000131,19.84900000000016
35.0,0.0,22.610999999999876,11.576000000000022,12.800000000000182,27.131000000000313,30.653000000000247,46.94599999999991,57.5630000000001,70.56800000000021,79.28600000000006,78.35599999999977,76.21799999999985,82.78799999999956,88.30000000000018,63.82300000000032,37.76000000000022,,,5.778999999999542,19.345000000000255
36.0,15.188000000000102,17.070999999999913,24.786000000000058,7.61200000000008,22.22400000000016,27.54399999999987,41.59900000000016,52.29500000000007,65.59900000000016,73.84900000000016,72.83600000000024,71.6939999999995,78.52300000000014,83.99099999999999,59.927999999999884,32.65700000000015,,,0.0,13.867999999999483
37.0,14.644000000000233,16.44800000000032,24.054000000000087,8.261000000000422,22.98199999999997,28.614000000000487,41.90599999999995,52.465000000000146,66.05699999999979,74.38000000000011,72.54299999999967,73.61400000000049,80.32700000000023,85.23700000000008,61.646999999999935,33.25500000000011,,,0.0,13.662000000000262
38.0,12.890999999999622,14.280999999999949,22.15599999999995,27.083999999999833,23.32300000000032,49.15400000000045,41.07499999999982,52.10500000000047,65.3060000000005,73.75799999999981,71.52599999999984,75.02599999999984,80.35400000000027,85.47299999999996,61.91100000000006,32.42200000000048,,,0.0,12.49499999999989
39.0,0.0,1.2509999999992942,9.979999999999563,13.949999999999818,12.50799999999981,38.07299999999941,29.33599999999933,40.87199999999939,54.02300000000014,62.23999999999978,59.664999999999964,64.53099999999995,69.63999999999942,74.7539999999999,51.24699999999939,20.826000000000022,,,7.66399999999976,2.2799999999997453
40.0,0.0,1.660000000000764,10.530000000000655,13.65900000000056,32.25300000000061,39.17900000000009,31.239000000000487,42.28300000000036,55.365999999999985,63.501000000000204,60.7450000000008,66.92900000000009,71.69700000000012,77.03900000000067,53.78600000000006,22.173999999999978,,,7.53400000000056,3.4420000000000073
41.0,0.0,1.9439999999995052,10.988000000000284,14.04699999999957,31.54199999999946,39.70899999999983,50.19999999999982,43.149999999999636,57.28399999999965,64.48399999999947,62.331999999999425,68.82200000000012,73.40599999999995,78.09599999999955,56.73199999999997,23.36200000000008,,,6.9409999999998035,4.644999999999527
42.0,0.0,2.2299999999995634,11.304000000000087,14.46099999999933,31.308999999999287,40.46900000000005,50.39499999999953,44.34599999999955,58.50799999999981,65.79999999999927,63.71900000000005,71.15799999999945,75.87299999999959,79.29399999999987,60.777000000000044,25.315999999999804,,,6.173999999999978,5.706000000000131
43.0,0.0,2.4890000000004875,11.815999999999804,15.295000000000073,31.02300000000014,41.52799999999934,50.96599999999944,45.46100000000024,60.4980000000005,67.39399999999932,65.35199999999986,73.22800000000007,78.54699999999957,81.59099999999944,63.71699999999964,46.50999999999931,,,6.220000000000255,7.644000000000233
44.0,0.0,2.433000000000902,11.931000000000495,15.802000000001499,30.061999999999898,42.121000000001004,50.45499999999993,47.34300000000076,61.585000000000946,68.19800000000032,66.9940000000006,74.76900000000023,80.70800000000054,83.1140000000014,66.4369999999999,46.57900000000154,,,5.895000000000437,8.296000000000276
45.0,0.0,2.8040000000000873,12.402000000000044,16.240999999999985,29.662000000000262,42.57099999999991,50.24799999999959,48.48999999999978,62.85699999999997,69.92200000000048,67.67399999999907,77.0630000000001,82.91300000000047,85.24599999999919,70.98300000000017,46.70999999999913,,,5.92699999999968,9.355999999999767
46.0,0.0,3.32300000000032,12.433999999999287,16.3799999999992,29.060999999999694,43.00699999999961,50.01000000000022,48.951999999999316,64.03299999999945,71.3700000000008,68.95000000000073,78.8700000000008,84.4380000000001,86.8189999999995,73.82400000000052,46.56500000000051,,,5.603000000000975,10.015999999999622
47.0,0.0,4.179000000000087,12.777000000000044,16.828999999999724,28.661000000000058,43.10900000000038,49.67100000000028,50.59600000000137,65.39800000000105,73.15700000000106,70.5590000000011,81.00600000000122,86.63100000000122,88.79000000000087,77.44300000000112,46.20900000000074,,,5.265000000001237,10.881000000001222
48.0,0.0,5.072000000000116,13.320000000001528,17.028000000000247,27.725000000000364,43.44800000000032,49.25,52.90700000000106,66.38700000000063,74.78100000000086,71.88400000000001,82.90500000000065,88.40800000000127,90.39200000000164,103.58500000000095,53.99800000000141,,,5.5090000000000146,11.802000000001499
49.0,0.0,7.402000000000044,13.480999999999767,16.929000000000087,26.979999999999563,43.67100000000028,49.00799999999981,53.39799999999923,67.56499999999869,75.91799999999967,73.07999999999993,84.65599999999904,90.04099999999926,91.70600000000013,102.53299999999945,60.108000000000175,,,5.217999999998938,12.78399999999965
50.0,0.0,8.368000000000393,13.595000000001164,16.84900000000016,26.447000000000116,44.17500000000109,48.783000000001266,53.82099999999991,68.74200000000019,77.33500000000095,75.33300000000054,86.52700000000004,91.75900000000001,93.1130000000012,102.98199999999997,,,,4.9099999999998545,14.659999999999854
51.0,0.0,9.106999999999971,13.530000000000655,17.01800000000003,25.92500000000109,45.2440000000006,48.90799999999945,54.32500000000073,70.70299999999952,79.15200000000004,78.10300000000097,88.73600000000079,93.53900000000067,95.22199999999975,103.08500000000095,,,,4.630000000001019,15.625
52.0,0.0,9.77599999999984,13.787999999998647,17.789999999999054,26.110999999998967,46.03199999999924,49.102999999999156,54.68499999999949,73.27700000000004,80.76499999999942,81.60800000000017,90.45899999999892,95.36199999999917,97.02599999999984,105.98599999999897,,,,4.537999999998647,17.479999999999563
53.0,0.0,9.822000000000116,13.715000000000146,17.53400000000147,25.65400000000045,46.51100000000042,48.83899999999994,54.611000000000786,75.12400000000162,83.13700000000063,83.84100000000035,91.97900000000118,97.21900000000096,98.78500000000167,106.9270000000015,,,,3.639000000001033,19.5
54.0,0.0,10.096999999999753,13.962999999999738,17.861000000000786,25.200000000000728,46.844999999999345,48.84599999999955,55.28100000000086,77.2569999999996,84.33100000000013,85.86199999999917,93.32200000000012,99.03100000000086,105.5689999999995,107.72899999999936,,,,2.879000000000815,20.75300000000061
55.0,0.0,9.983000000000175,14.292999999999665,17.738000000001193,24.54199999999946,46.934000000001106,48.19100000000071,76.58300000000054,79.26000000000022,85.82700000000114,87.3140000000003,95.24200000000019,103.91300000000047,108.40899999999965,109.1890000000003,,,,1.8189999999995052,22.27400000000125
56.0,0.0,10.730000000001382,15.134000000000015,18.460000000000946,24.999000000001615,47.996000000001004,48.69600000000173,74.38500000000022,81.71399999999994,87.99800000000141,89.90400000000045,98.60100000000057,,,,,,,2.225000000000364,24.662000000000262
